"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"11","situação","coordenação","tedros","global","estadosmembros","parlamentar","ministro","olímpico","bori","intensivo","unido","coronavírus","coronavírus","imprensar","donald","coronavírus","medicamentar","trump","comunicação","hidroxicloroquina","djokovic","estudar","ar","vacina","fase","vacina","cientista","milhões","primeiro","vez","gripar","ivo","presidente","vírus","desenvolver","medicamentar","estudar","chinãªs","mil","tecnologia","paulo","processar","astrazeneca","moderno","clínicos","começar","vacinado","desenvolver","agência","países","bombeiro","ramo","farmacêutica","mil","primeiro","produção","primeiro","agência","agência","secundários","russo","agência","dosar","efeito","farmacêutica","farmacêutica","vacinado","entregar","pfizer","europeu","vacinado","medicamentar","refugiado","produzido","of","mundo","ema","estado","contra","milhões","organização","reforço","terceirar","covax","organização","estado","pfizer","europeu","contra","organização","primeiro","terceirar","agência","vacinal","detetada","mutações","acordar"
"12","medida","países","organizador","países","ministro","estadosmembros","vacinar","vírus","cuomo","estado","fauci","bori","vírus","chinar","investigação","norteamericano","contra","unir","jair","russo","tenista","mundial","covid","donald","desenvolver","desenvolver","infetado","astrazeneca","disponível","desenvolver","rússia","ruir","contra","britânicos","arrancar","contra","oms","população","gratuitamente","oms","butantan","eficácia","oms","eficácia","segurança","fda","pfizerbiontech","primeiro","oxford","receber","fase","titular","produção","pessoa","segundar","união","população","união","ema","farmacêutica","mulher","milhões","receber","medicamentar","contra","unido","variante","imunitário","ema","to","antar","maioria","vacinar","aprovado","alertar","ema","chinar","agência","portugal","terceirar","desenvolver","mundial","contaminação","europeu","oms","administrado","totalmente","estado","eficácia","estudar","moderno","partilhar","sobrar","moderno","to","europeu","acreditar"
"13","chinar","respostar","organização","mundial","japonês","campo","líderes","ue","britânico","cuomo","presidente","iorque","governador","bolsonaro","churrasco","contra","estado","vacina","europa","reinar","reinar","desenvolver","pneumonia","investigador","brasil","vírus","ghebreyesus","organização","rússia","proteger","período","oms","clínicos","pronto","divulgar","doente","farmacêutica","dosar","anticorpo","solicitar","comprar","desenvolver","planar","medicamentar","reinar","processar","receber","eficácia","receber","eficácia","prioritário","farmacêutica","comissão","ue","união","países","contra","desenvolver","países","efeito","suspender","vacinação","unido","secundários","milhões","tomar","ema","pfizerbiontech","eficaz","vacinado","astrazeneca","saãºde","eficácia","europa","mundo","milhões","dosar","brasil","prevenção","vacinado","áfrica","contra","mãªs","países","guinébissau","estudar","reforço","inflamação","fda","podar","pfizer","milhões","vacinal","milhões","von","austral","acrescentar"
"14","coronavírus","surtir","reunião","internacional","olímpicos","negócios","videoconferência","conferência","norteamericano","mundial","mundial","johnson","presidente","coronavírus","coronavírus","animal","reinar","contra","estudar","unido","bolsonaro","have","hidroxicloroquina","universidade","estudar","coronavírus","tedros","afirmar","desenvolver","população","segurar","voluntários","donald","transmissão","porque","oms","ensaio","vacinado","instituto","partir","vacinado","moderno","receber","autorização","aprovação","pfizerbiontech","moderno","campanha","desenvolver","moderno","monsaraz","ema","vacinado","prioritários","pfizer","primeiro","união","países","vacinado","eficaz","recomendar","receber","ema","milhões","moderno","pfizer","fosun","além","agência","the","dosar","afp","organização","reconhecer","vacina","eficácia","voluntários","mundial","pfizer","fazer","ir","variante","farmacêutica","oms","mundial","farmacêutica","presidente","reforço","pedir","segundar","regulador","global","tratamento","autorizar","eficácia","caso","adhanom"
"15","novo","adhanom","emergência","espaço","parlamentar","surtir","deputado","norteamericano","coronavírus","organização","primeiroministro","vírus","vacinar","presidente","países","britânico","mundial","unido","on","usar","and","june","imunidade","contra","positivar","michelle","gabinete","tecnologia","vírus","desfilar","resultado","saber","ensaio","fase","ano","vacina","investigador","dignitude","deteção","mundo","milhões","europeu","pfizer","agência","ensaio","europeu","ema","medicamentar","administrado","produção","reguengo","receber","entregar","the","astrazeneca","vacinado","medicamentar","russo","coágulos","milhões","sputnik","contra","estado","entregar","regulador","após","medicamento","reações","união","copar","ano","to","maior","certificar","origem","and","medicamento","eficácia","brasil","desenvolver","mundial","trabalhar","mundial","reforço","astrazeneca","fda","produtor","países","tomar","administração","tratamento","controlar","europa","the","namíbia","reinar","adiantar"
"16","angola","ghebreyesus","respostar","apoiar","desenvolvimento","oms","jornalista","tóquio","vírus","coronavírus","unir","novo","branco","unir","eua","vírus","vagar","mundial","have","coronavírus","tour","tratamento","tratamento","unido","jair","moderno","twitter","fase","russo","plasmar","clínicos","milhões","europa","ter","tratamento","farmacêutica","vacinado","brasileiro","final","ano","instituto","eficaz","to","sobrar","ir","distribuição","cooke","receber","pfizerbiontech","mil","união","prioridade","milhões","ano","eficácia","ue","sputnik","suspender","segurar","entregar","pfizer","países","efeito","união","sputnik","idade","efeito","farmacêutica","após","cinema","ema","anticorpo","guterres","unido","mundial","farmacêutica","the","ue","dólares","estudar","formar","norteamericano","astrazeneca","administrar","comissão","fazer","farmacêutica","podar","pfizer","moderno","norteamericana","farmacêutica","ecdc","taxa","the","moçambique","administrativo"
"17","referir","gripar","dever","pandemia","executivo","cooperação","imprensar","unido","onu","portavoz","picar","mundo","andrew","chinês","presidente","investigador","eua","reinar","nações","população","combater","july","the","mundial","coronavírus","eua","rússia","laboratório","anticorpo","gripar","tratamento","santo","doenças","durante","desenvolvimento","fase","população","médico","primeiro","organização","sinovac","oms","comissão","processar","aprovar","aprovar","comissão","milhões","segundar","desenvolver","profissional","profissional","the","primeiro","comprar","acelerar","milhões","lotar","lotar","vacinação","sanguíneos","tomar","moderno","após","produção","recomendado","parlamentar","administrado","moderno","américa","lotar","ue","propagar","agência","vírus","marcar","origem","comissão","malária","defender","imunidade","lotar","organização","estudar","israel","seis","mil","organização","oms","mundo","ema","astrazeneca","estadosmembros","regulador","ecdc","unir","admitir"
"18","nível","olímpicos","ghebreyesus","tedros","ghebreyesus","conselho","unido","pandemia","governador","conferência","cuomo","brasileiro","democrata","mike","chinãªs","presidente","estudar","brasil","onu","trump","fase","all","especialista","yan","ainda","presidente","recuperar","rússia","medicamentar","mostrar","investigador","clínicos","fase","principal","parecer","donald","eficaz","clínicos","ir","professor","brasileiro","fase","covid","ser","agência","agência","campanha","portugal","medicamentar","brasil","europa","ue","to","entregar","produção","farmacêutica","eficácia","ema","suspensão","desenvolver","coágulos","sobrar","secundários","deverá","ema","união","farmacêutica","empresar","rússia","países","tomar","hajj","união","desenvolver","oms","avaliação","mundo","venda","terceirar","eficácia","unido","eua","medicamentar","regulador","forças","mãªs","comissão","efeito","agência","cercar","global","pfizer","medicamento","receber","der","viagem","adoção"
"19","além","nível","especialista","preparar","mundial","líderes","fronteira","mundial","organização","governador","reinar","norteamericano","britânico","iorque","britânico","desenvolvimento","donald","organização","após","contra","habitante","covid","times","acreditar","presidente","positivar","unido","distribuição","quantidade","videoconferência","estudo","trump","milhões","gripar","mundo","vírus","empresar","voluntário","eficaz","estudar","nacional","democrata","resultado","grupo","receber","regulador","segurança","permitir","usar","cercar","críticos","primeiro","desenvolver","vacinado","der","processar","países","pfizer","receber","clínicos","medicamentar","ue","usar","ue","administração","desenvolver","funcionários","adulto","primeiro","aprovar","eua","produzir","rápida","vacinado","africano","cavaleri","vírus","adversar","mundial","países","johnson","estado","pfizer","entregar","fda","johnson","controlar","mãªs","johnson","prever","the","organização","milhões","medicamento","leyen","mundial","adquirir"
"20","governar","evento","contra","ghebreyesus","diretorgeral","covid","oms","chinar","presidente","falar","anthony","cuomo","imprensar","estado","confinamento","to","escrever","almeida","parceria","covid","covid","with","norteamericano","norteamericanos","brasileiro","infetado","existir","argentino","mundial","mundial","anticorpo","contra","norteamericano","oms","milhões","empresar","diminuir","medicamentar","diretor","alertar","notícias","receber","moderno","desenvolver","efeito","moderno","aprovar","autorização","ue","covax","frasco","órgãos","fase","segundar","von","distribuição","distribuição","vacinação","ue","união","usar","idade","pfizer","tomar","primeiro","medicamentar","estado","the","medicamentar","adolescente","ue","tratamento","estado","pouco","eficácia","efeito","prevenção","oms","agência","euro","concluir","europeu","tomar","administrado","covax","astrazeneca","resultado","sistema","estudar","países","vacina","receber","investigador","agência","november","vírus","aérea"
"21","epidemiar","tóquio","evento","decisão","extraordinária","estrangeiro","ferrar","comité","nações","presidente","organização","adhanom","mundial","investigação","mundial","pequim","reuters","coronavírus","morte","dexametasona","britânico","guterres","laboratório","centro","chegar","norteamericana","mundial","oxford","processar","final","dosar","suspensão","medicamentar","produzir","ligeiro","sima","clínicos","governador","fase","embarcar","americano","ir","distribuição","aprovar","desenvolver","eua","agência","astrazeneca","farmacêutica","oms","população","idoso","administrado","farmacêutica","ano","johnson","pfizer","eficaz","sanguíneos","the","união","formação","raro","unido","frança","johnson","organismo","desenvolver","autorização","decisão","mundo","contra","citar","oms","farmacêuticas","ue","podar","contra","ue","investigador","estado","eficácia","johnson","objetivo","respostar","oms","agência","mundial","janssen","gripar","administração","podar","dar","elegível","união","descoberto","aéreas"
"22","diretorgeral","diretorgeral","adiantar","tomar","compromisso","isabel","vírus","bori","primeiroministro","vida","pandemia","ghebreyesus","briefing","cientista","the","afirmar","covid","june","presidente","povo","país","stock","escrever","covid","ensaio","estudar","identificar","frango","estudo","instrumentar","vírus","presidente","organização","discursar","clínicos","experimental","viral","custar","global","nações","vacinação","usar","começar","estudar","medicamentar","medicamento","autorização","farmacêutica","astrazeneca","fase","planar","grupo","ministrar","grupo","administrado","trimestre","ir","após","usar","administrado","clínicos","vacinado","suspensão","risco","decisão","adolescente","comissão","especialista","unido","organização","países","vacinado","mundial","delta","londres","união","investigador","mundo","medicamentar","imunidade","eficácia","efeito","países","tempo","garantir","mundial","unido","pfizer","regulador","vez","empresar","líderes","gravar","aprovar","organização","organização","aeronave"
"23","quintafeira","emergência","países","sistema","organização","camarinhar","trabalho","comissão","adhanom","país","salvar","tedros","testar","origem","wuhan","investigação","cnn","fernando","sintoma","mortalidade","mortalidade","on","mortalidade","fase","contra","resultado","noticiar","dólares","clínicos","podar","primeiro","testar","entrever","thomas","poder","eleições","remdesivir","estudar","rápidos","tedros","anvisa","diretor","desenvolver","ensaio","sobrar","medicamentar","começar","afirmar","comprar","grupar","costa","prioritários","mil","aprovado","trimestre","reuters","agência","tomar","ir","medicamentar","administrar","russo","vacinação","sputnik","tomar","moderno","produzir","estado","tomar","moderno","mundial","reduzir","única","medicamento","pfizer","chinar","comunicar","astrazeneca","reforço","tomar","anticorpo","aprovação","investigação","autorização","áfrica","vacinado","doenças","após","sintoma","milhões","rendimento","conferência","recomendar","janeiro","eswatini","europa","aeroporto"
"24","república","epidemiar","proteger","bruxelas","comité","pandemia","república","contra","ghebreyesus","imprensar","bolsonaro","humano","unir","novo","testar","imunidade","conselheiro","países","decisão","autorização","sueco","oxford","estudo","projeto","norteamericano","investigação","integrar","janeiro","plasmar","rússia","comité","universidade","eua","incluir","participar","morrer","reduzir","oliveira","mostrar","aquisição","possibilidade","significativo","afirmar","primeiro","autorização","receber","israel","biontech","ema","tomar","autarca","políticos","saúde","trimestre","prever","campanha","processar","farmacêutica","vários","resultado","administrado","graça","tomar","sanguíneos","executivo","regulador","vacinação","eficaz","eficácia","astrazeneca","agência","sintoma","desenvolver","johnson","investigador","ensaio","síndrome","unido","organização","mrna","proteger","receber","contra","adicional","africanar","prevenção","vidar","estudar","mãªs","crianças","imprensar","angola","administração","global","lesoto","ecdc","afetadas"
"25","responsável","situação","responsáveis","antónio","países","trump","plenário","oms","tedros","dizer","decisão","chinar","norteamericana","vicepresidente","galar","sarscov","vírus","on","formar","clínicos","oxford","infarmed","saúde","apesar","bebé","criar","programação","produzir","países","comité","demorar","íntegra","menor","análise","johnson","final","base","testar","formar","olhar","ensaio","trimestre","milhões","ir","pfizerbiontech","trump","eficácia","garantir","união","união","países","moderno","processar","sobrar","comissão","eficácia","administrar","vacinado","tromboembólicos","população","ano","ano","união","plaqueta","comissão","usar","indiano","idoso","resultado","pfizerbiontech","desenvolver","capaz","global","emigrante","informação","moderno","avaliar","concluir","comissão","ir","defender","norteamericana","ema","astrazeneca","objetivo","autorização","estado","agência","autorização","ema","organização","moderno","vírus","mundial","moçambique","saber","afetados"
"26","apoiar","conselho","situação","conferência","preparar","novo","empregador","debater","sanções","londres","brasileiro","declarar","novo","pã©ni","covid","unir","sugerir","altura","guterres","ghebreyesus","desenvolver","comprar","trump","estudar","farmacêutica","trump","jenrick","comer","doenças","representante","vagar","final","ter","antar","bori","contratar","bem","doença","programar","remdesivir","entender","clínicos","tratamento","desenvolvimento","unir","eficácia","regulador","regulador","autorização","chegar","unido","milhões","empresar","milhões","leyen","europa","covax","áustria","evento","ensaio","distribuição","johnson","farmacêutica","farmacêutica","administrado","imunidade","ue","tomar","estado","johnson","tratamento","revelar","informação","anticorpo","enfrentar","fosun","mundial","pfizer","receber","governar","eficaz","fazer","dois","agência","fase","eficácia","terminar","ema","norteamericano","aliança","comunicar","johnson","ver","operações","novo","bélgica","afirmar"
"27","conferência","coronavírus","comunicar","kyriakides","contra","sánchez","comum","britânico","contra","novo","medicamentar","unir","sanitárias","pandemia","vacinar","malária","assessor","donald","tested","tedros","adria","antecipar","transmitir","norteamericano","nascer","apresentar","especialista","custar","lotar","necessário","mortalidade","analisar","mortalidade","johnson","investigação","hospitalizado","carga","eficácia","chamar","euro","suspensão","envolver","of","garantir","grupo","farmacêutica","marcar","formar","primeiro","imprensar","residente","planar","ano","produzir","medicamentar","entregar","twitter","dinamarca","administração","cavaleri","lotar","união","clínico","benefícios","ser","comissão","espanhóis","universidade","reuters","medicamento","seleção","organização","contra","entrar","desenvolver","após","estado","moderno","desenvolver","prevenção","oms","organização","surgir","responsável","união","global","ir","anticorpo","farmacêutica","imunização","contra","gravar","oms","programar","pfizer","namíbia","afp"
"28","adiantar","doenças","sistema","declarar","organizador","social","presidente","parlamentar","branco","branco","londres","briefing","país","unido","branco","oxford","conferência","have","tests","federal","testar","universidade","rever","potencial","anticorpo","redar","preocupar","sputnik","acreditar","imprensar","acelerar","onda","população","mundial","apelar","administração","estudo","jair","fauci","quase","november","segurar","saber","começar","especialista","ir","ainda","marcar","países","farmacêutica","medicamentar","cargo","marta","união","sputnik","grupar","entregar","eficácia","administrado","dado","eua","administração","peter","conferência","fábrica","recomendar","grávidas","segundar","pfizerbiontech","redar","janssen","desenvolvimento","estudar","comissão","estudar","delta","controlar","estudar","fornecimento","mundial","fazer","entanto","problema","africanar","entregar","incluir","dizer","johnson","riscar","pfizer","segurança","milhão","parecer","diminuir","ema","restrições","áfrica"
"29","coordenação","ainda","sobrar","adhanom","tomar","países","estado","merkel","podar","chinar","novo","hidroxicloroquina","reinar","mundial","especialista","anticorpo","of","russo","kerkhove","mostrar","eua","coronavírus","ir","existência","apesar","presidência","hospitalizado","produção","instituto","usar","publicar","mundial","dizer","moeti","acreditar","sintoma","vírus","ensaio","países","suspeitar","laboratório","remdesivir","idoso","chegar","regulador","deverá","avaliação","prever","regulador","grupo","presidente","prever","eficácia","desenvolver","acordar","maior","profissional","aprovar","trimestre","agência","desenvolver","administrado","marks","imprensar","empresar","tomado","receber","reforço","efetividade","reuters","pfizer","morte","francês","portuguãªs","disseminação","usar","variante","doenças","contrato","sobrar","receber","surgir","ir","avançar","eficácia","ue","estudar","respostar","áfrica","pfizerbiontech","acordar","cobertura","taxa","células","austral","passageiro","agência"
"30","adhanom","preparação","tóquio","coordenação","conselho","qualificação","vacina","ministro","novo","cuidado","raab","the","contra","app","fronteirar","norteamericana","usar","may","raro","diretorgeral","brasil","organização","jair","provavelmente","dosar","unido","mear","unido","testar","sarscov","submeter","comprar","antar","investigador","envolver","autorização","mundial","apontar","dar","final","clínicos","testar","vacinado","regulador","milhões","usar","medicamentar","agência","eficácia","oficial","critérios","soberania","in","oxford","grupar","administrado","aprovado","johnson","união","administrar","possível","avaliação","cdc","agência","final","estudo","especialista","controlar","recomendação","may","união","york","disseminação","respostar","resultado","johnson","moderno","comunicar","eficácia","tratamento","primeiro","joe","após","pfizer","janssen","organização","ue","estimar","unido","diretor","farmacêutica","ghebreyesus","irlanda","recomendação","pedir","combater","agências"
"31","embaixador","conferência","saúde","pânico","tedros","ue","medida","adhanom","dizer","reinar","vacinar","saúde","guterres","países","morrer","macron","coronavírus","surtir","divulgação","brasil","escrever","entanto","anthony","condutor","algum","outro","países","mundo","coronavírus","comissão","antar","futurar","consultar","humano","reinar","concluir","ghebreyesus","administração","pessoa","tutelar","governar","comprar","norteamericanos","planar","europeu","grupar","biontech","esperar","francisco","global","distribuição","bombeiro","farmacêuticas","pfizer","distribuição","autorização","pessoa","sputnik","von","regulador","regulador","risco","regulador","adulto","após","janssen","contra","medicamentar","desenvolver","oms","embora","idade","onu","eficaz","análise","janssen","brasil","satisfazer","preço","imunitário","pedir","pedir","estado","continente","tempo","gravar","quantidade","investigador","organização","publicar","anticorpo","tedros","contra","ensaio","ursula","coronavírus","agora"
