"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"11","vírus","norteamericano","xi","evento","cancelado","piscina","adiar","abril","barcelona","espetáculos","alemã","desportivo","reabrir","parque","madrid","treino","agostar","estádios","clube","retomar","jogador","jogar","idanhanova","fonte","mês","estar","emergência","trabalhar","financiamento","alertar","portuguãªs","embaixador","solução","en","melania","twitter","and","and","trump","comissário","equipa","ambientar","filho","verificado","biden","app","suspender","insa","detetada","chinar","investigador","sulafricana","britânica","instituto","sulafricana","britânica","outro","estudar","coronavírus","edoardo","sarscov","testar","sulafricana","reinar","oxigénio","unir","unir","inglaterra","nhs","indiano","ver","portugal","quarentenar","negativar","julho","europeu","digital","aumentar","várias","vírus","identificado","vagar","origem","resultado","mutações","oficialmente","agência","chinar","afp","autoridade","países","sair","medido","austríaco","eslováquia","internacional","acordar"
"12","chinês","xi","hospital","regiões","feirar","decidir","evento","espetáculos","ligar","comunicar","dever","junho","desportivo","reabertura","treino","estádios","desportivo","jogador","competição","campeonato","final","programar","vidar","angolano","prevenção","regiões","indiano","atividade","competir","and","londres","apontar","governar","capital","joe","to","médico","médico","infetado","país","summit","leite","associações","trabalhar","primeiro","dispor","ricardo","quarentenar","fevereiro","comité","áfrica","estirpe","resultado","detetada","informação","podar","sul","relatório","sarscov","colzani","animal","internacional","unir","elevado","suíça","britânico","portugal","voo","lista","ver","lista","ue","lista","países","digital","britânico","frança","alertar","restrições","chinãªs","usar","alto","estado","organização","dezembro","levar","rússia","antar","países","passageiro","cumprir","quarentenar","casar","ficar","vacinado","trabalhador","acreditar"
"13","pneumonia","departamento","visitante","públicos","ligar","biblioteca","anunciar","clube","agostar","agostar","desportivo","cancelar","treino","junho","lyon","regressar","temporada","portar","apoiar","conteúdos","federação","paulo","transportar","estudante","lista","desconfinamento","contra","linha","fazer","respeitar","autorização","rt","informação","sedar","pã©ni","sean","presidente","at","vir","segurar","russo","significar","celebração","brasileiro","regressar","investigador","identificado","inglaterra","ir","gripar","ecdc","eficaz","nova","coronavírus","detetada","outro","países","sintoma","lista","britânico","provável","fernández","israel","riscar","unir","vírus","países","lista","identificado","voo","delta","europeu","prevalência","europeu","país","inglaterra","quarentenar","riscar","confinamento","prevenção","prolongar","identificar","sul","quarentenar","chinar","realizar","unido","passageiro","fronteira","sair","testar","negativar","viagem","partir","lisboa","emissão","acrescentar"
"14","estrangeiro","país","visita","jogar","provar","público","atividades","comunicar","julho","realizar","verão","festival","evento","jogo","decisão","evento","adepto","regressar","masculino","tornear","campeões","anunciar","aula","escola","cruz","tribunal","ministrar","garantir","godinho","popular","guardian","assistir","acompanhante","pedrar","twitter","biden","norteamericano","unido","chamado","coronavírus","quantum","riscar","falta","sobrar","plano","maio","johnson","testar","ghebreyesus","sarscov","estirpe","inglãªs","fase","anticorpo","países","mundial","poderá","dez","britânico","nova","laboratório","vírus","anticorpo","conseguir","mundial","viajar","viajar","britânico","hancock","britânicos","testar","passageiro","portugal","união","lista","analisado","lista","reinar","transmissão","surto","espalhar","lista","além","estimar","oito","semana","chinar","viagem","turista","munique","portavoz","serviços","unir","partilhar","segundafeira","todo","adhanom"
"15","coronavírus","diagnóstico","acesso","desfilar","fechado","equipamento","espaços","concelho","câmara","cortar","adiamento","federação","restaurante","federação","parque","festival","evento","claque","divisão","inicialmente","agostar","regressar","executivo","possível","medido","fronteirar","integrado","mediante","ilhar","onu","banco","capital","diplomar","contra","negativar","oxigénio","of","estado","administração","especialista","médica","superior","especialista","pã´r","ouça","junta","portugal","circular","durante","países","nova","europeu","sulafricana","sarscov","origem","inglaterra","detetada","mutação","positivar","identificar","áfrica","áfrica","infeção","identificado","anvisa","aeroporto","japão","olímpicos","portugal","governar","certificar","indiano","pcr","viagem","espanha","reinar","vacinado","crianças","levar","mostrar","vacinado","proteção","atingir","afp","agostar","realizado","levar","abusar","vacinado","movimentar","tentar","perder","sobretudo","medido","perder","forã§ar","adiantar"
"16","morte","surgir","medido","emilia","agendado","distrito","campeonato","cancelamento","distrital","edição","cinema","uefa","loja","jardim","edição","league","calendário","federação","suspensão","setembro","anunciar","equipar","saúde","responsável","laboratório","responsável","contactar","siza","orientações","branco","programar","regra","lockdown","con","campanha","debater","positivar","internacional","especialista","quarentenar","república","declarações","pontar","investigador","acesso","recusar","inglaterra","britânico","tedros","diferente","aumentar","prevenção","clínicos","laboratório","mutação","sul","sarscov","gravar","vermelhar","sintoma","células","possibilidade","acreditar","pobre","reinar","áfrica","olímpicos","destinar","indiano","britânica","ministrar","testar","jorge","vigor","frança","partir","verão","ilha","jornal","contágio","galar","além","delta","excluir","lisboa","fonte","sextafeira","vermelhar","casar","exigir","insistir","variante","totalmente","viajante","confinamento","fauci","administrativo"
"17","propagação","universidade","divulgar","turim","futebol","teatro","distrito","livrar","município","decidir","adiar","datar","lotação","anunciar","etapa","premier","estádios","famalicão","fase","portar","inicialmente","fpf","considerar","decisão","grupar","dever","conselho","forte","assinalar","migrante","nacional","reuniões","grávidas","conselho","vicepresidente","bem","in","semana","hoje","abril","medida","comunidade","preocupar","rt","sindicato","setembro","restrições","detetada","inglaterra","passageiro","especialista","controlar","cooperação","johnson","investigador","resultado","guardian","gomar","estirpe","ecdc","mutações","estudar","viagem","britânico","testar","internacional","testar","partir","inglaterra","retirar","ir","negativar","ricardo","entrar","quarentenar","quarentenar","bar","especialista","julho","africano","podar","resultar","mutações","mundo","países","méxico","casar","realizar","contar","trabalhador","variante","desenvolver","eua","cercar","turismo","norteamericanos","admitir"
"18","unido","oficial","estrangeirar","feirar","desportivo","concelho","encerrar","espetáculo","prova","adiado","évora","regressar","festival","limitar","bar","cidade","equipar","rali","espanhol","antónio","castelo","julho","colega","cercar","familiar","contactar","coordenador","decidir","relatório","social","podar","julho","trabalhador","sánchez","máscara","estado","unido","comício","testar","conselheiro","conferência","antónio","presencial","transmissibilidade","reuters","ministério","entrar","identificar","primeiro","contagioso","mutações","investigador","outubro","dado","organização","unido","internacional","rt","confirmar","pcr","especialista","transmissão","portugal","circulação","equipamento","país","sindicato","índia","terceiro","negócios","negativar","verão","dominante","cumprir","verão","férias","austrália","alemanha","adse","britânico","totalmente","países","secreto","quase","paulo","após","concluir","lisboa","aéreas","restrições","possível","positivar","permitir","maioria","bolsa","fronteira","adoção"
"19","medida","datar","agência","realizar","portar","comunicar","museu","ligar","disney","evento","câmara","mundo","limitar","equipa","espanhol","parque","atividades","cumprir","abertura","ir","parir","uefa","abrigar","militar","realização","norte","linha","indiano","comunidade","governador","parque","trabalhar","retomar","confinamento","desejar","campanha","estado","cnn","vermelhar","hungria","comunidade","agora","exemplo","especialista","especialista","coordenador","londres","áfrica","países","mutações","propagação","resultado","cancro","jorge","oms","clínicos","obesidade","testar","médico","preocupação","covid","maioria","conseguir","ambientar","combater","combater","realização","ir","mutação","the","governar","britânico","índia","cidadãos","entrar","viagem","haverá","liberdade","vacinado","lar","decretar","reinar","áfrica","austrália","comunitária","autoridade","detetado","anunciar","novembro","the","esclarecer","maioria","apoiar","passageiro","trabalhar","dezena","adquirir"
"20","ler","estrangeiro","pequim","portar","abril","encerrar","teatro","decidir","adiado","federação","portar","reabrir","comité","adiado","jogar","realização","federação","respeitar","evento","regressar","clube","domingo","cp","online","médicas","outubro","pã´r","vieira","portuguãªs","vendar","to","considerado","dizer","aceder","americano","eua","will","prémio","previsões","números","austrália","infarmed","ajudar","partir","comunicação","britânica","britânico","novo","primeiroministro","europeu","estudar","mundial","acelerar","apesar","laboratório","insa","sofrer","pouco","aparecimento","britânica","britânico","cientista","especialista","desenvolver","organização","oms","mercar","londres","dever","retirado","viagem","índia","países","determinar","união","governar","images","sul","reinar","países","comunidade","alemanha","riscar","onde","qualquer","registado","início","local","reabrir","precisar","assegurar","ser","profissional","fazer","baseado","confinamento","aérea"
"21","centrar","habitante","notícias","criança","italiano","cancelar","cancelar","evento","setembro","arte","datar","jogador","verão","livrar","reabrir","dgs","protocolo","jogar","divulgar","tardar","adiado","convidado","republicano","frota","cercar","partido","interior","diplomar","altura","portugal","amigo","efeito","central","exército","president","cnn","walter","seguir","barroso","ine","tóquio","distância","escola","dezembro","outubro","primaverar","vindo","sarscov","organização","novo","brasil","áfrica","universidade","países","excesso","bori","pesar","positivar","negativar","estratégia","coronavírus","inglaterra","mostrar","altura","internacional","entrar","atleta","matt","vírus","estrangeiro","viajar","união","entrado","insa","alemanha","suficiente","foto","nova","sob","províncias","continuar","formar","reduzir","base","notícias","cada","balanço","novo","contra","decretar","disponíveis","pessoa","investigação","segundafeira","totalmente","cartão","aéreas"
"22","agência","propagação","doença","semana","equipa","atendimento","castelo","lisboa","marcado","ligar","cortar","dever","final","municipal","jornada","fase","edição","dgs","feminino","jornada","edição","clube","agregar","sanitário","the","crítica","registar","economia","pequim","bento","isabel","necessário","direito","mobilidade","mike","vicepresidente","new","outubro","físicas","pontar","olímpicos","crise","usar","onda","usar","fauci","instituto","deteção","crise","cientista","novo","mutações","impactar","ricardo","outro","manaus","instituto","caso","países","sul","profilático","twitter","têm","internacional","desenvolver","portugal","reserva","notícia","japão","viajar","fronteira","riscar","madeirar","britânicos","cidadãos","ir","dominante","turismo","estar","pandemia","estar","resultado","continuar","hong","conta","índia","índia","coordenação","visitante","testar","the","organismo","irão","surtir","ponto","fila","aeronave"
"23","contra","surtir","evitar","maio","comunicar","espaços","cultural","agendado","temporada","desportivo","setembro","clube","espaços","segundafeira","temporada","madrid","inglãªs","ajuntamento","treinar","disputado","prever","câmara","príncipe","avisar","exame","decretar","diretor","funcionamento","adotadas","jamaica","refugiado","período","responsável","restritivo","recovery","joe","this","reduzido","falhar","controlar","competição","medida","suspensão","alto","argentino","remdesivir","nacional","estrangeiro","estudar","britânico","mundial","quarentenar","eficaz","especialista","responsável","conferência","oms","supermercado","base","acima","inglaterra","checar","representar","podar","brasil","testar","responsável","britânicos","realização","preocupação","recuar","ursula","viagem","índia","partir","entrar","alertar","viajar","quarentenar","local","infetado","guardian","incluir","kong","portugal","pandemia","desde","pcr","biden","serviços","restante","who","prolongado","negócios","baixar","dosar","aeroporto"
"24","detetado","formar","controlar","moda","cancelamento","março","cinema","parque","setúbal","teatro","suspenso","organização","abrir","fechado","jogo","ave","league","dragões","portar","masculino","equipar","realizar","início","universidade","medida","nestas","comandar","regime","operador","tóquio","díaz","companhia","excecionais","vão","madrid","walter","york","vermelhar","taxar","vermelhar","demorar","quantum","incidência","crianças","ciclo","sol","jorge","gomar","inglãªs","ecdc","detetada","portugal","inglaterra","contra","saúde","alemanha","gravar","inglãªs","caso","destino","eslovénia","humano","áfrica","espanhol","ajudar","fazer","lista","vírus","transmissão","índia","turista","decisão","escócia","proveniente","regressar","digital","ue","regressar","províncias","confinamento","próximos","poderá","emitir","direta","precisar","desde","hotel","lista","balir","incluir","chegar","biden","assim","turismo","viagem","ação","afetadas"
"25","segundar","partir","fevereiro","zona","dever","futebol","decidir","civil","edição","fpf","jogador","atletismo","agostar","maratona","restaurante","edição","premier","ir","breve","retomado","sociedade","saúde","países","policial","agostar","circulação","timorleste","papar","ramo","rápido","ano","deslocar","rt","ministrar","coronavírus","and","tested","falhar","população","casar","população","fazer","apelar","porque","junho","tomar","ligações","descoberto","investigação","semelhante","doenças","melhor","johnson","grupar","sarscov","sofrer","vez","manaus","controlar","mostrar","vagar","largar","afirmar","voo","surtir","inglaterra","realizar","identificado","junho","destino","países","causar","negativar","pcr","britânico","lugar","julho","quarentenar","prevenção","incluir","daquele","milhões","rever","galar","realizar","afp","realização","governar","população","resultado","próxima","sextafeira","vários","estratégia","mantém","destacar","afetados"
"26","comunicar","acabar","todo","efe","campeonato","pavilhões","competições","campeonato","época","câmara","realizar","treino","prever","marcado","provar","cultural","plantel","junho","dever","completar","francês","testar","johnson","técnicos","controlar","período","atualmente","funções","terrestre","justificar","período","from","news","segundafeira","this","casar","vídeo","this","cercar","favorável","descrever","especialista","pública","procedimento","projeto","gravar","áfrica","instituto","investigador","irlanda","estimar","certificado","podar","resultado","obter","reabertura","preocupante","argumentar","cancelar","fábrica","brasil","viagem","vacinado","cumprimentar","europeu","detetada","segurar","japonãªs","antar","sky","britânica","leyen","união","pedir","vacinado","poderão","detetados","crescente","local","riscar","local","viajante","motivo","mundial","associado","excluir","sábado","quarentenar","chinar","testagem","entrever","confirmar","nhs","vacina","trabalhador","cidadãos","afirmar"
"27","domingo","wuhan","terçafeira","seis","sxsw","suspender","datar","adiamento","dever","cultura","rastreamento","verão","julho","adiamento","maio","primeiro","reabrir","competição","quintafeira","paragem","fernando","próximo","carreira","turísticos","infeção","oms","unidade","juventude","nadar","diretos","frisar","possíveis","defender","espanha","casar","unido","fazer","infetado","dia","taxar","sugerir","mostrar","teletrabalho","horário","daqui","sintoma","proveniente","negativar","regressar","fundação","crescimento","medida","conferência","gravar","holanda","the","excesso","britânica","comércio","ben","transmissão","argentino","maioria","grau","considerar","manaus","vírus","als","ministrar","bori","alpha","ser","riscar","turista","junho","cidadãos","ter","podar","células","surgir","jornal","australiano","par","números","estado","matar","conferência","outubro","oficialmente","março","travar","atividade","vírus","sns","bolsar","cdc","afp"
"28","dezembro","quarentenar","jinping","civil","participante","competições","comunicar","cultura","mundial","libra","universidade","cancelamento","organizador","poderão","equipa","marítimo","cultural","fc","equipar","outubro","julho","cancelar","agostar","serológicos","dizer","coronavírus","realizado","proteção","dedicar","orientações","deputado","suficiente","base","âmbito","debater","reed","voltar","cercar","emitir","programado","hotel","perceber","ponto","inspetores","educador","preocupação","militar","primeiro","entrado","controlar","britânica","vacinar","especialista","bori","tornar","coronavírus","injeção","augusto","contagioso","baixo","olhar","alertar","responsável","fórmula","enquanto","partir","médicos","aumentar","detetada","augusto","santo","correr","associado","passageiro","britânicos","the","francês","domingo","despesa","responsável","cidade","bruxelas","medido","morrer","três","dezembro","delta","pandemia","viajante","agostar","partir","cumprir","contactar","recuar","rápida","partilhado","áfrica"
"29","quarentenar","cidade","segurança","escolar","jogar","castelo","leiria","vila","aberto","congresso","celebrações","mundial","federação","ir","festival","equipar","jogar","madureira","mês","suspenso","dever","consequências","candidatar","mercado","mãªs","envolver","cuidado","respiratória","permitirá","descer","escócia","chave","madrid","defeso","in","mike","negativar","setembro","new","mear","imunitário","semelhante","conferência","anvisa","privada","caber","território","entrar","sarscov","infeccioso","espalhar","podar","sul","investigador","apesar","seis","manaus","existir","pcr","especialmente","jornal","coronavírus","pcr","espaço","milhões","vacina","identificado","hancock","testar","rapidamente","errar","recuperar","insa","completar","francês","portugal","governar","frança","nhs","medida","ensaio","iraniano","considerar","superior","infeções","lista","brasil","brasil","fonte","partir","serviços","imunidade","diretor","direito","negociar","vez","agência"
"30","sobrar","oriundo","unido","precaução","realizar","turismo","encerramento","festival","parque","lisboa","festival","época","fase","final","agostar","barcelona","campeonato","rondar","destacar","diários","cancelado","agostar","angolano","esperança","sempre","europeu","bragança","embaixador","défice","madrid","digital","venda","modo","empréstimos","of","pã©ni","antar","números","programado","testar","menos","mundial","explicar","sinovac","discursar","suécia","sul","país","quintafeira","japão","plasmar","cientista","prevenção","organização","brasileiro","dois","medida","controlar","nova","países","sul","análise","identificado","têm","anunciar","considerar","noticiar","preocupação","jogo","companhia","indiano","alpha","britânico","dentro","itália","regiões","quartar","testar","riscar","controlar","zona","máximo","brasil","cada","após","oms","realizar","infetado","rússia","querer","quantum","internacional","detetado","ter","mudanças","coordenador","agências"
"31","epidemiar","irá","evento","suspenso","fashion","espetáculos","jogo","competições","espetáculos","organismo","contacto","europa","época","festival","campeonato","campismo","anunciar","portuguãªs","internet","bar","motocrosse","assistir","janeiro","aula","ministro","ter","adjunto","operações","microempresa","portuguãªs","twitter","cgtp","bce","reunião","melhora","ir","have","saber","famalicão","fazer","canal","algarve","público","preocupar","portal","pública","negativar","casar","restrições","fevereiro","riscar","inglaterra","usar","estudar","pronto","restrições","crianças","enaltecer","novo","vagar","partir","escrever","controlar","anticorpo","recente","brasileiro","vincar","incluir","nacionalidade","psd","inglaterra","passado","presentar","nepal","exigir","dever","identificado","europa","turista","idoso","destas","propor","sky","coronavac","base","brasil","estado","decretar","unir","realizar","permitir","usar","viajante","cumprir","maior","reunir","agora"
"32","médico","dezembro","propagação","noite","maio","anunciar","adiado","promotor","lisboa","dever","diretor","julho","livrar","desporto","casamento","associação","apa","espanha","matosinhos","portuguãªs","lamentar","campeonato","testar","tribunal","saúde","estatal","vários","médica","olfato","direito","september","cunhar","combater","obrigar","espanhol","in","that","negativar","pandémica","mundial","setembro","of","abertura","aluno","fatalidade","freguesia","entrado","anunciar","enfrentar","amostra","restrições","preocupante","decidir","mundial","ricardo","perceber","pandémica","espanha","paulo","estado","internacional","rápida","realizar","sulafricana","vacina","ficar","progresso","entrado","olímpicos","turismo","dizer","datar","alemã","entrado","pcr","britânicos","inglãªs","escritórios","podar","alto","após","galar","desenvolver","levar","empresar","delta","após","informar","ter","mês","britânico","organização","fronteira","trabalhar","terrestre","futurar","agricultura"
"33","entrado","jinping","aparecer","escola","organização","feira","lisboa","anunciar","abril","agendado","edição","calendário","atividade","desportivo","partir","jogar","julho","regra","espetáculo","digital","passagem","estágios","itália","anunciar","comité","giuseppe","proteção","redar","identificar","paulo","the","estrelar","circunstâncias","september","will","informações","conley","menos","prémio","medicinar","aparecer","universitário","empenhar","crescimento","tender","definido","proibir","coronavírus","conferência","entrado","testar","global","células","insa","britânica","organização","doença","logo","europeu","gráfico","ser","dizer","certificar","facilitar","áfrica","avança","voo","levar","baptista","testar","turismo","jornal","destino","silvar","anunciar","argentino","recuar","york","regiões","infetados","transmissão","autotestes","informações","novo","matar","diagnosticado","declarar","tipo","exigir","tender","precisar","cidadãos","joe","totalmente","internacional","biden","aguardar"
