"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"11","quarentenar","saúde","equipar","portugal","recomendar","sns","enfermeiro","enfermeiro","usar","profissional","hospital","sales","sales","antónio","antónio","testar","marta","fazer","sobrar","lisboa","norte","medina","freguesia","graça","região","municípios","surto","quatro","entrever","evento","questionado","antónio","temer","médicos","dizer","centro","temer","doente","sns","hospital","hospitalar","hospitalar","internado","fase","desafiar","sistema","doente","joão","covid","hospitalar","ambulâncias","cuidado","ocupação","luzir","cama","luso","enfermar","hospitalar","garcia","cama","cama","uci","grupo","total","uci","relação","subir","número","ligeiramente","festival","enfermar","total","portuguãªs","cama","aumentar","hospitalar","pessoa","enfermar","uci","efetividade","aumentar","pressão","habitante","registar","hora","baixar","descer","últimos","últimos","ontem","tender","menos","hospital","anterior","enfermar","desde","acordar"
"12","nenhum","fazer","isolamento","afetadas","graça","lidar","ventilador","ordem","proteção","médicos","equipamento","mental","doente","dgs","sns","diretorageral","diretorageral","sales","testar","sales","ministrar","reconhecer","números","região","alentejo","freitas","maior","saúde","idoso","bastonário","grupo","sousa","existir","planar","temer","surto","graça","médicos","hospital","dizer","temer","sns","hospital","cama","temer","ministrar","centrar","centrar","centrar","urgência","uci","santo","uci","alemã","equipar","covid","internamento","atividade","último","médicos","palestiniano","hospitalar","uci","boletim","aumentar","boa","mortalidade","cinema","propor","primaverar","diretor","cuomo","relatório","atingir","portuguãªs","ocupação","internamento","hospitalar","total","covid","enquanto","embora","unidade","últimos","registar","morte","últimos","cuidado","subido","registar","doente","boletim","hora","número","terçafeira","hospital","acreditar"
"13","hospital","têm","voluntária","marta","riscar","psicólogos","dgs","farmácias","tratamento","utilização","médicos","população","públicos","marta","doença","dizer","foco","secretário","caso","testar","desconfinamento","têm","norte","valar","sns","alentejo","bom","jorge","esperar","dizer","solidariedade","enfermeiro","costa","geral","idoso","ars","ninguém","algum","secretário","médicos","capacidade","respostar","ministrar","hospital","uci","unidade","unidade","saúde","vacinação","internamento","santo","internado","equipar","amadorasintra","uci","janeiro","universitário","meta","combater","cabra","facebook","gravar","boletim","uls","unidade","abaixar","número","lado","frança","hospitalizado","maio","enfermar","unidade","alertar","surtir","março","março","pressão","investigador","ontem","desde","descer","total","espanhol","últimas","menos","média","caso","sete","unir","hora","baixar","cada","hora","subido","dia","acrescentar"
"14","afirmar","valente","tanto","direçãogeral","proteção","riscar","riscar","sintoma","entregar","ordem","profissional","profissional","sns","utilização","sobrar","lacerda","surto","testar","dgs","lacerda","hospital","respostar","valar","autarca","neste","valar","bastonário","surto","temer","dgs","marcelo","faltar","primeiroministro","saúde","afirmar","afirmar","sobrar","momento","freitas","sobrar","respostar","ecmo","uci","ministrar","considerar","intensivo","portuguãªs","lisboa","lisboa","capacidade","internamento","ambulâncias","amadorasintra","receber","pressão","internado","agência","madrid","batalhar","hospitalar","inquirido","porém","número","testar","utente","consecutivo","hospitalar","cincar","descer","anterior","anterior","encerramento","abril","norte","cursar","número","face","aumentar","sintoma","internamento","hospitalizado","hospitalizado","número","menos","caso","descer","intensivo","ativos","espanha","internado","últimos","tender","anterior","internamento","total","madrid","adhanom"
"15","isolamento","acrescentar","dgs","ativa","apoiar","guimarães","ajudar","faltar","testar","centrar","utilização","médicos","individual","usar","população","temer","médicos","testagem","construção","região","freitas","capacidade","marta","tejo","gripar","metropolitano","faltar","dgs","aqui","ministrar","conhecer","dentro","instituições","responder","fazer","ainda","capacidade","dizer","graça","diretorageral","preparar","limitar","respostar","mil","centro","têm","forças","observador","transferido","marta","maria","maria","garcia","ocupação","pavilhão","equipar","retomar","alto","orta","voo","médicos","momento","tendência","guardar","pesar","redução","sintoma","extremar","menos","aumentar","elevar","perante","chegar","aumentar","ocupado","fonte","atual","ocupado","cama","paciente","baixar","última","índia","infeções","média","hora","morrer","hora","face","intensivo","total","hora","covid","espanha","subir","moçambique","adiantar"
"16","permitir","hospital","quarentenar","tossir","diabete","contactar","militar","freitas","sns","marta","sns","diretorageral","hospital","ricardo","testar","secretário","secretário","riscar","têm","bairro","lar","doente","algum","fernando","profissional","atenção","carreira","dia","ainda","expressar","primeiroministro","vão","reguengo","outonoinverno","ministrar","têm","diretorageral","sns","fazer","sousa","internamento","joão","capacidade","diretorageral","pessoal","capacidade","universitário","vacinar","médicos","faltar","covid","intensivo","orta","uci","antónio","iniciar","viajante","mear","médicas","demissão","gravar","dívida","carla","reduzir","mãªs","aumentar","total","estável","assistir","italiano","levar","longo","hospitalar","urgência","ultrapassado","evolução","pressão","maputo","chile","caso","domingo","média","uci","julho","espanha","anterior","internado","reinar","menos","subir","dar","últimas","unidade","últimas","caso","cama","administrativo"
"17","riscar","isolamento","politécnico","informação","cop","sindicato","hospitalar","hospital","máscara","freitas","diretorageral","serológicos","profissional","doença","cuidado","sns","lacerda","questionado","cuidado","surtir","costa","terreno","ministrar","assumir","área","presencial","antónio","rádio","ler","pedir","trabalhar","freitas","trabalhar","conferência","fase","algum","ministrar","lopes","necessidade","privado","saúde","enfermar","limitar","francisco","semana","centro","cuidado","administrado","serviço","saúde","internado","lisboa","ajudar","medicinar","invasivo","retomar","venezuela","número","recurso","convergência","sob","bombeiro","baltazar","relembrar","ocupação","relacionado","balanço","aumentar","sintoma","ontem","indicador","hospitalar","pessoa","abril","véspera","três","efeito","março","entanto","face","uci","covid","dia","cama","sete","média","setembro","diária","caso","unidade","domingo","ocupado","contágios","subido","aumentar","nestas","admitir"
"18","ministrar","doença","sintoma","riscar","fase","agudo","hospital","norma","freitas","doente","ventilador","máscara","máscara","secretário","estudar","consulta","caso","dizer","intensivo","questionado","relativamente","existir","dgs","equipa","freguesia","rt","sentir","ser","chegar","polémica","sousa","rodrigar","afirmar","existir","algarve","problema","necessidade","intensivo","taxar","profissional","sobrar","unidade","atingir","madrid","enfermeiro","serviços","responsável","planar","enfermar","lisboa","lisboa","transferir","ambulâncias","lisboa","internamento","médicos","vosso","após","dezembro","alemães","surgir","ocupado","abaixar","ano","número","pessoa","fazer","usado","ano","impactar","frança","hospital","número","número","encontrar","taxar","maputo","hospitalizações","menos","dizer","continuar","frança","ocupação","internamento","anterior","valor","cuidado","terçafeira","tender","cada","infeções","hospital","doença","acompanhar","número","anterior","adoção"
"19","contactar","portuguãªs","ministrar","sns","situações","sintoma","idoso","ventilador","riscar","hospital","individual","enfermeiro","cuidado","explicar","enfermeiro","equipamento","questionado","sobrar","hospital","intensivo","amador","situação","informação","problema","invernar","paula","onde","lacerda","documento","guimarães","conhecimento","continuar","godinho","diferente","saber","sublinhar","contacto","sales","centro","precisar","garantir","graça","vaga","coordenador","vacinação","indicar","armada","dosar","pressão","respostar","urgência","centrar","receber","militar","enfermeiro","capacidade","centrar","enfermar","costa","empregar","investigador","menos","cama","dia","pessoa","boletim","últimas","após","anterior","agora","utente","precisar","coreia","vagar","acontecer","assim","junho","último","oxford","menos","jogo","pessoa","encontrar","hospital","pessoa","junho","infeções","unidade","desde","doença","unidade","contágios","tender","covid","baixo","sair","adquirir"
"20","rastrear","explicar","instituto","cenário","geral","individual","cuidado","medicamento","hospital","testar","enfermeiro","temer","fazer","equipamento","crianças","cuidado","transmissão","transmissão","sns","valar","lourar","sintra","temer","ainda","diogo","algarve","mourar","máscaras","sales","profissional","rebelar","afirmar","mendes","afirmar","intervenção","necessário","reforço","serra","responder","pressão","diretorageral","internamento","sns","humano","fase","reforço","querer","arrancar","fonte","oxigénio","oxigénio","capacidade","capacidade","portar","enfermar","atividade","luso","fernando","vez","relatório","resiliência","teletrabalho","baixar","número","secretário","subir","cama","covid","ontem","boletim","ocupado","maio","estirpe","medicinar","hospital","região","alterações","efeito","pessoa","especialista","ocupação","ocupação","subir","números","dar","doente","dgs","menos","outubro","período","cada","espanha","segundafeira","neste","anterior","embaixada","aérea"
"21","sintoma","ver","trabalhar","social","ordem","recomendar","disponibilizar","lar","ordem","entregar","sobrar","consulta","critérios","riscar","profissional","infetados","testar","referir","diretorageral","porque","doente","equipa","freitas","medida","cruz","região","guimarães","capacidade","médicos","lembrar","sales","ainda","recurso","marta","vez","consulta","familiar","marta","lacerda","fazer","marta","temer","enfermeiro","planar","capacidade","querer","médico","manhã","observador","cuidado","universitário","urgências","urgência","universitário","luso","respostar","tratar","retomar","enfermar","precisar","hospitalar","aumentar","enfermar","descer","cabo","instalações","ativos","sintoma","nepal","frança","menos","diretor","recluso","nelson","nesse","indicador","julho","covid","ultrapassar","investimento","pessoa","diária","agora","baixar","baixar","total","registado","unir","pessoa","pessoa","portugal","comparar","período","sete","desde","casal","aéreas"
"22","podar","coisa","criar","área","marta","transmissão","animal","dgs","graça","individual","população","testar","proteção","viseira","marta","serviço","dizer","trabalhar","porque","dizer","marta","trabalhar","consulta","lourar","equipamento","lourar","números","situação","fazer","monsaraz","lacerda","ministrar","sns","meio","ser","referir","riscar","nacional","ordem","curvar","uci","lembrar","precisar","continuado","forças","número","planar","santo","tejo","urgente","pediatria","transferência","respostar","profissional","ajudar","abrigar","número","meter","uci","lado","uci","contacto","decrescente","paciente","oxigénio","encontrado","enfermar","ativos","enfermar","crise","ordem","ficar","esperar","surtir","processo","respostar","total","relatório","especialista","ocupado","últimas","querer","face","caso","tender","sete","baixar","ontem","setembro","habitante","últimas","pessoa","caso","dar","tender","domingo","aeronave"
"23","ainda","pulido","saber","tranquilidade","respostar","chamada","bombeiro","riscar","faltar","máscara","podar","capacidade","riscar","porque","sintoma","contactar","porque","sentir","dizer","ainda","sns","hospital","sales","pontar","calamidade","anticorpo","cada","passado","segurança","vídeo","marta","bloco","necessidade","trabalhar","norte","outro","saber","profissional","internamento","atrasar","dizer","chl","internamento","task","médicos","consulta","central","antónio","administração","requisição","ocupação","urgência","paciente","ajudar","equipa","enfermar","covid","chuc","ocupado","número","menos","dgs","falar","leiria","disponibilizado","uci","anthony","bolton","uci","lado","continuar","boletim","valor","dia","consulta","internamento","aumentar","capacidade","após","alpha","declarar","subido","hora","pessoa","julho","boletim","desde","cama","infeções","aumentar","hospital","cama","total","ocupado","dia","consecutivo","aeroporto"
"24","conferência","nenhum","acrescentar","saber","nacional","nacional","ibuprofeno","graça","infeção","temer","material","proteção","dgs","temer","dizer","antónio","sns","foco","sales","doente","estação","ofertar","sns","regional","ativos","medida","algarve","decisão","social","jornalista","sublinhar","aula","fazer","faltar","sublinhar","vir","podar","surto","sobrar","saúde","fazer","atividade","medicinar","insuficiência","sofrer","vários","família","contra","urgência","temer","estruturar","observador","área","internado","luxemburgo","cirurgia","presidente","dar","primeiroministro","envolver","pressão","japão","aumentar","máximo","islândia","sintoma","fauci","espetáculos","prioridade","respiratória","rever","anterior","investigador","cercar","sempre","contingência","nunca","andreia","mês","pressão","ocupado","evento","boletim","dar","unidade","dgs","relativamente","infeções","vigilância","ativos","verificar","covid","desde","hospitalar","visitar","boletim","afetadas"
"25","vírus","melhor","testado","itália","unidade","dgs","dever","usar","associação","graça","luva","mãos","sobrar","fazer","ser","vírus","sobrar","cama","outro","espinhar","cama","concelho","algarve","sales","nível","sintra","ruir","maior","marcelo","considerar","capacidade","temer","respostar","sns","valar","ninguém","especialista","rebelar","medida","sales","precisar","freitas","férias","patologia","verificar","sobrar","portar","universitário","santo","pressão","sns","pressão","sistema","alemães","almada","cenário","morrer","permitir","escrever","hospitalizações","tender","físico","momento","atingir","menos","avançou","nestas","total","presença","adiar","avança","conhecer","tender","enfermar","contágios","crescer","república","velho","material","cama","hospitalizações","baixar","hospitalar","reinar","hospital","internamento","total","registar","média","caso","desde","unidade","cama","pessoa","ontem","subir","afetados"
"26","saber","período","pulido","febre","ativa","miguel","norma","guimarães","sintoma","oferecer","cirúrgicas","marta","vacinar","responder","criança","sintoma","sempre","estratégia","testagem","circunscrever","têm","lourar","problema","reforço","explicar","reunião","possibilidade","através","alentejo","lado","pontar","auxiliar","fátima","ir","ir","secretário","privado","podar","têm","achatar","entrever","tratamento","fase","internamento","quatro","contactar","ruir","portar","fase","covid","transferir","receber","maria","uls","terapia","centrar","receber","hoje","solidariedade","público","macron","natação","hospitalizado","covid","causar","ontem","oito","esplanada","testagem","enfermar","maior","mobilidade","janeiro","pereira","março","tendência","maio","gravar","abril","el","pressão","hospital","subido","boletim","infeções","semana","cincar","sextafeira","estimar","reinar","nova","infeções","últimas","paciente","uci","internamento","afirmar"
"27","ter","portugal","mostrar","sobrar","médico","advogado","gnr","associação","temer","sns","testar","individual","capacidade","saber","serviço","ordem","diferente","doente","falar","transmissão","temer","profissional","respostar","públicos","decisões","sns","ser","república","estrutura","privado","tipo","marta","lacerda","diretorageral","audição","portugal","unidade","combater","acontecer","marcelo","ministrar","ministério","boletim","momento","todo","questionado","nacional","ordem","capacidade","privar","urgências","serviço","lisboa","guardar","hgo","distrito","baixar","presidente","almada","dão","eficaz","pública","tender","secretário","país","descer","covid","equipar","reuters","precedente","situação","nestas","vermelhar","suspeito","fevereiro","planar","lembrar","vacinado","começam","dosar","surtir","encontrar","ua","descer","espanhol","face","tender","pessoa","reinar","vigilância","boletim","dgs","domingo","véspera","relação","repatriamento","afp"
"28","temer","preparar","nenhum","preparado","mãos","associação","medicamento","infarmed","sams","universitário","mãos","dgs","lacerda","melhor","estar","dgs","azambuja","lacerda","questionado","medicinar","secretário","fernando","plataforma","situação","sintra","diretorageral","tempo","reuniões","rádio","conversar","diretorageral","fazer","intervenção","podar","clínica","fase","equipa","trabalhar","respostar","uci","pandémica","serviços","esforço","sns","contacto","coreia","primeiro","administração","medicinar","contingência","marta","sobrecarga","contingência","covid","receber","taxar","respostar","últimos","principal","bombeiro","próximas","suspeitar","paciente","abaixar","março","dia","agora","tratamento","números","hospitalizações","aumentar","acentuar","gabinete","ligado","verificar","luso","fonte","comparar","ocupado","medicamento","junho","espanha","morte","média","cama","morrer","subido","outubro","total","boletim","ativos","setembro","acumulado","desde","portuguãªs","haver","áfrica"
"29","acrescentar","garantir","taxa","situação","meio","evitar","medicinar","apelar","diabete","milhões","sales","quinino","médicos","proteção","clínico","diretora","profissional","situação","pessoa","condições","saúde","cama","capacidade","deputar","condições","graça","última","respostar","ana","entidade","fundamental","notar","tudo","tipo","vários","utilização","afirmar","existir","profissional","urgente","tempo","dgs","responder","temer","assunto","gripar","face","sns","respostar","observador","pressão","paciente","almada","conferência","centrar","paciente","profissional","indicador","máscara","acontecer","tratamento","nessa","tempo","atividade","próprio","contexto","várias","anterior","ligeiro","dgs","total","uci","urgências","imunidade","desta","gravar","capacidade","regime","nestas","impactar","hospitalar","quartafeira","pressão","mostrar","total","registado","novo","corresponder","oficial","desde","reportar","face","infeções","momento","tanto","ontem","agência"
"30","informação","poder","têm","portuguãªs","reforçar","delegado","doenças","stock","mil","combater","hospitalar","grávidas","alertar","individual","cirurgia","respostar","ministrar","comportamento","área","referir","nível","pressão","adiantar","calamidade","dgs","falar","melhor","diplomar","riscar","sublinhar","sempre","precisar","antónio","formar","região","coisa","respostar","marcelo","privar","marta","dentro","marta","saber","capacidade","gravar","além","assumir","prioritários","ordem","tejo","profissional","portar","transferido","ir","registar","ocupação","madurar","notícias","pandemia","janeiro","hospitalizado","fevereiro","mostrar","recordar","relação","professor","redução","hospitalar","morte","setembro","gravar","ocupado","monitorização","cincar","seis","sempre","valor","serviços","pressão","jornal","espanha","sarscov","infetadas","valor","reinar","últimos","pessoa","vigilância","espanhol","contágios","face","total","doente","necessário","julho","avião","agências"
"31","ser","chegar","escalar","atentar","portuguãªs","unidade","doença","ajudar","têm","região","máscara","material","produção","ser","menino","referir","seixal","amador","formar","trabalhar","aml","médicos","lacerda","ministrar","últimos","riscar","crianças","marcelo","lacerda","sim","temer","fundamental","podar","poderá","melhor","significar","medida","clínica","sales","garantir","podar","cirurgia","serviço","pessoa","avaliação","sofrer","internamento","maria","associação","garcia","temer","armada","joão","alemanha","urgências","setúbal","acompanhamento","administração","desafio","tirar","afp","administração","total","datar","guardian","diretor","diminuir","dúvidas","apesar","encontrar","atingir","subir","uci","anterior","atingir","datar","económica","jovem","hospitalizações","desde","julho","total","riscar","sextafeira","madrid","pessoa","diária","dar","tuberculose","face","hospitalizado","desde","diagnosticado","desenvolvimento","setembro","nunes","agora"
"32","condições","estar","equipa","doença","direção","junta","associação","infeção","gravidez","reforçar","ordem","sobrar","antónio","questionado","hospital","importante","hospitalar","existir","secretário","ministrar","sobrar","algum","surto","precisar","trabalhar","valor","proteção","tomar","trabalhar","sales","apresentação","secretária","garantir","têm","tejo","economia","condições","reforço","cenário","temer","joão","covid","melhor","discursar","diretorageral","médicos","atingir","aqui","vacinado","conseguir","portuguãªs","administração","encaminhado","apoiar","secretário","números","chulc","baixar","equipar","gravar","investigação","colocar","jovem","dez","passageiro","total","descer","dispositivo","espaços","haver","chamado","terçafeira","ocupado","significativo","manuel","revelar","hospitalar","atual","número","confirmar","paciente","terçafeira","desta","precisar","contágios","voltar","reinar","cada","registar","dgs","espanha","semana","pessoa","beja","maioria","hotel","agricultura"
