k,start,end
13,2021-01-23,2021-01-29
14,2020-02-08,2020-02-14
14,2020-02-22,2020-02-28
14,2020-03-14,2020-03-20
14,2020-09-13,2020-09-18
14,2020-12-12,2020-12-18
14,2021-01-23,2021-01-29
14,2021-03-23,2021-03-26
14,2021-07-27,2021-07-30
15,2020-03-07,2020-03-13
15,2020-04-04,2020-04-10
15,2020-04-11,2020-04-17
15,2020-05-02,2020-05-08
15,2020-05-16,2020-05-22
15,2020-06-13,2020-06-19
15,2020-06-20,2020-06-26
15,2020-07-18,2020-07-24
15,2020-08-01,2020-08-07
15,2020-08-08,2020-08-14
15,2021-01-16,2021-01-22
15,2021-04-10,2021-04-14
15,2021-05-01,2021-05-07
15,2021-07-10,2021-07-15
15,2021-07-27,2021-07-30
16,2020-03-14,2020-03-20
16,2020-04-04,2020-04-10
16,2020-05-23,2020-05-29
16,2020-08-08,2020-08-14
16,2020-11-07,2020-11-13
16,2020-11-21,2020-11-27
16,2021-03-23,2021-03-26
16,2021-06-05,2021-06-11
17,2020-02-08,2020-02-14
17,2020-02-22,2020-02-28
17,2020-02-29,2020-03-06
17,2020-03-07,2020-03-13
17,2020-03-21,2020-03-27
17,2020-03-28,2020-04-03
17,2020-05-09,2020-05-15
17,2020-06-13,2020-06-19
17,2020-06-20,2020-06-26
17,2020-07-18,2020-07-24
17,2020-12-12,2020-12-18
17,2021-03-23,2021-03-26
17,2021-03-29,2021-04-01
17,2021-04-10,2021-04-14
18,2020-02-15,2020-02-21
18,2020-02-22,2020-02-28
18,2020-03-14,2020-03-20
18,2020-04-04,2020-04-10
18,2020-04-11,2020-04-17
18,2020-07-04,2020-07-10
18,2020-08-22,2020-08-28
18,2020-09-26,2020-10-02
18,2020-11-07,2020-11-13
18,2020-12-19,2020-12-23
18,2021-01-03,2021-01-08
18,2021-03-09,2021-03-12
18,2021-03-13,2021-03-19
18,2021-07-10,2021-07-15
18,2021-07-27,2021-07-30
19,2020-02-01,2020-02-07
19,2020-02-29,2020-03-06
19,2020-03-07,2020-03-13
19,2020-03-14,2020-03-20
19,2020-06-27,2020-07-03
19,2020-07-25,2020-07-31
19,2020-08-22,2020-08-28
19,2021-04-24,2021-04-30
19,2021-08-02,2021-08-05
