"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"11","government","pandemic","directorgeneral","world","tedros","senate","economic","penny","member","deal","tedros","organization","force","inject","us","dr","organization","chinese","disease","say","mask","brief","vice","donald","effort","fund","gop","negotiation","president","democrat","talk","senate","democratic","senate","right","secretary","american","stimulus","pass","science","rule","population","kill","retailer","bill","pass","billion","trump","package","floor","overdose","war","kdca","vote","team","psaki","white","military","psaki","bill","person","governor","many","bolsonaro","work","encourage","white","reach","bill","senate","get","employee","administration","work","house","result","office","league","policy"
"12","organization","front","party","pompeo","democrat","meet","source","secretary","pelosi","pelosi","pompeo","intelligence","republican","brief","task","hahn","call","house","cdc","allergy","wear","vice","campaign","claim","secretary","money","president","benefit","federal","stimulus","crisis","claim","mason","white","foreign","trillion","major","claim","bill","point","russian","belgian","worry","shopper","package","agreement","senate","house","sign","rep","biden","shortage","filtration","package","embarek","next","package","push","american","republican","kremlin","impend","say","biden","help","go","vaccine","benefit","community","us","work","science","one","administration","year","total","access","outbreak","district"
"13","committee","control","disease","team","billion","package","brazilian","mnuchin","trillion","stimulus","donald","senate","us","task","claim","vice","chinese","penny","summit","house","saturday","donald","force","vice","dr","briefing","benefit","talk","tax","letter","economy","billion","mcconnell","election","go","airline","president","letter","nancy","trump","open","trudeau","pass","target","stimulus","democrat","house","aid","house","election","schumer","send","defender","animal","house","proposal","pass","psaki","vote","promote","back","rise","vaccinate","go","response","senior","immunity","community","federal","effort","house","sequence","kamala","nation","decline","vaccination","olympic","address","confirm"
"14","need","communist","trump","brief","re","vice","bolsonaro","economic","congress","aide","loan","source","virginia","white","pompeo","redfield","us","white","anthony","president","anthony","administration","task","birx","statement","stimulus","administration","democratic","money","republican","normal","job","unemployment","want","assembly","agreement","money","american","treasury","speaker","make","order","benefit","online","bipartisan","talk","congressional","deal","money","citizen","bolsonaro","order","scientist","amendment","white","week","republican","leave","white","harris","effort","will","make","supply","pay","federal","vaccinate","get","effort","hear","us","goal","pop","set","essential","die","start","open","attend"
"15","public","contain","world","china","request","pass","meet","donald","republican","vote","source","say","fact","claim","chinese","mike","response","global","white","us","risk","fauci","tulsa","florida","early","press","democrat","mcconnell","senate","white","democrat","pay","senate","sale","pandemic","talk","claim","loss","president","american","spread","worry","meanwhile","supply","pass","mcconnell","talk","american","congress","recovery","collapse","west","hotel","bipartisan","wage","vote","psaki","ready","trillion","billion","putin","american","shot","brief","remark","thing","us","ride","work","virus","think","take","national","plan","hit","outbreak","crisis","negative","july"
"16","president","emergency","replace","health","vaccine","response","aide","relief","deal","package","pelosi","economy","say","briefing","evidence","selfquarantine","xi","american","tell","force","house","wear","mike","brief","expert","pelosi","pelosi","unemployment","kudlow","billion","democratic","package","leader","proposal","attack","money","economic","relief","secretary","policy","minister","canadian","composite","billion","offer","group","gop","white","vote","low","manaus","palestinian","outbreak","plan","minimum","republican","manchin","office","package","former","get","student","center","impact","tout","vaccinate","shoot","employer","woman","wednesday","end","security","love","continue","involve","child","know","place","exposure"
"17","measure","official","news","prepare","emergency","effort","official","act","white","congress","go","world","leader","us","laboratory","task","global","letter","world","chinese","dr","staffer","donald","harmless","one","mcconnell","negotiation","mnuchin","administration","plan","legislation","stimulus","democrat","aid","policy","plan","million","proposal","white","democratic","facility","pass","recovery","consumer","mnuchin","lawmaker","pelosi","money","republican","congress","brazil","justice","world","senator","market","legislation","bidens","partnership","household","infrastructure","russian","get","campus","adviser","make","restaurant","community","slavitt","administration","office","origin","really","vaccination","vaccinate","march","identify","additional","complete","critical"
"18","party","recent","outbreak","vaccine","risk","speak","mike","leader","penny","act","force","business","white","disinfectant","eye","stephen","cdc","world","source","ebola","dart","attend","cain","jacksonville","cnn","senator","speaker","speaker","re","democratic","handle","pandemic","biden","unemployment","crisis","treasury","price","economic","talk","market","upcoming","virus","gate","farm","mitch","sen","republican","unemployment","direct","year","fund","elderly","aid","reconciliation","animal","congress","support","business","little","tax","peskov","surge","school","student","process","move","effort","back","vote","claim","white","president","country","crowd","outbreak","one","organization","away","place"
"19","report","lead","response","information","senator","say","donald","bolsonaro","senator","penny","egger","ask","democratic","state","mike","virus","beijing","obrien","allergy","get","infectious","ask","administration","attend","answer","package","meadow","meet","aid","pelosi","service","federal","pelosi","spend","prerecord","congress","tweet","unemployment","stock","dow","farm","ban","supplier","jobless","majority","deal","fund","fund","legislation","write","senate","patient","twoweek","president","legislation","ben","plan","support","per","giroir","cardona","doom","staff","help","deadline","watch","want","find","incident","job","look","ago","go","focus","plan","prevention","another","quarantine","program"
"20","medium","need","director","organization","brief","vaccine","political","bill","speaker","senate","navarro","force","romney","tweet","secretary","remotely","taiwan","leader","dr","center","stitt","oklahoma","brief","administration","comment","today","leader","deal","negotiation","benefit","fund","proposal","question","president","birx","white","negotiation","negotiation","benefit","still","part","animal","nasdaq","vaccine","job","package","bipartisan","pay","unemployment","send","brazils","supreme","cat","check","visit","bidens","budget","fear","money","provide","administration","keep","life","arkansas","part","kong","part","eligible","pandemic","work","shoot","assess","vaccinate","deliver","press","disease","fall","consider","respond"
"21","official","government","offer","secretary","xi","deal","test","legislation","pass","lawmaker","think","american","brief","birx","outbreak","testify","pandemic","australian","response","world","plan","mike","event","hahn","task","brief","obrien","nancy","postal","ballot","unemployment","ppp","deal","bill","unite","claim","presidential","talk","agreement","list","prime","widespread","government","airline","fund","spend","liability","check","benefit","open","war","capital","review","billion","child","china","ceremony","package","dependent","vice","inequity","another","us","inquiry","share","brief","july","require","let","official","one","scale","speak","miss","race","confirm","summer","measure","contract"
"22","level","party","azar","say","senate","official","conservative","american","legislation","talk","democrat","constitution","billion","america","force","foreign","independent","investigation","say","national","interview","event","dr","downplay","force","task","build","schumer","bill","bill","mail","voter","speak","american","way","nancy","benefit","assistance","leader","issue","plant","change","unemployment","vaccination","unemployment","majority","money","republican","american","texas","pazuello","brazilian","specific","unemployment","trump","chinese","administration","workforce","income","fund","department","save","vaccination","walensky","vaccination","blinken","focus","business","crime","presence","unemployment","origin","care","minimum","return","failure","first","five","park"
"23","information","add","make","news","official","leader","senate","press","negotiation","donald","call","call","american","sometimes","lab","former","investigation","pull","support","important","say","slow","azar","jones","animal","payroll","expire","tax","pay","usps","speaker","joe","proposal","leader","us","steven","job","bill","still","key","virginia","government","grow","logistic","member","proposal","source","direct","amount","council","though","immediately","wear","trillion","human","trump","legislation","hero","pass","today","help","extend","know","johnson","right","college","restaurant","company","will","back","fauci","behavior","safe","wage","technology","happen","use","part","schaffner"
"24","make","measure","jinping","equipment","pandemic","request","democrat","brief","mnuchin","call","adviser","reopen","call","aide","assessment","test","support","comment","agency","china","tell","political","deborah","meet","donald","tax","fbi","leader","deliver","federal","postal","american","gop","attempt","country","package","still","election","congress","open","hungarian","van","sale","will","framework","unemployment","negotiation","sign","floor","support","presidentelect","year","international","gop","product","wuhan","lose","supporter","expect","serve","part","think","american","american","business","need","economy","clinic","guidance","administration","bidens","american","family","say","selfquarantine","hospitalize","million","covid","organizer"
"25","jinping","censorship","communist","offer","us","donald","say","package","schumer","committee","business","think","vote","try","leader","official","tedros","republican","administration","control","mcenany","republican","american","wear","example","cut","capitol","republican","leader","commission","pandemic","democrat","house","arab","mislead","donald","trillion","stock","steven","reason","link","authority","wednesday","cost","point","vote","majority","agreement","income","force","proposal","tackle","organization","stimulus","fund","aide","mark","finish","senate","secretary","bill","say","guidance","know","point","right","appointment","site","law","get","add","bidens","host","push","trip","importance","directorgeneral","protocol","michigan"
"26","state","outbreak","re","beijing","team","spend","tell","democrat","economic","watch","ghebreyesus","halt","ask","think","virus","pences","inquiry","north","appropriation","meet","reiner","secret","hold","mask","familiar","schumer","staff","hill","service","re","senate","rend","word","republican","business","forward","pass","democrat","gop","nancy","force","giroir","right","delivery","benefit","aide","local","economic","individual","money","dollar","town","city","support","huanan","stimulus","democratic","save","jen","help","president","warn","flower","community","cnns","us","allocation","recognize","shot","end","psaki","hard","site","instead","growth","influenza","investigation","right","nba"
"27","local","fight","need","beijings","mike","crisis","tax","senator","voice","sign","leader","handle","congress","believe","american","push","health","strong","dos","agent","director","mcenany","bynum","mike","fox","force","money","agreement","stimulus","november","harris","call","interview","peep","donald","worker","cut","secretary","trump","sp","point","speed","kong","available","leadership","benefit","protection","assistance","fund","composite","trillion","church","complete","payment","hypothesis","democratic","propose","joe","couple","effort","house","see","cdc","make","urge","make","outreach","reason","adviser","progress","enhance","evidence","nation","hit","lee","mortality","raw","within","victory"
"28","declare","page","control","prevention","expert","brief","gaetz","vice","final","democrat","package","brief","senator","hold","response","memo","fauci","mike","effort","wuhan","attendee","tell","trip","speech","press","fauci","mnuchin","mark","state","leader","committee","letter","want","mcenany","effort","unite","open","another","vote","document","american","send","mouth","care","caucus","senator","nancy","lawmaker","sander","financial","democrat","direct","animal","white","origin","way","provision","relief","press","staff","need","mandate","travel","shot","always","president","cnns","need","redfield","think","population","biden","atlanta","progress","strong","mostly","south","trace","horse"
"29","contain","medium","security","datum","complaint","expect","pelosi","congress","sen","crisis","reopen","small","democrat","connection","attack","force","international","organization","australia","animal","force","mask","pan","presidential","two","school","majority","negotiator","criticize","standalone","pass","assistance","business","mandate","think","job","put","small","point","atla","meet","internet","parliament","fund","mccarthy","negotiation","speaker","schumer","night","investor","supreme","anderson","fit","sen","pass","money","joe","side","democratic","critical","safely","monday","can","vaccinate","andy","note","herd","college","harris","tell","meet","thing","room","whether","certainly","point","phase","expose","develop"
"30","virus","narrative","equipment","directorgeneral","organization","bill","brief","mcconnell","nancy","reporter","penny","review","liberate","say","official","staff","full","even","global","watch","crowd","joke","move","hotspot","top","bill","relief","payroll","congress","pay","election","schumer","trust","argument","address","reach","donald","administration","trillion","president","quarantine","connect","award","mink","cost","local","mitch","legislation","majority","bank","unemployment","brazils","astm","counterproposal","investigate","bipartisan","american","bidens","democrat","assistance","district","back","way","record","channel","progress","vaccination","july","senior","brief","thousand","keep","lose","directly","client","sequence","theater","duke","mild"
"31","top","emphasize","add","us","prepare","secretary","wajngarten","pass","massie","question","fund","us","world","committee","origin","person","top","dr","discuss","effort","administration","anthony","even","rushmore","tension","round","nancy","relief","treasury","cut","company","pelosi","offer","jobless","give","american","federal","federal","mcconnell","administration","thursday","belgium","jobless","program","joe","agree","drop","furloughed","send","nasdaq","brasil","israeli","leave","market","peter","will","rule","attempt","harris","get","staff","us","rochelle","college","zients","start","shot","try","oregon","answer","campaign","much","aim","think","perfect","source","origin","edwards","list"
"32","concern","report","cdc","country","ready","will","cpac","proposal","mcconnell","american","treasury","governor","protester","administration","vice","response","letter","preparedness","produce","fair","allergy","test","encourage","mcenany","process","re","top","treasury","relief","machine","cnn","negotiation","speech","small","lie","democratic","administration","quarter","adams","lawmaker","another","kill","container","confidence","speaker","leader","agreement","business","make","representative","job","fight","know","crisis","tax","interview","work","shop","tax","economic","secretary","administration","shoot","right","thing","pharmacy","address","restaurant","reach","shoot","april","hit","sure","worker","socialize","approximately","produce","incident","urge"
"33","can","state","international","contain","vice","task","contact","mike","treasury","economy","money","reporter","program","reporter","focus","staffer","jinping","australias","familiar","transmit","local","temperature","post","american","infectious","next","fund","executive","fund","economy","furlough","eviction","ask","dollar","advance","biden","decision","business","open","highlight","act","dangerous","cull","address","sens","business","point","spend","help","senate","direct","full","koopmans","visit","daszak","minimum","party","behind","plan","speak","available","president","disease","coordinator","encourage","front","yet","vaccine","shoot","like","receive","know","action","cut","psaki","complication","can","turner","college"
"34","decision","meet","fight","revelation","health","ability","plan","schumer","economy","presidential","process","congress","freedom","expose","senate","senate","speak","dewine","involve","concern","venue","lead","oklahoma","look","though","secretary","package","want","american","meadow","get","nominee","small","come","un","election","congress","broad","claim","bell","beyond","evidence","animal","adjust","american","program","proposal","night","receive","sp","effort","lack","investigator","will","parent","trillion","light","sputnik","direct","bidens","american","virus","now","resource","effort","andy","expert","vaccinate","know","federal","economy","point","thing","return","practice","expose","delay","phillies","day"
"35","prevention","question","good","xinhua","need","think","leader","say","source","leader","back","biden","criticize","way","congress","back","contain","brazil","deploy","administration","american","comment","tell","campaign","make","key","enhancement","administration","pelosi","proposal","american","year","plan","sign","million","basis","nancy","nancy","get","claim","broadcaster","scientist","send","chain","target","leadership","provision","rend","increase","unemployment","human","question","act","go","raise","wage","trillion","vice","round","dollar","toward","part","soon","andy","federal","essentially","think","wait","encourage","accident","cnns","little","goal","people","official","donald","medicine","renew","date"
"36","crisis","offer","hubei","chinese","threat","emergency","sen","campaign","act","administration","listen","re","vice","congress","market","committee","fund","nation","hear","institute","donald","even","election","us","try","trillion","american","chuck","vote","scholarship","life","economic","mask","early","slow","vote","mnuchin","democratic","wait","letter","letter","sample","dow","continent","get","shutdown","manchin","round","deal","commitment","among","leadership","crisis","wuhan","interview","work","harris","merck","sign","trillion","immediately","provide","senior","surge","speak","response","need","one","want","theory","report","like","south","one","worker","oklahoma","year","across","department"
"37","take","virus","official","epidemic","work","supplemental","force","pay","administration","will","ask","program","reopen","political","community","penny","respond","military","spread","together","disease","saturday","sticker","et","guideline","tell","just","package","mail","campaign","door","vote","senator","reporter","pass","hopeful","unemployment","fund","package","bill","policy","adapt","free","transport","deal","get","get","democrat","billion","consultation","class","defend","will","capitol","credit","together","hike","opportunity","family","vote","tomorrow","guideline","community","control","cost","announce","still","reporter","benefit","leader","adult","yearolds","come","care","say","athlete","day","person","fast"
"38","staterun","supply","rest","press","whistleblower","get","response","treasury","vice","source","clear","chinese","praise","ask","birx","positive","grow","request","speak","robert","task","jest","fauci","rally","adviser","mitch","aide","next","talk","just","relief","white","presidential","lose","hold","tomorrow","economist","speaker","dow","office","union","monitor","police","customer","congress","house","push","senate","march","amount","spend","gaza","expand","congressional","investigation","market","jen","russian","rule","credit","package","summer","need","president","bidens","today","official","want","get","laboratory","datum","rate","area","even","good","employer","pandemic","wednesday","positive"
"39","say","severity","state","cooperation","leader","information","campaign","familiar","re","democratic","administration","official","journalist","penny","trade","hear","handle","hold","relationship","cooper","concern","adviser","political","fauci","cite","jacksonville","mitch","apart","think","unemployment","campaign","leader","benefit","fund","handle","act","kamala","always","majority","bad","circulate","outbreak","point","economy","nancy","issue","struggle","aide","airline","select","jair","enhance","demand","proposal","finding","mat","reconciliation","vote","aide","democratic","will","guidance","dr","pause","family","coordinator","say","age","site","remark","pandemic","re","partner","see","one","opposition","pay","among","point"
"40","quarantine","ambassador","prevention","transparency","act","just","relief","negative","billion","former","small","back","guideline","oversight","source","spokesman","dr","handle","iii","donald","cnn","dr","pences","committee","scale","leader","reporter","capitol","enhance","voter","lawmaker","give","mitch","interview","nation","morning","continue","effort","composite","secretary","democratic","cause","market","difficult","treasury","member","include","jobless","tax","employment","anvisa","reveal","respirator","process","year","mission","parliamentarian","pay","passage","remark","three","know","back","arm","go","ward","likely","will","protein","direct","keep","study","remark","young","get","admission","appointment","major","per"
"41","prevent","ghebreyesus","chinese","downplay","american","re","secretary","rep","rep","hall","kudlow","question","talk","possibility","theory","chinese","threaten","blame","infectious","protester","postpone","speak","curve","deborah","mike","unemployment","next","steven","mcconnell","office","airline","meadow","supporter","amid","general","store","struggle","leader","investor","re","cabinet","trade","death","indicate","pelosi","give","pass","veto","mitch","donald","program","transfer","exempt","forward","direct","directly","like","leader","leader","lay","summit","thousand","requirement","point","re","investigate","access","catch","justice","economic","college","house","event","time","delta","pediatric","recent","investigation","mean"
"42","communist","problem","effort","agency","donald","democrat","collins","come","call","infrastructure","lender","go","america","visit","republican","outbreak","obama","birx","robert","prevention","lawsuit","agent","voice","remark","particular","democrat","adviser","chief","payment","cnn","economic","tenant","kamala","china","citizen","republican","vice","airline","nasdaq","set","presidential","yet","find","approve","expire","side","democratic","send","leader","tool","low","facebook","pet","benefit","stimulus","raise","member","want","send","fema","plan","eviction","think","like","can","normal","response","uber","response","feel","people","us","set","dose","fully","poor","challenge","faa","person"
"43","leadership","priority","prevent","international","committee","inslee","discuss","task","get","way","want","watch","pandemic","thursday","brief","negative","tension","trade","donald","potential","pretty","american","communication","drug","giroir","administration","federal","make","dejoy","call","cut","million","urquiza","offer","economy","president","initial","program","sp","fall","agent","world","car","priority","go","round","benefit","open","provide","raise","measure","power","market","bidens","support","tell","hold","conversation","happen","certainly","provide","moratorium","th","will","start","concern","fund","unemployment","eligible","bidens","like","shoot","shot","go","coronavirus","secondary","four","security","certain"
"44","zhou","news","secretary","containment","secretary","want","crisis","marlago","democratic","income","familiar","state","attack","rural","member","claim","wha","fund","german","circumstance","gather","suggest","check","political","appearance","get","election","secretary","usps","go","ask","ford","white","bipartisan","file","market","relief","year","legislation","agreement","help","unlikely","close","year","tuesday","stick","vote","worker","family","physician","effect","story","virus","final","tradition","leave","advance","remember","secretary","hutchinson","spokesman","center","continue","effort","adviser","ensure","make","loan","rate","adult","reach","meet","worker","year","new","messenger","news","violation","implement"
"45","daily","heart","speak","bad","federal","broad","individual","pelosi","paul","adviser","cant","treasury","fund","michigan","human","republican","political","threat","get","expert","top","hold","hear","will","official","relief","cut","congress","november","ask","much","cost","believe","gop","complete","china","speaker","approach","want","close","aggressive","legal","low","change","reporter","money","hill","donald","bring","intend","bidens","early","involve","legislation","way","happen","secretary","amid","weekend","convince","trillion","help","ramp","confidence","put","oxygen","open","partnership","indiana","investigate","morning","administration","us","call","mask","preprint","will","committee","like"
"46","potentially","relief","dr","crisis","go","combat","legislation","force","capitol","republican","joe","tell","whether","mike","physician","katie","member","security","december","white","vaccine","instead","senate","totally","instead","convention","think","thing","will","talk","provide","agreement","campaign","business","ceremony","speak","china","price","source","end","russias","necessary","spend","deal","closely","mitch","leadership","small","program","economy","minister","mat","justice","passage","payment","think","process","enough","thank","plan","word","brief","program","senior","medium","feel","know","favor","remark","white","still","carrier","shoot","just","vaccinate","account","datum","public","report"
"47","great","agency","threat","hold","handle","address","capitol","crisis","congressional","senator","probably","tedros","northam","threat","accusation","message","australia","disease","republican","response","ask","infectious","see","case","concern","deal","senator","progress","want","cast","say","benefit","american","congress","countrys","far","analysis","nasdaq","price","know","essential","saturday","cause","protection","line","joe","capitol","shutdown","act","market","latino","pakistan","cox","ability","democrat","comment","know","re","account","official","extension","mayor","adviser","answer","likely","intensive","bidens","bidens","ahead","animal","murthy","political","keep","adult","accord","johns","alone","date","team"
"48","rule","great","respond","share","meet","quickly","marlago","positive","lawmaker","speaker","american","mcconnell","political","official","global","member","interview","wuhan","discussion","transmission","expert","election","flatten","america","speak","direct","negotiator","think","secret","action","congress","small","job","tell","much","hope","halt","treasury","relief","next","trade","weekly","infect","regard","file","protection","round","airline","democrat","put","reduction","among","meet","democratic","benefit","korean","committee","staff","leadership","sure","support","place","care","back","take","say","arm","help","vaccinate","memorial","official","possibility","many","vaccination","ability","four","big","twice","arizona"
"49","will","li","important","clinical","human","leadership","lawmaker","think","minority","freeze","mike","census","many","western","dalai","contact","foreign","go","pangolins","deal","distance","murtaugh","protect","fundraiser","tell","negotiator","fault","point","sign","administration","nancy","donald","reelection","gain","last","back","california","meadow","term","affiliate","major","however","billion","point","economy","economy","sen","federal","support","point","longterm","supply","package","letter","seafood","floor","leader","step","roughly","quickly","take","make","come","clinic","tax","easy","go","adviser","legislation","evidence","even","viral","stop","address","able","hopkins","box","develop","connect"
"50","constitute","statement","york","protective","public","republican","speak","re","mitch","happen","leadership","haberman","way","treatment","lama","valet","push","urge","call","closely","penny","poland","black","command","school","plan","meet","cut","assistance","sign","familiar","presidential","voice","act","conference","negotiation","sen","tie","session","decade","private","prime","protest","friday","nothing","summary","final","reach","couple","tweet","healthcare","state","pandemic","joe","suffer","budget","moment","response","ship","system","wednesday","federal","job","demand","say","directly","will","family","comment","statement","go","rare","encourage","bureau","abroad","end","busy","hour","hotel"
