"","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-12-01"
"11","europeu","economia","pagamento","centeno","comissão","apoiar","comissão","trabalhador","receber","um","economia","apoiar","dever","fundar","declaração","confiança","educação","chanceler","histórico","investimento","pedir","voltar","trump","combater","contágios","economia","comum","entrega","selecção","portuguãªs","adiamento","carreira","face","internar","perto","abandonar","deter","ue","restauração","nesta","livrar","gratuito","rever","aberta","crianças","que","actual","câmara","empregar","crianças","presencial","estabelecimento","aluno","testar","professor","estabelecimento","rápidos","farmácias","estudante","cabra","enfermeiro","são","santo","pã´r","sair","mariano","proibição","segurança","pública","razões","brasil","sydney","restaurante","temperatura","unido","desde","coreia","medicamento","restrições","governar"
"12","banco","férias","apoio","acordar","pib","financeiro","às","layoff","ajudar","europeu","financiamento","banco","estimar","crise","pcp","valor","receita","cimeiro","fundar","comissão","mês","associação","seu","estar","segundar","berlusconi","realização","investigador","condições","jogo","guimarães","suplementar","europeu","março","outonar","protestar","poderão","greve","sindicato","londres","até","gestão","olímpicos","professor","distância","escolar","pai","trabalhador","social","confinamento","ficar","privar","educação","ciclo","crianças","préescolar","testar","contactar","testar","sanitária","beja","autarquia","luso","diagnóstico","euro","proibição","presidência","vieira","pagamento","presidência","sydney","trabalhador","algum","jornal","partir","reinar","república","isolamento","primeiroministro","restritivo"
"13","economia","das","sector","económica","fmi","crise","apoiar","desempregar","finanças","municípios","parar","perda","um","que","onu","macau","fome","planar","iraniano","presidente","aérea","decretar","costa","social","poder","ofertar","treinador","riscar","serão","autorizar","efeito","exposição","economia","bombeiro","costa","informação","restauração","apoio","todo","junto","empresa","abrir","parecer","sala","aluno","brandão","pagamento","pai","internet","retomar","quando","docente","testar","educação","rápidos","sector","ciência","odivelas","superior","de","civil","cercar","universo","ao","durante","trânsito","transportar","lisboa","circulação","entrar","dever","liberdade","parir","apesar","portugal","apresentar","conselho","tuberculose","medida","medida"
"14","crise","sector","completar","ministro","valor","valor","ler","banco","europa","alimentar","programar","vacina","crianças","alimentar","farmacêutica","base","digital","primeiroministro","alcançado","processar","recurso","atingir","criar","directo","calamidade","comboio","plantel","serão","estádios","ir","portuguãªs","proceder","produto","fevereiro","hoje","sobrar","apoiar","fim","território","frança","instituições","canadá","declarar","educação","fechar","fevereiro","públicas","condições","trabalhador","estudante","ver","antigénio","rastreio","presencial","fimdesemana","secundário","realizar","sobrar","presencial","resolver","testar","restauração","associação","ps","quantum","proibir","entrar","decisão","sextafeira","regra","austrália","apoiar","polícia","frio","superior","podar","chegado","humanar","dosar","estadosmembros"
"15","apoio","mãªs","comissão","crédito","fundar","apoio","financeiro","sector","dificuldade","layoff","crise","programa","enfrentar","união","oxigénio","período","pobreza","chegado","líderes","siza","avançar","internacional","permitir","filhar","trabalhador","jornada","portuguãªs","ligar","máscara","será","parar","votação","entanto","ano","transmitir","apoio","superior","empresários","municipal","referir","páscoa","diários","aula","crianças","actividade","fronteira","lectivo","escolar","deficiência","aula","empregar","secundário","actividade","pessoal","acompanhar","serviços","secundário","estudante","enviado","vivar","entrado","turístico","testar","primeiro","recuperação","durante","concelho","saídas","lisboa","deputar","declaração","capital","passar","referir","países","numa","países","hipertensão","invernar","açores"
"16","famílias","crise","ler","financeiro","quebrar","crédito","temperatura","investimento","paz","dívida","dívida","produção","crescimento","económica","oms","mil","peste","fome","propor","layoff","ponderar","clínicas","milhões","jair","não","empresa","realizar","joão","estádio","comissão","restante","covid","ano","terceirar","será","trabalhador","tolerância","migrante","movimentar","celebrações","pedido","desde","proteger","geral","das","ministrar","presencial","internet","escola","têm","trabalhar","social","regressar","planar","dos","público","regressar","avança","estudar","requisição","costa","condições","autoridade","modalidade","acordar","finsdesemana","cidadãos","venturo","proibição","da","isolamento","passar","surtir","polícia","máscara","base","origem","kluge","grécia","cidadã"
"17","financeiro","finanças","renda","pagamento","der","ler","aqui","finanças","às","final","empréstimos","março","apoiar","dosar","remdesivir","abril","propor","angela","presidente","ue","das","congresso","empregar","profiláctico","além","sector","parar","querer","jornada","militar","trabalho","monsaraz","apenas","laboratórios","programar","economia","valor","económico","internacional","caso","referir","apoiar","olfactar","vendar","suspensão","regime","ansiedade","presencial","tráfego","governar","sexo","regressar","livrar","mariano","funcionários","miguel","acompanhar","funcionários","silvar","habitação","zmar","fonte","contactado","público","criação","período","poder","desta","aos","celebração","psp","novo","querer","governar","lista","governar","estadosmembros","essencial","cep","en"
"18","mãªs","mil","mãªs","crise","rendimento","pagamento","milhões","economia","cravo","ajudar","ue","pacote","altura","comprar","medicamento","março","comissão","genocídio","bruxelas","que","abertura","norteamericanos","líder","autónomas","combater","notar","riscar","cartão","esse","jogar","realização","causado","ligar","sociedade","vagar","falsar","pontar","fundar","perder","milhões","restauração","enviado","ensinar","estudante","encerrar","cabra","empresa","pcp","casar","resiliência","apoiar","testagem","das","crianças","distância","testagem","cruz","fase","fazer","escola","são","abril","público","massa","âmbito","ministro","parar","proibido","âmbito","pública","feirar","medido","funcionários","agência","vão","reduzir","das","mais","confinamento","será"
"19","ministrar","moratória","simplificar","pagar","finanças","banco","despesa","valor","orçamento","programar","económica","layoff","dólares","governo","da","mortalidade","deverá","indígena","planar","produto","comparar","aos","prolongar","mandar","habitual","ano","josé","futebol","plantel","testado","exigir","vítimas","junho","perto","mês","guterres","setembro","programar","social","só","camionista","dizer","podar","medido","professor","rodrigar","internet","município","pagamento","distância","crise","público","instituições","fimdesemana","presencial","básico","autotestes","ciência","vão","sobrar","negativar","serão","oxigénio","trabalhador","emergência","governar","segundafeira","respeitar","finsdesemana","baixo","afectar","nacional","agostar","se","habitante","dezembro","mortalidade","coronavírus","nova","situação"
"20","despedimento","empréstimos","aqui","dívida","notícia","comissão","banco","financiamento","dinheiro","empregar","redução","trabalhador","global","trabalhar","países","utilização","próxima","líderes","comissão","quedar","beber","competições","programar","situação","sair","planar","sábado","novidade","tradicional","josé","internacional","somar","ponto","setembro","volumar","fome","confinamento","em","referir","diferente","impactar","formar","agrupamento","entregar","páscoa","vão","férias","crianças","apoio","sector","social","segurança","níveis","sms","trabalhador","autotestes","enviado","que","carlos","gnr","gnr","municipal","condições","ultrapassar","retomar","da","às","das","reunião","propor","segundafeira","aplicado","federal","espaço","aceder","plataforma","afirmar","estudar","levantamento","após"
"21","às","apoio","finanças","mário","von","económicas","sector","pagamento","mário","banco","der","através","faltar","johnson","projectar","união","economia","costa","económica","económica","de","acima","apoiar","um","se","portuguãªs","frente","de","rápidos","positivar","santo","frente","comparação","dimensão","tvi","funcionar","negócios","crise","direito","citar","branco","passado","ligar","funcionamento","governar","tiago","assim","faltar","assistência","apoio","aula","actividade","pai","task","sextafeira","leitura","aprendizagem","terçafeira","realizar","cercar","turístico","abrigar","positivar","euro","período","parar","confiança","cidadãos","elevar","cidadão","comunicar","restaurante","museu","cadeia","apresentar","mortalidade","política","capital","contra","exigir"
"22","pacote","dívida","pagar","actividade","actividade","mil","desempregar","pedido","centeno","quadrar","leyen","pees","alimento","disponível","japão","em","chegar","acordar","relatório","contexto","redução","ventilador","internacional","publicação","em","pã´r","localidade","utilizado","protocolo","público","está","federação","crescimento","cercar","que","dezembro","associação","economia","pandemia","sul","santo","confirmado","sistema","que","pai","regressar","participar","estudante","atender","ou","famílias","ciclo","funcionários","grupar","agrupamento","rápidos","educação","testar","coimbra","respostar","levantamento","de","âmbito","registar","económicos","pã´r","gnr","ministro","recolher","estádio","favor","de","frança","vários","diários","aml","governar","breve","javid","apresentação"
"23","rendimento","impactar","redução","pacote","ministro","estadosmembros","apoio","comissão","rendimento","podar","bruxelas","fundo","ajudar","está","vacinar","limitar","face","relançamento","orçamental","recuperação","pessoal","inquirido","joão","parar","ter","marcar","elemento","cartões","cumprir","com","positivar","belga","entrar","ao","restauração","negócios","empresa","doenças","greve","desafiar","abrir","mês","estudar","espaços","medido","condições","escolar","social","monoparental","certificar","leyen","abril","aqui","creche","aula","educação","professor","processar","lectivo","aquele","medido","sanitária","apoiar","nível","erasmus","justificação","proibido","circular","fimdesemana","garantir","escrever","empresa","sábado","fonte","quarentenar","excesso","desde","parar","vacinação","hotel"
"24","trabalhar","rendimento","financeiro","defender","quedar","pedido","alemão","de","alimentar","emergência","estadosmembros","sistema","curvar","recuperação","suspensão","compra","respostar","alemã","que","pã´r","milhões","federal","ao","população","população","euro","sector","évora","poder","parar","individual","determinar","durante","mês","social","siza","outubro","terão","fome","europeu","sector","semana","dos","farmácias","tiago","de","das","online","procurar","abranger","von","retomar","préescolar","máscaras","educação","às","instituição","educação","saídas","agrícolas","condições","técnicos","serão","sair","mínimo","principal","circulação","estabelecer","da","pandemia","inglês","causar","frequentar","surtir","viajante","relatórios","espaço","impor","nosso","controlar"
"25","governar","respostar","propor","comissão","centeno","cgtp","fundar","global","futurar","orientações","prazo","sector","apresentar","apoiar","picar","comparação","afectar","recuperação","parar","união","emergência","contexto","possível","polícia","cds","viseu","transportar","existir","parar","clube","face","aproveitar","registar","públicos","orçamento","cincar","mil","der","discoteca","grupo","recuperação","número","perda","vender","encerrado","serão","níveis","governar","regressar","superior","fechado","jovem","trabalhar","aluno","básico","dos","profissional","enfermagem","creche","vieira","saída","serviço","zona","contribuições","questões","está","vigorar","mariano","oficial","querer","por","cercar","sala","forã§ar","centena","lisboa","viagem","cancro","economia","países"
"26","empregar","medida","trabalhar","redução","economista","plurianual","pedido","zonar","apoio","conjuntar","ajudar","ue","defender","final","desenvolvimento","ano","pib","respostar","considerar","irá","decretar","desafio","sem","internacional","económico","projectar","técnica","parar","portuguãªs","defeso","contactar","disponíveis","zonar","instituto","cercar","ano","final","leyen","prémio","podar","que","avançado","ventilação","durante","alimentar","não","contrato","acesso","educação","que","questão","escolar","primeiro","festival","associação","obrigar","assegurar","parar","fenprof","estudar","local","apoiar","distância","despedimento","julho","fiscalização","assembleia","concelho","psp","democracia","num","australiano","certificar","máscara","cooperação","organização","vigilância","delegado","fim","vigor"
"27","aos","linha","contrato","simplificar","leyen","completar","empresar","económica","pagamento","aprovado","empresa","costa","orçamento","deverá","global","junho","comprar","mil","pelos","despesa","responder","parar","valor","irá","limpeza","retomar","testar","falar","antigo","dispensar","usar","inquéritos","significativo","mil","fim","portugal","espanhóis","ursula","mencionar","marcar","programar","aveiro","semana","ar","todo","presidência","creche","autarquia","empresa","educação","das","educação","amigo","prioritários","diagnóstico","crianças","bragança","decorrer","dos","imigrante","providência","positivar","sair","dirigente","recomendações","sair","fiscalização","evitar","língua","transportar","email","semestre","equipar","restrições","vacina","viajante","ciancio","impactar","obrigatória","quarentenar"
"28","três","renda","governar","financiamento","mário","notícia","mês","completar","investimento","executivo","ursula","acesso","de","francês","americano","orçamento","vacina","sextafeira","crianças","crescimento","inquérito","presidente","chegar","problema","velocidade","após","onde","recomendação","açores","publicação","entretanto","matosinhos","setembro","um","cultura","passageiro","sábado","consumidor","seu","contrato","agente","chamar","educação","ao","exigir","possibilidade","abril","teletrabalho","pedido","âmbito","escola","testar","sair","jovem","datar","professor","prorrogação","por","trabalhador","manhã","público","elevado","fiscal","lay","níveis","ver","trabalhador","proibição","benfica","pedir","esclarecer","senador","todo","dever","obrigatoriedade","oms","trabalhar","mortalidade","sábado","costa"
"29","centeno","notícia","de","apoio","grande","pagar","propõe","aqui","assinante","geral","social","um","governar","famílias","acreditar","transacções","prevê","fundar","verba","vieira","república","partir","mais","vírus","contracção","de","justificar","entrever","portugal","notar","federação","sobretudo","euro","medicinar","economia","estabilizar","quando","níveis","sector","avaliar","castelo","directorgeral","jogador","comprar","poder","regra","vão","regime","que","filho","mudar","rodrigar","desta","estratégia","escolar","reabertura","resposta","instituições","contar","aluno","primeiroministro","ir","cima","mínimos","referência","municipal","profissional","conselho","bem","confinamento","deter","contra","decisão","confinamento","passar","isolamento","bem","quatro","regra","deter"
"30","até","despedimento","salários","estadosmembros","aqui","pacote","vendar","notícia","auditoria","investimento","global","comissão","familiar","estratégia","mês","remdesivir","representar","que","investimento","muito","considerar","pessoal","chamar","contágios","alcoólicas","recuperação","de","linha","está","espanha","jogar","nametoc","contribuir","presencial","passageiro","de","quebrar","notar","economia","económico","declaração","jogador","dezena","distância","defender","exame","ahresp","regressar","perder","social","propor","pai","antigénio","mensagem","aprendizagem","níveis","semestre","retomar","secundário","humano","razões","negativar","medir","resolução","resposta","sanitárias","áreas","presidência","ajustar","sistema","às","algum","responsáveis","última","estado","diminuir","cooperação","concluir","máscaras","bolieiro"
"31","mas","ler","leyen","sector","ler","provocado","trimestre","aos","jornal","objectivar","pcp","por","parar","um","aprovado","ue","ano","perder","antónio","ao","presidente","também","primeiroministro","economia","efeito","trabalhador","trabalhar","esse","bancada","da","manutenção","papel","construção","comissão","em","normalidade","investigador","reunião","sobreviver","holanda","habitação","prisão","quando","desportivo","vendar","definir","encerramento","parar","alargar","económica","entidade","das","social","alves","secundário","adoptado","académica","serão","temer","porque","alojamento","profissional","deli","respectivo","atrasar","fimdesemana","excepções","medida","silvar","sns","público","aprovado","empresa","efeito","obrigação","tempo","admitir","vacinal","polícia","casal"
"32","está","governar","von","linha","um","quadrar","crédito","rtp","salvar","tentar","sector","reforço","fabricante","macron","argentino","sobrar","financeiro","povo","pacote","actividade","contar","anúncio","situação","executivo","realizar","bem","equipar","começar","federação","médio","pois","restante","estimativo","quedar","surpreender","pandemia","mãªs","empresa","londres","escolar","referido","recorrer","cientista","restauração","ciclo","eduardo","tempo","têm","municipal","actividade","associação","mulher","às","secundário","conhecimento","estudante","heitor","referir","regressar","testar","apresentação","problema","empreendimento","gavi","antigo","acontecer","circular","áreas","certificar","espanhol","funcionários","decretar","trabalhador","levar","protesto","parar","membro","lista","tornarse","passageiro"
"33","bloco","fundar","período","regime","inquilino","conselho","ministro","independente","desempregar","destacar","valor","programar","serviço","propor","comprar","maio","medicamento","muito","chefe","estadosmembros","clínicas","centro","longe","tomada","confinamento","carlos","aeroporto","portuguãªs","pública","disponíveis","corpo","evitar","agricultura","estimativo","abaixar","num","acesso","estadosmembros","frança","mil","renda","reter","grande","poder","primeiroministro","explicar","isentar","perder","actividade","referir","professor","associação","escolar","ser","testado","sala","enfermagem","através","seis","complexo","antónio","respostar","turístico","contactado","metropolitano","faltar","ministro","forças","sair","lugar","estirpe","centro","social","australiano","riscar","coronavírus","nome","oms","manifestante","estrangeiro"
"34","linha","aprovar","cartar","banco","sector","um","moratória","pagar","esquerdar","dinheiro","decisões","falar","cenário","emergência","estadosmembros","picar","clube","maio","primeiroministro","isso","concluir","de","presidente","vídeo","real","desinfectante","condições","internacional","testar","manhã","migrante","instituições","estação","pib","poderá","centena","cair","respostar","maio","utilizador","semabrigo","gravidade","além","estarão","ministro","estabelecimento","às","acompanhar","chamada","programar","gravar","préescolar","abranger","gaiar","nacional","atl","avançar","ministrar","exposição","ensinar","determinar","ser","trabalhar","visitante","parceria","farar","conselho","gnr","vieira","inquirido","noite","mês","capital","fechado","forã§ar","estimar","recomendar","reduzir","disparar","tentar"
"35","impactar","financeiro","tesourar","pelar","impactar","união","pib","empresar","primeiroministro","impactar","vencer","bloco","ano","baixo","despesa","desempregar","que","presencial","economia","importante","económicas","serão","com","france","necessitar","fiscal","maria","ser","promover","federação","detecção","português","exportações","pobreza","ministrar","esperança","ao","mundial","através","capital","turísticos","técnico","actual","objectivar","funcionamento","encerramento","computador","equipamento","excepcional","parar","direito","às","euro","antigénio","testagem","actividade","pessoal","estratégia","algo","ninguém","rita","detectado","associar","disponibilidade","parar","bastonário","autocarro","governar","riscar","conclusões","ao","junho","semana","suspeita","francês","frança","sanitária","maioria","inglaterra","nacional"
"36","valor","completar","mil","respostar","da","dívida","numa","social","públicas","milhões","link","criado","médicos","executivo","âmbito","aprovar","baixar","declarações","défice","vacina","fornecedor","trabalhador","ministério","convenção","siza","privar","marcar","jogar","sempre","restante","civil","méxico","cerimónias","segurança","mais","sector","sector","transmissão","ue","gestão","trânsito","não","japão","mercearia","ano","computador","carnaval","não","mendes","associação","concertação","famílias","trabalhador","rápidos","resultado","pergunta","secretário","condições","ciclo","administração","complexo","escola","depender","juntar","violência","luís","motivo","restrições","decidir","recolher","respostar","ao","contra","tentar","francãªs","subir","deixar","entrar","protesto","chegada"
"37","ler","às","der","mecanismo","apoiar","parar","medição","ler","antónio","bloco","união","merkel","incluir","esforços","executivo","bem","aumentar","cercar","aprovar","existir","francisco","efeito","mensagem","encerramento","abrir","médio","adiamento","pereira","direcção","frente","em","associação","externar","crise","chegado","associação","efeito","numa","desafiar","identificado","cuidador","milhões","crianças","pai","creche","nacional","social","partir","brandão","família","poder","condições","ana","incidência","vão","diagnóstico","serviços","direcçãogeral","isso","deixar","bastonária","ao","câmara","autoridade","pensar","municípios","imprensar","cabo","reduzir","auto","australiano","agostar","ser","invernar","luanda","obrigar","dizer","assim","discursar","internar"
"38","de","aos","aprovar","salários","orçamento","empregar","matéria","estadosmembros","declaração","económicos","executivo","serão","económicas","estadosmembros","desempregar","constar","desempregar","governar","futurar","governar","habitual","manter","servir","trabalhar","filipe","relatório","adiar","usado","diagnosticar","entidade","marcação","manter","indústria","da","empresários","comer","num","turismo","pandémica","recuperação","da","mutações","mundial","livrar","stop","reabrir","restauração","educação","abranger","causar","regressar","dever","rodrigar","aqui","antigénio","ficar","especialista","ciclo","inquérito","empreendimento","empreendimento","infectado","explicar","abril","ter","explicar","declaração","fonte","fonte","levantamento","regra","primeiro","medido","manifestante","cadeia","viagem","vacinal","doença","continuar","comissão"
"39","aqui","empregar","valor","da","recessão","empréstimos","rendimento","salários","parar","estadosmembros","twitter","europeu","física","acordo","financiamento","global","navio","económica","história","conselho","nadar","empregar","começou","assinalar","dinheiro","assistente","chave","michael","públicos","testar","cirúrgicas","lugar","mike","período","superior","muito","ano","agência","recente","acontecer","instituto","televisão","economia","escolar","condições","cidadãos","até","rendimento","mulher","turismo","frente","apoio","ao","vacinação","médica","ao","agostar","cirurgia","depois","considerar","desta","levantamento","segurança","prevê","vendar","não","braga","imprensar","apoiar","reunião","ministrar","frança","altura","delta","incluir","portugal","comunicar","ir","plano","reunião"
"40","ano","vieira","despedimento","criação","apoio","layoff","públicas","eurogrupo","prazo","mercado","estará","retomar","recessão","valor","normalidade","declaração","dosar","merkel","estadosmembros","números","vendar","jovem","par","véran","crise","empresar","vosso","berlim","genética","quem","dificuldade","comunicação","dever","previsões","partir","apoiar","económica","portuguãªs","protecção","durante","directorgeral","quase","ao","governar","restauração","final","entregar","carnaval","crianças","fundar","altura","lectivo","desconfinamento","rastreio","serviços","transmissibilidade","comunidade","protocolo","testagem","rural","visitar","está","serviço","empresa","elevado","apoiar","municipal","lei","comum","assembleia","vídeo","pedir","parar","algum","após","custar","nações","menos","prazo","passar"
"41","propor","prestações","férias","um","ministrar","aqui","efeito","desconto","solidariedade","quarto","assinar","difícil","comissão","acordar","deverá","ver","maio","alimentar","dólares","nosso","iva","aqui","trabalhar","além","retomar","ministro","em","deverá","próximas","que","utilizar","enfermeiro","contracção","valor","ter","portuguãªs","milhões","da","nesta","perder","gravidade","lançou","tratar","plataforma","refeições","todo","não","das","luís","pai","ursula","trabalhar","horar","básico","processar","medida","decorrer","básico","decorrer","notícias","governar","decorrer","está","tornar","actividade","pandémica","funções","motivo","plenário","residente","paulo","esplanada","cincar","contagioso","impor","democracia","constar","governar","exigir","câmara"
