"","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-12-01"
"11","espanha","europeu","coronavírus","twitter","decisão","governador","bolsonaro","mundial","norteamericano","branco","afirmar","mundial","américa","doente","bolsonaro","mostrar","coronavírus","anticorpo","que","eua","antar","johnson","russo","milhões","mundial","desenvolver","empresar","fase","mundial","hospital","estado","dosar","unido","um","resultado","estado","astrazeneca","autorização","ensaio","milhões","desenvolver","regulador","desenvolver","empresar","população","milhões","vacinação","primeiro","pfizer","receber","final","vacinação","vacina","receber","contra","coágulos","receber","contra","contra","produção","pfizer","entregar","pfizerbiontech","comissão","pfizer","novavax","estado","anticorpo","animal","unido","organização","contra","pfizer","tratar","regulador","doenças","países","milhões","regulador","eficácia"
"12","mundial","regressar","norteamericanos","donald","britânico","chinar","afirmar","afirmar","eua","negro","países","clínicos","rever","investigador","comício","brasileiro","tratamento","estado","empresar","oms","afirmar","comprar","processar","voluntários","estado","unido","clínicos","um","dólares","seu","presidente","não","trump","eficácia","ensaio","covid","primeiro","eficácia","primeiro","ema","medicamentar","aprovação","milhões","profissional","europeu","vacinado","oxford","europeu","receber","ue","sputnik","vacinado","sanguíneos","medicamento","ue","receber","usar","receber","da","estado","contra","covax","pfizer","após","crianças","mundial","ue","lugar","anticorpo","tedros","medicamentar","após","oms","europeu","anticorpo","oms","astrazeneca","receber","fda","vacina"
"13","oms","internacional","fauci","chinar","johnson","norteamericanos","que","eua","mundial","washington","hidroxicloroquina","brasil","divulgação","vacinar","anticorpo","guterres","jair","resultado","segurar","brasileiro","dizer","oms","mundial","usar","trump","adversar","astrazeneca","oms","presidente","unido","donald","ter","europeu","resultado","biontech","comissão","grupo","desenvolver","desenvolver","aprovação","aprovação","biontech","farmacêutica","europeu","astrazeneca","produção","milhões","administrado","moderno","união","covax","receber","vacinação","coágulos","usar","medicamento","sanguíneos","sanguíneos","usar","mundial","comissão","comissão","ema","da","ue","astrazeneca","países","aprovado","que","directorgeral","europeu","doenças","união","vacinado","receber","pfizer","áfrica","gripar","europeu","variante"
"14","chinar","parar","mundial","norteamericano","conferência","coronavírus","iorque","mike","americano","avaliação","donald","usar","da","em","vacinar","estudar","ensaio","oms","oms","emergência","vacina","iii","rússia","um","dosar","oxford","estado","clínicos","vacina","estado","imunidade","comprar","este","universidade","seu","empresar","desenvolver","biontech","moderno","regulador","biontech","astrazeneca","medicamento","produzido","primeiro","contratar","farmacêutica","eficácia","eficácia","primeiro","pfizer","sputnik","oms","sanguíneos","produção","agência","raro","raro","biontech","global","estado","ema","medicamento","usar","adolescente","der","desenvolvimento","astrazeneca","reforço","estado","africanar","aquisição","dizer","reforço","israel","lotar","suspenso","mundo","janssen","empresar"
"15","saúde","trump","mil","new","branco","contra","michigan","origem","novo","pequim","mulher","investigação","alertar","reduzir","brasileiro","unido","artigo","testar","presidente","receber","segurar","astrazeneca","primeiro","bolsonaro","autorização","trump","brasil","estado","milhão","norteamericano","após","brasileiro","potencial","milhões","farmacêutica","clínicos","esperar","unir","pfizerbiontech","medicamentar","regulador","da","união","de","planar","desenvolver","produção","verão","união","administrado","ue","medicamentar","medicamentar","agência","eficácia","administrado","unido","entregar","receber","organização","entregar","medicamento","união","ue","ema","vida","experimental","regulador","unido","europeu","contra","pfizerbiontech","mundial","mundo","rico","fda","johnson","produção","vacinar","eua"
"16","europa","tedros","eua","coronavírus","presidente","vacina","tentar","governador","trabalhar","vacinar","clínicos","russo","paulo","milhões","clínicos","vírus","estudar","ensaio","dizer","organização","dosar","rússia","aquisição","união","acesso","europeu","distribuir","seu","organização","johnson","ter","farmácias","fauci","estado","oms","autorização","ensaio","usar","regulador","pfizerbiontech","moderno","começar","pfizerbiontech","da","aprovação","união","desenvolver","farmacêutica","completar","vacinado","entregar","ue","regulador","eficácia","regulador","decisão","contra","comissão","produção","unido","johnson","união","ue","ecdc","parar","ema","moderno","com","mundial","mundial","agência","medicamentar","ema","clínico","administração","terceirar","administrado","dizer","áfrica","motivar"
"17","unido","twitter","ventilador","nações","reabertura","chinês","branco","contra","contra","eua","novo","ensaio","trump","combater","medicamentar","organização","hidroxicloroquina","brasileiro","empresa","um","organização","desenvolver","astrazeneca","medicamentar","distribuição","produção","doenças","trump","dizer","ele","vacina","investigador","infeccioso","este","testar","moderno","farmacêutica","distribuição","reinar","estado","unido","eficácia","oxford","primeiro","anvisa","ramo","pfizer","receber","comprar","russo","vacinação","união","países","comissão","menos","sanguíneos","regulador","regulador","unido","ue","da","desenvolver","após","sinovac","moderno","von","algum","agência","delta","johnson","dosar","comprar","vacinado","ensaio","desenvolver","eua","da","fabricante","reforço","reformar"
"18","propagação","coronavírus","novo","iorque","chinar","vírus","eu","citar","iorque","vírus","brasil","tomar","números","presidente","que","mundo","rever","bolsonaro","jair","norteamericano","se","produção","bolsonaro","convalescente","produção","milhões","farmacêutica","países","testar","twitter","sintoma","voluntários","que","em","coronavac","comprar","países","da","fase","começar","estado","união","usar","moderno","sputnik","planar","receber","pessoa","desenvolver","sputnik","união","sanguíneos","medicamento","organização","união","ue","janssen","medicamento","farmacêutica","moderno","produção","pobre","francês","parar","unido","milhões","abdala","contra","variante","animal","desenvolver","reforço","pfizerbiontech","covax","mundial","áfrica","mãªs","desenvolver","moderno","inédita"
"19","não","pandemia","presidente","primeiroministro","eua","que","eua","atacar","testar","que","iorque","paciente","doença","contra","mundial","da","unido","participante","pfizer","estado","mundo","europeu","desenvolver","oms","comprar","oms","organização","potencial","sobrar","tratamento","tratamento","tratamento","coronavírus","estudar","da","trump","preliminar","processar","unir","receber","primeiro","administrar","biontech","vacinado","grupo","empresar","ano","estado","trimestre","johnson","russo","coágulos","vacinado","suspender","pfizer","sputnik","moderno","milhões","estado","intelectual","agência","parar","comissão","oms","produção","agência","recluso","pfizer","organização","ema","pfizer","ecdc","portugal","administrar","agência","aprovação","europeu","autorização","directorgeral","levará"
"20","fechar","organização","dizer","roman","tedros","novo","chinês","prova","casar","desenvolver","américa","ibuprofeno","enviar","clínicos","testar","stock","tedros","estudar","unir","unido","bolsonaro","farmacêutica","gripar","potencial","covax","participante","novembro","organização","novembro","october","regressar","pelar","vacinação","aprovação","ser","medicamento","processar","johnson","fda","primeiro","europeu","primeiro","astrazeneca","produção","pfizerbiontech","primeiro","francisco","da","grupar","grupar","aprovação","russo","formação","produção","após","países","desenvolver","janssen","comissão","pfizer","esperar","após","até","estadosmembros","usar","união","oms","pfizerbiontech","fda","global","anticorpo","adversar","reconhecer","internacional","administrar","administração","investigação","ghebreyesus","única","ómicron"
"21","organização","unir","restrições","novo","bori","países","presidente","cuomo","estado","animal","ghebreyesus","américa","europeu","estudar","branco","usar","desenvolver","infectado","norteamericano","internacional","trump","produzir","desenvolvimento","tratamento","grupo","eficácia","euro","dizer","norteamericano","receber","ensaiar","medicamentar","dos","dosar","comprar","ue","unido","serão","europeu","fase","empresar","desenvolver","eficácia","índia","entregar","entregar","pessoa","ano","administrado","eficácia","aprovado","países","receber","contra","coágulos","administração","ema","pfizer","união","propor","países","países","produção","contra","podar","entregar","europa","fármaco","norteamericanos","variante","expectativa","contratar","idoso","que","medicamentar","cdc","frasco","tedros","desenvolver","estado"
"22","portugal","conter","adhanom","contra","países","new","vírus","chinês","unido","nações","internacional","eficácia","combater","ghebreyesus","eua","impresso","especialista","afirmar","efeito","residência","ser","afirmar","grupo","empresar","parar","desenvolvimento","países","acordar","desinformação","presidencial","ensaio","mil","tratamento","fase","um","fauci","aprovação","clínicos","agência","biontech","autorização","receber","medicamentar","pfizerbiontech","russo","eficácia","medicamentar","empresar","país","produção","administrado","suspender","administração","administração","grupar","medicamentar","estado","conferência","moderno","união","jornal","bruxelas","sputnik","mundial","cimeiro","vírus","unido","unido","medicamentar","síndrome","sigla","estudar","farmacêutica","espanhol","protecção","anticorpo","enviar","farmacêutica","clínicos","pfizer"
"23","mais","combater","onu","lutar","financiamento","gripar","brasil","entrever","que","fome","vagar","saúde","acesso","tedros","investigador","assinante","doenças","vírus","afirmar","ghebreyesus","podar","comissão","quantidade","sangue","um","saber","cdc","astrazeneca","um","um","vírus","com","chegar","processar","anvisa","biden","receber","começar","farmacêutica","fda","usar","caixa","empresar","eua","moderno","sputnik","clínicos","unido","pfizerbiontech","pessoa","medicamentar","população","farmacêutica","russo","sanguíneos","regulador","farmacêutica","benefícios","aprovação","covax","jovem","estadosmembros","será","ano","medicamentar","eficácia","contratar","poderão","aprovação","adhanom","esperança","agência","unido","anunciar","pedir","imprensar","pfizer","sinovac","africanar","testar"
"24","regressar","ghebreyesus","anthony","governo","fase","cuomo","tedros","pelar","mulher","acesso","directorgeral","usado","campanha","tratar","complicações","se","que","trump","mundial","jair","pelar","clínicos","países","agência","querer","empresar","final","mundial","estudo","casar","voluntários","primeiro","doenças","medicamentar","unido","resultado","dizer","regulador","usar","distribuição","medicamento","temperatura","agência","pelar","distribuição","iniciar","ramo","imunidade","entregar","eficaz","eua","medicamento","infarmed","milhões","vacinação","união","pfizer","trimestre","russo","discutir","europa","presidente","países","aprovado","adulto","leyen","milhões","aceitar","desenvolver","ghebreyesus","pública","europa","moratória","clínicos","vários","farmacêutica","doenças","administração","contra","biden"
"25","áfrica","nhs","morte","msobidifontfamilytimes","federal","não","eleições","forã§ar","pã©ni","americano","conferência","presidente","donald","precisar","recordar","tornarse","usar","respostar","tratamento","hidroxicloroquina","fase","unido","johnson","desenvolvimento","pelos","fauci","potencial","nações","agência","parar","anticorpo","empresar","imunitária","com","clínicos","fase","oms","administrado","empresar","dizer","receber","campanha","aprovação","prioritários","empresar","comissão","trimestre","russo","aprovado","comissão","usar","milhões","precaução","desenvolver","agência","adulto","fármaco","união","medicamento","usar","seu","da","este","prazo","organização","tratamento","bom","produzido","demonstrar","regulador","reforço","empresar","adicional","fda","moeti","dado","entregar","apoiar","adhanom","johnson"
"26","afectado","milhões","europa","span","primeiroministro","ventilador","medicamentar","task","vírus","coronavírus","tratamento","branco","remdesivir","universidade","durante","potencial","eua","contacto","cientista","farmacêutica","presidente","testagem","organização","plasmar","ghebreyesus","que","um","esperar","astrazeneca","médica","médico","laboratório","mais","rever","fase","entrever","janeiro","população","aprovar","autorização","afirmar","vacinação","pelar","pfizer","pessoa","objectivar","após","grupo","estudar","população","eficácia","eficácia","suspensão","medicamentar","medicamento","ligação","administrado","ue","agência","oms","desenvolver","fornecer","certificar","global","ano","clínicos","pfizer","ema","europeu","cdc","moderno","moderno","preços","gavi","organização","receber","problema","organização","criticar","idade"
"27","combater","continente","organização","ventilador","suspender","director","governador","times","musk","contra","branco","notícias","dado","jair","usar","organizar","covid","produzir","positivar","anticorpo","esperar","gripar","deverá","farmacêutica","global","laboratório","reinar","mundo","dosar","contra","comer","brasil","eua","reinar","estado","janeiro","resultado","grupo","serão","medicamento","comissão","alemanha","aprovar","brasileiro","ua","pelar","regulador","vacinação","mãªs","resultado","até","utilização","produção","farmacêutica","adulto","raro","europa","países","ema","farmacêuticas","der","fundar","incluir","pfizer","farmacêutica","produção","jornal","reforço","pois","chinar","mundial","mundial","receber","tratamento","mais","variante","ema","pfizer","ghebreyesus","unido"
"28","internacional","espanha","cidadãos","presidente","fauci","poderá","federal","equipar","nunca","novo","coronavírus","peru","poderá","unido","gravar","djokovic","ar","fauci","eficaz","trump","euro","portanto","empresar","tecnologia","portavoz","reacção","unir","com","trimestre","biden","correr","dos","medicamentar","da","vacinação","eficaz","fornecimento","farmacêutica","começar","vacinado","segurança","eficaz","primeiro","covid","fase","seu","união","vacinado","crianças","moderno","única","produção","união","autorização","distribuição","fármaco","comissão","medicamentar","dizer","dizer","leyen","junho","entregar","decisão","receber","contra","doenças","produção","faltar","mundo","europa","reacções","empresar","contra","começar","milhões","empresar","clínicos","tedros","dosar"
"29","itália","bori","unir","internacional","contra","presidente","conferência","americano","desenvolvimento","presidente","publicar","sobrar","wuhan","covid","directorgeral","afp","universidade","clínicos","investigador","eficácia","numa","um","ensaio","eficaz","terá","organização","relatório","dólares","johnson","melania","desenvolver","afirmar","mil","unir","em","querer","um","pfizerbiontech","países","der","eficácia","emergência","vacinação","eficácia","brasileiro","ensaio","países","universidade","vacinação","administrar","pfizerbiontech","áustria","administrado","entregar","russo","infarmed","empresar","risco","sahin","farmacêutica","ursula","biden","usado","johnson","comércio","empresar","investigação","medicamento","lugar","controlar","medicamento","quartafeira","organização","medicamentar","adicional","johnson","depois","pedir","nkengasong","que"
"30","encerramento","johnson","twitter","pedir","cuomo","diária","país","branco","vacina","utilizar","sistema","chinar","completar","américa","pesquisar","coronavírus","terçafeira","tossir","cloroquina","da","assegurar","ser","produzir","johnson","garantir","experimental","cientista","experimental","jornalista","vacina","dosar","trump","donald","pelar","ter","pelar","começar","vacinado","eficácia","ensaio","cooke","pelar","índia","planar","prioritários","trimestre","ue","clínicos","comissão","idoso","medicamento","pessoa","milhões","sputnik","desenvolver","entregar","mulher","unido","seu","da","von","esperar","milhões","profissional","dos","farmacêutica","cdc","mundial","após","da","população","unido","mundo","astrazeneca","moderno","regulador","global","desenvolvimento","juntar","ceder"
"31","medida","voo","branco","continuar","ventilador","especialista","disso","rejeitar","tesla","população","imprensar","tratar","chinãªs","poderá","paciente","poderá","director","podar","oxford","milhões","cientista","empresar","medicamentar","programar","imprensar","contratar","experimental","covax","produção","ter","grupar","fauci","branco","unido","estudar","usar","clínicos","empresar","população","luzir","farmacêutica","comprar","receber","indiano","johnson","pessoa","empresar","união","população","esperar","produção","formação","efeito","oms","reuters","plaqueta","medicamento","farmacêutica","países","joe","crianças","final","eficácia","vacinação","reinar","medicamento","equivalente","financeiro","imunizar","parar","num","dado","que","ensaiar","tratamento","partir","chegar","experimental","fátima","produto"
"32","todo","governo","combater","parar","coronavírus","dizer","jornalista","york","conferência","afirmar","adhanom","parar","pesquisar","director","conclusões","ler","mundo","contra","biontech","comunicar","eficaz","candidatar","farmacêutica","produto","da","novembro","norteamericano","resultado","disney","médico","clínico","astrazeneca","social","clínicos","primeiro","distribuição","especialista","medicamento","voluntários","administrado","reacções","segurança","segundar","administrado","aprovado","moderno","grupar","moderado","imunidade","usar","regulador","trombose","segurança","segundar","vários","pfizer","medicamentar","sobrar","regulador","pfizerbiontech","empresar","agência","sanofi","provável","medicamento","usar","comissão","bloomberg","autorização","suficiente","imunizar","delta","sales","receber","dizer","mundial","serão","seis","iniciativo","recuar"
"33","este","norteamericano","propagação","preparase","imprensar","parar","brasileiro","norteamericano","imprensar","desigualdade","tedros","nações","universidade","chefe","ritmar","cientista","dizer","rastrear","fase","desenvolver","produzir","potencial","que","participar","internacional","donald","regulador","ensaiar","da","muito","clínicos","anvisa","fiscalização","regulador","gravar","unido","medicamento","países","ema","ser","ser","vacinado","ue","ensaio","regulador","fase","fase","países","méxico","ano","moderno","farmacêutica","europa","europa","anticorpo","formação","fda","administrar","inglês","decisão","garantir","estado","farmacêuticas","pfizerbiontech","regulador","da","adulto","melhor","um","doenças","impactar","gerar","lacerda","reinar","israelita","israel","comunicar","oms","venturo","biontech"
"34","entrar","adhanom","russo","especialista","new","doença","citar","tratamento","durante","hidroxicloroquina","alertar","indígenas","estado","pandemia","tulsa","eficaz","brasil","sistema","receber","empresar","sinal","ministrar","comprar","em","europeu","ivo","vacinação","europeu","desenvolver","desenvolver","investigador","universidade","acordar","trump","parceiro","ter","ser","planar","objectivar","unido","aprovar","países","comprar","medicamentar","paulo","receber","ema","medicamento","dizer","biontech","ema","desenvolver","johnson","campanha","biontech","posição","tomar","decisão","tribunal","primeiro","comissário","ensaio","coágulos","aos","apelar","anticorpo","apesar","tomar","médico","ceder","diverso","mortalidade","medicamentar","mais","pfizerbiontech","medicamento","eua","da","ensaio","burton"
"35","união","britânico","milhões","vírus","novo","muito","vacinação","morrer","positivar","governador","estrangeiro","rever","informações","produção","mais","desenvolver","sintoma","provar","moderno","mundial","pfizer","combater","produção","imprensar","seu","hipertensão","redfield","desenvolvimento","director","febre","norteamericano","parar","não","mutação","sinovac","fabricante","da","fase","aprovação","ue","infarmed","medicamentar","administrado","sinovac","da","coordenador","que","imunização","regulador","chinãªs","iniciar","johnson","eficácia","formação","moderno","benefícios","países","contratar","pedir","comércio","regulador","produção","comunicar","maio","líderes","nosso","tardar","união","covax","chinãªs","ensaio","níveis","rico","população","sistema","ema","mundo","johnson","guinébissau","exigido"
"36","pandemia","donald","iorque","stylemsofareastfontfamilytimes","numa","procurar","respostar","guterres","este","escrever","da","estudar","infectado","dosar","pedir","internacional","cientista","universidade","ele","agência","dado","méxico","acordar","eficácia","adhanom","presidente","segurança","objectivar","parar","vídeo","auditivo","índia","esperar","dizer","dizer","biontech","eficaz","será","ser","parar","pelar","explicar","comissão","saúde","países","fornecer","mil","entregar","ensaiar","acelerar","país","após","leyen","administrado","ema","pelar","atrasar","comprar","depois","desenvolver","farmacêutica","farmacêutica","russo","emergência","biden","johnson","acreditar","milhões","da","fornecer","aprovação","receber","ainda","de","covid","vacinado","delta","rendimento","gravar","versões"
"37","voo","dizer","quarentenar","fmi","iorque","durante","ghebreyesus","andrew","vicepresidente","guardian","chile","mulher","pelos","dizer","muito","apontar","testar","sintoma","desenvolvimento","sangue","aprovar","aquisição","união","vacinação","aprovação","infarmed","dizer","outro","ema","times","resultado","ministrar","emergência","final","revelar","oms","regulador","europeu","vacinado","aprovar","dezembro","conjuntar","população","brasil","farmacêutica","forã§ar","agência","trimestre","objectivar","trimestre","agência","já","tomado","leyen","pfizerbiontech","sigla","fabricante","anunciar","oms","seu","suspensão","coágulos","parar","luzir","comissão","prazo","aparecer","estado","população","milhões","laboratório","sales","agência","agora","reduzir","angola","pfizerbiontech","global","ansm","precisar"
"38","caso","impedir","travar","conter","adhanom","desenvolvimento","muito","muito","dizer","pandemia","norteamericano","doenças","tratamento","doenças","texas","clínicos","investigador","através","não","poder","contra","será","lotar","iniciar","oxford","processar","oxford","incluir","eficácia","dosar","não","aprovação","farmacêutica","brasil","instituto","vacinação","logística","primeiro","biontech","serão","canadá","oxford","autorização","clínicos","negócios","medicamentar","administrado","já","anunciar","mil","população","pfizer","von","von","áustria","quartafeira","quartafeira","adulto","vacinado","das","organização","mundial","receber","segurar","doenças","acesso","leyen","defender","laboratório","estadosmembros","revisão","lacerda","administrar","portugal","milhões","após","parar","astrazeneca","dizer","tal"
"39","australiano","áfrica","vírus","branco","americano","outonar","pandemia","imprensar","fábrica","ensaio","causado","norteamericano","eficaz","latinar","contra","dólares","fauci","brasil","resultado","usar","combater","spahn","aprovar","novembro","astrazeneca","johnson","revelar","global","anticorpo","sobrar","potencial","ano","parar","adiantar","já","podar","chegar","ser","assim","união","começar","medicamento","anvisa","agência","imunizar","administrado","universidade","dado","começar","até","idoso","gravar","campanha","sinopharm","eua","reinar","risco","fármaco","estudo","apoiar","distribuição","será","desenvolver","medicamentar","chinar","lotar","produzido","vacinado","imunidade","raro","pfizerbiontech","oms","alemanha","eua","pfizer","autorização","regulador","produto","união","irá"
