"","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-12-01"
"17","enfermeiro","antónio","antónio","material","hospital","taxar","equipamento","ministrar","letalidade","imprensar","estar","graça","foco","região","sintra","doente","distribuição","secretário","referir","imunidade","médicos","esse","portugal","estrutura","conferência","nós","ordem","lar","internamento","trabalhar","sobrar","cuidado","marta","penafiel","recurso","sns","saúde","versão","necessidade","recebao","doente","vacina","disponível","alterações","interior","vítor","pedido","patologia","câmara","médicos","fase","linha","estrutura","henrique","centro","melar","etárias","vacinar","faixa","ritmar","melar","já","pessoa","primeiro","corresponder","receber","primeiro","primeiro","completar","centrar","autoagendamento","task","faixar","freitas","parar","coordenador","fimdesemana","às","segundar","austral"
"18","hospitalar","capacidade","cuidado","médicos","ventilador","diagnóstico","unidade","realizado","temer","ventilador","há","directorageral","estar","letalidade","freitas","ter","profissional","cama","população","jorge","interior","acompanhar","relatório","situação","lacerda","aplicação","godinho","ministrar","conjuntar","profissional","hospital","dos","neste","ministrar","nacional","disponível","internar","ou","serviço","pdf","recebao","dosar","dosar","cidade","colapso","comandar","estruturar","prioritários","contra","câmara","inquérito","brasil","página","dosar","educação","trimestre","cercar","portal","planar","cercar","receber","final","mil","etária","dado","portuguãªs","utente","utente","vacina","agendamento","completar","grupar","etária","utente","processar","centrar","faixar","será","vicealmirante","estrangeiro"
"19","estão","individual","testar","serviço","utente","sns","direcçãogeral","viseira","dgs","cuidado","que","vigilância","construção","querer","contacto","fazer","lisboa","afirmar","valar","estudar","perceber","instituições","fazer","respostar","trabalhar","respostar","reguengo","secretário","digital","parar","parar","nacional","centrar","norte","parar","versão","ordem","disponíveis","cuidado","ano","pdf","temer","forças","centro","movimentar","normalmente","autarca","mai","internar","quartafeira","assinar","tóquio","estacionamento","vacina","fimdesemana","disponíveis","administrado","processar","forã§ar","maior","processar","nacional","henrique","taskforce","ser","processar","centrar","pessoa","autoagendamento","janssen","técnica","entrar","crianças","contra","cercar","centro","cercar","suspenso","henrique","abastecimento"
"20","individual","parar","da","capacidade","usar","hospital","linha","direcçãogeral","mental","cama","intensivo","estar","surto","portugal","taxar","norte","hospital","reforço","será","portuguãªs","abril","regulador","estrutura","não","sns","grupo","testagem","dar","equipamento","necessidade","desta","um","enfermar","administração","forças","neste","nacional","enfermar","em","daqui","está","centro","hospitalar","parar","em","aérea","alimentar","contra","sábado","internar","grupo","coi","planar","disponível","planar","que","utente","fase","ano","público","disponíveis","mais","faixar","faixar","saúde","formar","fonte","henrique","filar","planar","comissão","aguardar","direcçãogeral","parar","dosar","vacinado","esse","centrar","processar","curtir"
"21","da","sns","ventilador","direcçãogeral","temer","temer","dgs","temer","unidade","hospital","situação","colher","positivo","lacerda","referir","cuidado","conferência","intensivo","surto","coordenador","ter","subdirectorgeral","sales","investimento","destacar","responsabilidade","saúde","surto","processar","ciência","procurar","link","público","com","fábrica","serviço","com","pdf","está","estudar","december","arrancar","fim","rua","imprensar","sul","ministério","segurar","profissional","sms","vacina","tiago","parar","pelar","contratar","vacinar","luís","vicealmirante","vacina","acima","ritmar","bragança","grupar","esse","completar","garantir","etária","confirmar","receber","aberto","dgs","forã§ar","melar","vacinado","modalidade","primeiro","bom","vacinar","coordenar","visitante"
"22","capacidade","lacerda","unidade","curry","ser","suspeito","usar","utilizado","em","serviço","referir","lvt","imprensar","imprensar","ministrar","ministrar","informação","avançou","activo","população","especificar","residencial","ordem","bastonário","saber","ter","não","testar","salientar","médicos","serviços","recebao","médicos","temer","disponível","dar","ministrar","recurso","descarregar","sazonal","digital","neste","vacina","carruagem","brasil","pouco","versão","linha","centrar","voluntários","ministério","oferecer","cartar","centro","disponível","astrazeneca","contra","contra","pdf","já","maior","lopes","administrado","task","faixa","planar","tomar","marcação","jovem","utente","janssen","final","científica","gouveio","agendamento","senha","centrar","frio","semana","covax"
"23","ordem","cuidado","serviço","médico","imprensar","instituições","doenças","que","ministrar","realizado","de","foco","caso","unidade","graça","capacidade","concelho","imprensar","objectivar","acto","unidade","tejo","condir","misericórdias","formação","social","afirmar","instituições","governante","necessário","lacerda","versão","unidade","marta","neste","internamento","necessidade","internamento","versão","hospital","publicar","serra","receber","desertar","cidade","têm","secção","processar","serão","brigada","ir","rita","próximo","professor","que","superior","vacina","população","etárias","coordenador","partir","faixar","fonte","mais","segundar","task","aberto","processar","marcação","lêse","agendamento","efectividade","janssen","senha","idade","dosar","receber","coordenador","menos","absorção"
"24","cuidado","médico","médicos","sns","cuidado","realizado","temer","avançou","março","letalidade","taxar","atenção","secretário","que","testagem","adjunto","testar","resposta","transmissão","sobrar","aluno","norte","secretário","sns","pdf","médicos","surto","disponível","respostar","actividade","ou","pdf","esse","internado","antigénio","secretário","idade","comunicar","aquele","cincar","hospitalar","será","processar","movimentar","casar","itália","ser","utilizar","fase","recurso","enviar","contra","ficar","mil","cercar","henrique","ler","público","descarregar","marcar","menos","serra","taskforce","agendar","poder","mais","autoagendamento","residência","ritmar","dgs","não","direcçãogeral","evidência","idade","utente","modalidade","leitura","modalidade","exército","avat"
"25","combater","nacional","imprensar","marta","português","contactar","em","de","doente","freitas","trabalhar","ricardo","conferência","número","ocupação","cirurgia","alentejo","rt","evolução","instituto","sobrar","responsável","esse","ministrar","nacional","jamila","ter","rápida","ver","esperar","contar","descarregar","em","serviço","regime","saúde","norte","acolher","desta","parar","dever","universitário","estrutura","negócio","manhã","militar","ramo","produto","protecção","municipal","latinar","pelar","eduardo","serão","sábado","mesquita","task","versão","link","maio","local","população","portugal","agendamento","está","esse","coordenador","taskforce","mil","casar","cercar","planar","ainda","fimdesemana","já","henrique","lopes","inoculado","vacinado","doado"
"26","este","linha","capacidade","cabral","dgs","outro","letalidade","taxar","imprensar","graça","valar","avançou","adiantar","internado","imprensar","afirmar","laboratorial","unidade","jorge","rt","redar","sobrar","desta","cuidado","ministrar","reforço","reforço","unidade","destacar","reforço","reforço","intensivo","imprensar","médicos","secretário","descarregar","centrar","saúde","trabalhar","médico","foco","serviço","neste","tudo","menos","municipal","ajudar","planar","público","respostar","task","chamada","descarregar","pedir","contra","centrar","público","ano","covid","significativo","primeiro","adiantar","autoagendamento","aberto","até","maior","população","área","administrado","terçafeira","costa","idade","aberto","directorageral","adolescente","adesão","etária","aberto","cercar","ueeee"
"27","ajudar","urgência","viseira","unidade","cirúrgicas","cuidado","material","ter","testagem","diagnóstico","testagem","freitas","rastreio","acima","sublinhar","respostar","dispensar","duarte","podar","cem","especialista","relativamente","godinho","acima","hospital","serviço","ana","internamento","idoso","digital","global","lopes","serviço","assinar","assinar","centrar","situação","ano","maria","maior","relacionar","lopes","critérios","primeiro","miguel","brasil","ferreiro","profissional","ministério","versão","pobreza","administração","link","faculdade","ir","primeiro","poderá","portuguãªs","bom","inoculado","janssen","primeiro","já","começar","seis","medicinar","explicar","ter","campanha","lectivo","aberto","etário","está","processar","aberto","processar","recusar","portugal","dos","europeu"
"28","privado","cama","conferência","hospitalar","enfermeiro","letalidade","explicar","mãos","estar","cirurgia","seixal","estratégia","boletim","foco","durante","sales","unidade","sns","acelerar","ministrar","universidade","cuidado","destacar","são","sales","luís","melhor","social","unidade","realidade","lopes","hospital","nacional","da","antónio","região","versão","polónia","centrar","suíça","comer","lotar","responder","apoio","redar","acrescer","autarquia","em","gnr","escrever","câmara","mil","pdf","assinar","portugal","site","planar","esse","população","primeiro","grupo","distrito","maior","forã§ar","faixar","cavaleri","faixar","fonte","horar","objectivar","receber","decisão","saúde","graça","administrado","dar","aberto","falhar","maltar","chegar"
"29","todo","testar","cruz","da","reservar","neste","individual","intensivo","internamento","referir","doente","amostra","freitas","sns","ipo","reforço","agrupamento","equipa","índice","informar","população","ordem","mendes","freitas","preparar","realidade","dizer","cuidado","cama","arte","privar","enfermeiro","aqui","actividade","descarregar","assinar","enfermar","patologia","faltar","profissional","investigação","disponível","january","dia","encontrar","função","serviços","pouco","lisboa","francisco","viajar","prioritários","actual","reunião","trimestre","graça","que","docente","processar","agendamento","abril","ir","processar","vacinal","mais","conhecer","agendar","até","querer","até","grupar","gouveio","agendamento","portal","fonte","esquema","portugal","manhã","ordem","longo"
"30","face","faltar","marta","lisboa","tratamento","protecção","análise","equipamento","um","positivo","ministrar","cama","empresa","estar","nem","intensivo","madeirar","conferência","rt","lisboa","momento","que","da","surto","possível","nacional","ir","nacional","intensivo","hospital","mental","diagnóstico","centro","covid","link","nacional","covid","esperar","publicar","em","medida","processar","em","ou","enfermeiro","prestar","lisboa","definido","distrito","cabra","crescimento","forã§ar","que","ser","utente","proteger","marcar","disponível","assinar","marcações","cercar","com","agendamento","esquema","dgs","poder","parar","ser","fila","anteriormente","modalidade","melar","portal","agendamento","com","desta","apelar","adolescente","queimódromo","aos"
"31","antónio","respostar","temer","antónio","serviço","milhão","importante","cuidado","relativamente","assistente","respostar","hospital","taxar","graça","intensivo","têm","transmissão","invernar","inquérito","propagação","dizer","últimos","surto","letalidade","ter","estrutura","criar","sobrar","recuperação","temer","recurso","faltar","tâmega","versão","recebao","disponíveis","aumentar","em","oe","casar","médicos","entregar","alentejo","ali","observar","estrutura","dezena","transportar","patologia","instituições","já","facebook","daqui","espaço","primeiro","processar","nacional","inoculação","april","planar","possibilidade","completar","astrazeneca","receber","processar","totalmente","garantir","casar","melar","semana","agostar","inoculação","decisão","vicealmirante","desta","portugal","com","vacinal","etárias","receber"
"32","tratamento","luva","usar","encomendar","capacidade","laboratorial","dos","sobrar","está","enfermeiro","unidade","profissional","intensivo","haver","regiões","sobrar","porque","preparação","reduzir","rodrigar","internado","acontecer","conferência","pescador","disponível","marta","questão","admitir","nível","importância","crescente","pouco","privado","assistencial","versão","link","estrutura","serviço","amadorasintra","cuidado","profissional","diogo","serão","linha","certamente","força","vacinar","referir","proteger","cidadãos","secretário","atleta","indonésia","parar","mil","contra","profissional","agendamento","sextafeira","em","dos","começar","ter","milhões","gomar","anticorpo","faixa","local","vicealmirante","pessoa","astrazeneca","universal","grupar","etária","agostar","vacinar","fonte","administrado","imunizar","governar"
"33","sns","lar","máscara","individual","privado","fazer","nacional","importante","dado","surtir","não","cercar","amador","explicar","médicos","directorageral","jamila","surto","eventual","taxar","familiar","surtir","acontecer","barreirar","ou","dar","conseguir","que","querer","associação","prestar","ou","sousa","unidade","já","recebao","assinar","estará","reacção","lista","infecção","prever","primeiro","daqui","pastelaria","oxigénio","profissional","contactar","polícias","crime","administração","testagem","insa","autarquia","rodrigar","catarino","normal","neste","nacional","etária","caminhar","astrazeneca","etária","cercar","grávidas","epidemiologia","mais","etária","primeiro","suspensão","tomar","problema","tomar","covid","partir","autoagendamento","corresponder","momento","portuguãªs","útil"
"34","enviar","diagnóstico","direcçãogeral","milhões","mil","cliente","quantum","estar","marta","portuguãªs","hospital","focar","identificar","sintra","epidemiar","intervenção","sublinhar","acção","letalidade","oms","tejo","ter","sobrar","ver","público","viver","trabalhador","não","médicos","ver","referir","recurso","lacerda","armada","ajudar","pdf","secretário","ministrar","outro","menos","médico","secretário","médicos","observar","porque","ocidental","centrar","angra","chamado","enfermeiro","checar","assinar","expectativa","trabalhador","vão","vicealmirante","rncci","portugal","já","utente","que","fase","este","agostar","normalmente","recomendação","segundafeira","centrar","algum","poder","semana","receber","desta","desta","disponível","parar","perto","dia","direcçãogeral","ecdc"
"35","civil","área","coimbra","conferência","fretar","acima","imprensar","dgs","directorageral","existir","afirmar","insa","dgs","serviços","capacidade","antónio","modelar","concelho","subdirectorgeral","algarve","lar","regional","conjuntar","costa","resposta","destacar","instituições","exemplo","lacerda","contexto","digital","assinar","responder","urgente","necessidade","covid","disponível","casar","dez","grupar","em","estará","idoso","comer","profissional","assinar","neste","aces","unidade","região","pessoa","prioridade","turismo","vacinado","vacina","publicar","fase","responsável","publicar","próxima","dado","vacinal","acelerar","grupar","etárias","técnica","abrir","às","parar","ministrar","centro","administrado","completar","faixar","grupar","com","população","social","cobertura","permitir"
"36","euro","privado","cirúrgicas","transplantar","vigilância","dia","valar","boletim","utente","que","foco","construção","estrutura","em","lvt","referir","julho","referir","tejo","últimos","existir","transmissão","unidade","portuguãªs","portuguãªs","antónio","sns","sales","ministrar","ventilador","ministrar","daqui","não","recurso","preparar","está","membro","dívida","norte","andré","modelar","unidade","militar","mas","novembro","longo","disponibilizar","dimensão","fernando","ministério","bombeiro","maio","enviado","lisboa","descarregar","visitar","versão","enfermeiro","autoagendamento","atingir","região","etária","arrancar","administrado","autoagendamento","saúde","capacidade","vacina","gouveio","responsável","população","marcação","vacina","casar","sábado","portar","vacinal","eficácia","inoculado","unido"
"37","usar","ajudar","vermelhar","enfermeiro","linha","mil","médicos","máscaras","enfermeiro","estão","acrescentar","transmissão","ainda","referir","onda","região","regional","taxar","cidadãos","ana","responsável","bem","cuidado","ars","pontar","temer","protecção","lacerda","recurso","público","linha","psicólogos","questionar","já","armada","sales","de","edição","confirmar","trabalhador","praticamente","forças","descarregar","saúde","às","idade","prioritários","operacional","das","humano","adjunto","mercar","forças","pouco","link","vulneráveis","bombeiro","descarregar","faixar","portuguãªs","público","processar","completar","completar","centrar","investigador","trimestre","administrado","técnica","enviado","deverá","parecer","comorbilidades","setembro","pessoa","adolescente","entrar","pontar","matosinhos","entrado"
"38","nacional","recurso","centrar","imprensar","estão","individual","situações","regrar","dos","unidade","profissional","contacto","pública","cuidado","portugal","cama","medicamento","questionar","nacional","próprios","atendimento","diminuição","nacional","insa","porque","ferramenta","humano","hospitalar","resiliência","ser","ocupação","com","está","aqui","marta","lacerda","crescimento","uci","santo","picar","probabilidade","enfermeiro","link","úteis","bastar","famílias","descarregar","irregularidade","essencial","fase","transportar","centro","versão","primeiro","pdf","lisboa","dado","link","está","henrique","datar","números","população","cidadãos","receber","tomar","janssen","faixa","vacinal","compromisso","antónio","população","centro","pessoa","vacina","vacinal","ensaiar","chegar","elegível","além"
"39","sales","combater","cuidar","dizer","conferência","graça","tratamento","serviço","tratamento","enfermar","desta","nacional","letalidade","doente","nacional","lacerda","junho","médicos","pouco","transmissão","prioridade","utente","afirmar","tejo","sentir","cada","equipamento","cruz","sales","situação","este","estará","versão","disponível","que","profissional","enfermeiro","secretário","italiano","publicar","promover","administração","prioritários","longe","ine","decorrer","selecção","indevido","norte","contra","confirmar","operação","astrazeneca","cartão","vacinar","bombeiro","agendar","fimdesemana","administrado","entrever","está","jorge","tomar","nós","breve","administrar","receber","vicealmirante","mais","melar","administrado","semana","task","universal","dgs","agostar","adesão","planar","owid","mil"
"40","médico","sintoma","clínico","cuidado","utilização","unidade","respostar","um","números","mil","distrito","fazer","ministrar","sempre","amador","freitas","números","combater","neste","região","vidar","lacerda","utente","de","daqui","aml","costa","avaliação","problema","em","imprensar","enfermar","pdf","portar","redar","conferência","público","ventilador","qualidade","prevenir","aldear","médico","proveniente","lisboa","tap","contexto","vacinado","director","operacional","idoso","média","técnicos","fase","descarregar","ciclo","planar","vacinações","cercar","agostar","grupar","portal","cercar","online","planar","agendamento","rápida","justificar","administração","sms","já","possível","site","precisar","ainda","coordenador","utente","pessoa","enviado","vacina","parar"
