"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"11","plan","room","plane","chief","land","uk","scottish","produce","ppe","philippe","salomon","ppe","personal","villa","work","facebook","rule","together","government","england","uk","hibernation","victory","party","government","need","prime","reopen","call","irish","minister","eu","secretary","mp","khan","household","monday","manchester","restriction","rate","travel","uk","rate","restriction","plan","really","really","sturgeon","variant","parent","make","uk","effective","bbc","uk","need","re","hancock","shoot","evidence","resume","medicine","outweigh","regulator","use","blood","former","regulator","far","use","cdc","prevention","study","approve","oxford","protection","protection","review","develop","datum","shoot","dos","authorisation","may","myocarditis","age","dos","adult","use","moderna","shot","receive","us","approval","us","johnson","study","approve","study"
"12","leave","wirral","arrowe","sure","wirral","transmission","australia","old","kit","worker","bed","british","government","government","tomorrowspaperstoday","nhs","speak","defence","ease","party","johnson","telegraph","england","great","consequence","return","long","happen","much","stay","eu","evidence","matt","gove","london","people","boris","boris","burnham","part","vote","will","hospitality","think","johnson","feel","family","household","borough","sturgeon","bbc","prof","lockdown","go","protect","want","dose","suggest","norway","norway","agency","finding","risk","recommend","johnsons","us","risk","pregnant","reuters","executive","regulator","center","cavaleri","regulator","include","use","us","candidate","covid","astrazeneca","israel","trial","immunity","inc","age","inflammation","vulnerable","dos","offer","amp","use","pfizer","develop","merck","use","five","antibody","effective","first"
"13","nhs","evacuation","evacuation","evacuation","stop","wale","uk","moment","produce","treat","french","medical","supply","stephen","telegraph","science","secretary","street","scrap","scotland","agree","protect","boris","ensure","vote","christmas","will","think","fair","need","trade","minister","castex","france","six","uk","irelands","lockdown","andy","move","essential","note","see","will","group","guardian","workplace","strain","stay","act","mean","advisory","re","get","vaccine","go","professor","dose","datum","astrazenecas","regulator","clot","use","link","european","drug","clot","commission","johnson","adult","administer","johnson","medicine","ivermectin","trial","suggest","sinovac","find","pfizerbiontech","shot","drug","moderna","jab","risk","use","heart","vaccine","study","authorise","protection","cdc","us","covaxin","age","treatment","deliver","approve","antibody","month"
"14","will","briton","local","officer","pass","scottish","college","pm","france","equipment","supply","healthcare","mask","wear","ickes","work","staff","africa","outdoor","allege","british","vote","party","accuse","thing","able","give","delay","scotland","hancock","abe","situation","law","local","restaurant","rise","party","leader","mp","lockdown","restriction","hancock","east","festive","england","get","together","rate","leader","tier","variant","lockdown","deadly","thing","holiday","study","boris","obesity","vaccine","oxfordastrazeneca","astrazenecas","datum","agency","platelet","agency","assessment","effect","previously","chief","contract","bahrain","receive","patient","disorder","prevent","pfizer","study","response","effective","regulator","use","regulator","age","study","bus","drug","adult","drug","develop","shoot","regulator","administer","shot","booster","approval","shoot","company","trial","child"
"15","fly","facility","passenger","tomorrow","hunt","prof","peak","vaccine","bbcpapers","fight","intensive","nightingale","adviser","boris","boris","love","boris","personal","british","mp","chile","election","win","france","read","clear","go","boris","grade","household","commission","serve","distance","minister","prime","northern","pub","london","government","yorkshire","secretary","john","national","really","county","hospitality","relative","area","clear","need","really","fabric","life","sky","really","mutation","really","jab","offer","ema","medicine","agency","dose","jab","legal","rare","offer","young","effective","ema","disease","shoot","sinopharm","administer","create","moderna","immune","give","safety","approval","regulator","immune","antibody","protection","adult","adult","response","treatment","european","receive","authorise","population","cdc","course","shoot","less","million","astrazeneca","high"
"16","staff","will","official","continue","officer","case","contract","late","donate","bed","surgical","individual","tomorrowspaperstoday","ppe","facebook","government","dominic","pm","englands","scientific","medical","page","prime","decide","england","secretary","can","england","meet","warn","commissioner","rave","gathering","avoid","england","urge","area","plan","labour","alert","scotland","serious","labour","government","course","rate","elderly","east","nhs","johnson","england","mutation","interview","martin","happen","see","will","analysis","hancock","safety","efficacy","rare","european","receive","recommend","mexico","european","johnson","rare","drug","prevention","child","personality","oxford","symptom","eu","blood","suggest","administration","globally","bn","use","emergency","rare","us","approve","approve","us","trial","johnson","study","agency","pfizer","company","antiviral","medicine","covax","moderna","five"
"17","evacuee","california","southern","facility","like","england","move","permit","paris","patient","shortage","cant","boris","adviser","former","quarter","lockdown","front","weekend","legal","chilean","level","presidential","french","gove","boris","train","resurgence","write","apologise","police","england","avoid","rise","across","mix","judge","restaurant","wale","rise","urge","bbc","pub","go","vote","wale","rate","johnson","next","evidence","work","level","think","speak","johnson","antibody","vaccinate","phe","although","agency","trial","low","regulatory","jampj","expect","decide","prepare","rare","regulator","moderna","study","dose","jab","pfizer","product","immune","antibody","fake","month","survey","sinovac","clinical","immune","myocarditis","two","recommend","center","cdc","authority","sputnik","prevention","child","disease","trial","child","clinical","current","shot","pfizerbiontech"
"18","park","leave","threat","separate","prof","phase","scotland","social","personal","offer","france","protection","johnson","prof","policy","choice","matt","castle","adviser","handle","smartphone","worker","french","walker","make","transport","stay","publish","prime","saliva","martin","socialise","boris","east","pub","pm","next","local","level","really","uk","really","flatten","johnson","common","term","wale","rapidly","add","education","compliance","protect","boris","uks","go","will","johnson","show","sinovac","denmark","suspend","effective","review","rollout","dos","investment","authorise","trial","prize","treatment","population","pfizerbiontech","treat","pfizerbiontech","vaxzevria","prevent","rare","regulator","lung","hesitancy","sale","develop","study","additional","approval","myocarditis","novavax","israel","us","food","give","shot","shoot","shoot","johnson","approve","shoot","develop","protection"
"19","briton","passenger","briton","leave","nhs","trace","measure","rate","front","produce","protection","role","cummings","cummings","prime","main","breach","break","senior","prosecutor","level","minister","johnsons","election","shop","thing","music","wed","old","taoiseach","account","hotspot","police","newport","place","bar","northern","think","welsh","pressure","tier","want","adviser","national","conservative","obviously","people","change","manchester","reopen","prof","britain","child","effect","wear","south","old","illness","brazilian","decision","suspension","astrazenecas","ema","fda","shoot","health","ask","authorise","covid","able","inflammation","shot","experience","johnson","long","european","mix","delta","approve","publish","develop","study","drug","shoot","booster","disease","datum","pfizerbiontech","study","adviser","us","expert","fda","ema","pfizerbiontech","receive","disease","receive","shot"
"20","day","park","ask","princess","case","containment","likely","numb","ceasefire","doctor","nightingale","exist","advise","telegraph","paper","consistent","college","daily","uks","workplace","handle","fashion","deer","opposition","senior","significant","johnson","today","stop","resignation","respect","politician","prime","public","people","think","london","mp","introduce","live","way","way","increase","winter","level","neville","boris","part","new","secretary","thing","offer","strategy","want","need","version","reduce","concern","rate","risk","link","suspend","shoot","clinical","rollout","change","fit","dos","criticism","rare","adolescent","control","blood","effective","medicine","recommend","astrazeneca","disease","immune","johnson","receive","offer","infection","immunity","regulator","side","condition","vulnerable","agency","give","drug","regulator","sputnik","valneva","amp","eu","age","light","recent"
"21","land","land","wuhan","cruise","total","community","trust","kind","gear","healthcare","equipment","lack","worker","care","british","giant","symptom","trip","picture","tomorrowspaperstoday","act","poll","spend","insist","campaign","travel","scotland","park","newspaper","mp","european","make","set","castex","today","sir","england","johnson","area","canadian","except","executive","minister","different","area","nhs","great","spread","term","now","ever","little","risk","reassure","radio","people","may","manaus","carry","rare","rare","age","trial","european","among","vaccination","procurement","say","amp","protein","heart","rare","ema","approval","severe","approve","regulator","result","biontech","safety","system","people","dose","age","medicine","panel","administer","people","center","fda","russian","use","group","datum","regulator","give","datum","offer","shop"
"22","evacuation","san","isolation","northern","chris","hospital","child","scotland","face","nurse","worker","trust","committee","secretary","position","elderly","fully","guidance","science","heitz","kit","wale","factory","son","mandatory","vote","need","even","system","operation","acknowledge","hungary","moonshot","bordeaux","maximum","come","mp","mayor","circuitbreaker","serve","incidence","support","slow","scientific","restriction","much","admission","rule","primary","variant","strict","child","response","research","occur","britains","group","nhs","post","link","risk","china","benefit","agency","risk","regard","link","european","contract","clot","cent","european","clot","meet","get","efficacy","likely","trial","sputnik","administration","biontech","age","participant","regulator","billion","datum","protection","response","antibody","reuters","amp","cdc","receive","pfizers","medicine","us","amp","heart","six"
"23","carry","russian","quote","information","passenger","total","age","still","offer","personal","system","gown","health","priti","uks","policy","understand","uk","scientific","osha","involve","member","political","shift","scenario","possible","important","pause","travel","october","young","government","see","announcement","lockdown","need","introduce","liverpool","business","josh","enact","allow","stress","nhs","social","sure","bubble","restriction","now","measure","level","impact","britain","really","interview","target","go","vaccine","contagious","suspension","analysis","antibody","advisory","information","jab","italys","speak","amp","question","booster","whether","online","clinical","moderna","protection","sinovac","medicine","roll","use","fda","clinical","jab","pfizerbiontech","review","response","old","panel","whether","reuters","administer","effective","base","pfizerbiontech","rare","shot","turkey","pfizer","use","low"
"24","coach","fly","continue","westerdam","australia","dr","dr","say","medical","facility","unit","chief","miss","protective","remove","place","work","local","moment","judge","al","company","emmanuel","voter","winter","happen","appropriate","fine","need","risk","action","law","government","lockdown","household","mp","unemployment","expect","close","council","another","extend","possible","risk","mix","rather","mix","scientific","rate","must","serious","recommend","vaccinate","across","turn","priority","disease","mutation","use","safe","safe","prevent","recommend","pregnant","us","pregnant","side","ontario","immunisation","spike","vaccination","vaccinate","state","dos","jab","gap","moderna","virus","base","covid","johnson","delta","standard","inoculation","pregnant","hong","participant","virus","population","medicine","eligible","amp","approval","antibody","group","valneva","supply","immunisation","rise"
"25","wirral","southern","government","prof","cruise","appointment","alert","live","healthcare","die","team","export","work","mask","information","reveal","police","guardian","shield","criminal","father","bbc","reform","independent","work","action","possible","lot","current","martin","deputy","lack","change","consider","spread","restaurant","survey","place","measure","meet","must","trudeau","close","allow","reduce","welsh","get","wale","need","restriction","will","risk","scientific","interview","see","forward","shoot","staff","indicate","resume","batch","risk","europes","cvst","concern","johnsons","use","appointment","trial","age","european","platelet","emergency","university","make","ema","disorder","clinical","antibody","jampj","efficacy","evidence","wane","safety","clinical","fda","biontech","receive","approve","administration","agency","disease","authorisation","dose","antibody","campaign","shot","australias","get"
"26","take","force","two","citizen","see","return","individual","carry","fight","dr","refer","unit","phe","chief","step","look","british","england","make","life","prosecutor","union","civil","future","agricultural","parliament","secretary","canadian","social","couple","recommendation","party","numb","restaurant","leader","west","approach","scotland","ireland","serious","regulation","tier","really","celebrate","go","clear","school","keep","change","new","advice","raab","say","irish","little","disease","programme","among","germany","benefit","receive","pfizer","young","age","action","panel","early","clinical","date","agency","agency","heart","agency","raise","base","antibody","joe","covid","health","israel","participant","disease","six","approval","comment","wane","ivermectin","low","cdc","immune","pfizerbiontech","johnson","moderna","agency","give","recommend","immune","singapore","centre"
"27","air","arrival","afp","concern","unclear","reduce","within","operate","conflict","frances","dr","st","patient","advice","care","prof","adviser","rule","scientist","read","front","french","council","friday","station","boat","point","sense","school","able","phil","attend","france","wale","restriction","bbc","people","tackle","union","region","fall","wale","response","plan","christmas","devastate","child","know","high","work","system","hope","british","border","mild","mp","add","adult","find","event","say","efficacy","assessment","scientist","meet","developer","far","offer","bahrain","trial","say","us","abu","food","antibody","rare","warn","mexico","combination","rate","revenue","certificate","israel","drug","push","expert","severe","severe","novavax","million","deliver","drug","trial","give","administer","say","child","researcher","risk"
"28","hospital","canadian","record","stop","understand","recently","covid","message","page","ppe","worsen","drink","secretary","work","minister","bbcpapers","next","aide","stand","sturgeon","paris","parliament","district","quite","sure","winter","absolutely","yes","must","england","attend","gather","organise","north","soon","act","pm","move","live","uk","december","leader","suggest","period","englands","people","think","variant","impact","college","risk","single","mask","happen","will","jab","child","matt","community","side","drug","seven","oxfordastrazeneca","safety","pregnant","give","possible","add","blood","cell","age","amp","official","result","survey","jab","chief","offer","offer","jab","transplant","astrazeneca","dos","elderly","administration","effect","manchester","develop","receive","cdc","expect","october","novavax","authorisation","disease","commission","cause","research","read"
"29","accommodation","plan","land","strike","illness","police","department","restriction","staff","director","healthcare","london","lead","visit","reveal","telegraph","school","father","member","isolate","rule","prosecutor","guardian","round","scientific","jobkeeper","conference","workplace","customer","believe","pub","member","whole","place","music","now","indoor","prime","will","east","week","action","uks","british","whether","school","hard","must","wale","london","fine","programme","low","group","hunt","right","adult","ek","test","temporarily","pause","review","concern","syndrome","complete","efficacy","october","receive","cell","receive","man","patient","symptom","researcher","manufacture","sputnik","effective","datum","fauci","age","researcher","dose","safety","jab","six","cdc","jab","control","control","offer","approve","million","million","antiviral","authorise","agency","give","million","yet"
"30","arrowe","arrowe","heathrow","allow","dr","important","lawmaker","guidance","arm","insurance","admit","admit","advice","clinic","channel","home","guardian","nhs","spot","employer","contacttracing","step","infrastructure","role","fund","sale","really","point","boris","bite","guideline","european","will","area","bma","northeast","move","bar","council","situation","gmt","elderly","effect","hancock","uk","community","shop","may","able","clear","go","new","new","programme","martin","conservative","ease","evidence","source","follow","france","six","receive","case","pause","product","current","tell","steroid","medicine","fully","jampj","sinovac","population","difference","drug","viral","university","lead","fear","compromise","oxford","shoot","moderna","month","dos","shot","immune","people","age","food","prevention","already","mercks","million","ministry","exist","protection","find"
"31","brize","group","prompt","evacuate","overseas","social","complex","risk","gown","week","private","receive","doctor","protect","sign","get","forward","mail","meeting","issue","vatican","week","minister","claim","british","can","plan","virus","appropriate","pub","varadkar","organise","day","cabinet","meet","venue","will","mix","yorkshire","help","sturgeon","cancel","little","matt","much","high","rule","action","move","leader","event","black","enough","see","worry","committee","nhs","effective","people","effect","symptomatic","european","adult","johnsons","benefit","dos","johnson","june","age","effective","young","agency","moderna","link","authorisation","symptomatic","israel","israel","age","israeli","jab","start","moderna","adult","partner","vote","study","prevention","old","less","control","access","company","sputnik","pfizers","shot","say","rollout","become"
"32","norton","qantas","reporter","move","bring","trust","transmission","four","kering","work","receive","frontline","gaza","peak","raab","image","young","story","nhs","chief","emergency","become","deal","apply","important","support","know","shop","book","table","apology","commissioner","almost","scientific","rise","indoor","tighten","mean","breaker","level","normality","paper","lockdown","secretary","household","citys","level","place","midlands","plan","day","group","border","whether","get","april","cautious","good","tell","batch","age","occur","event","datum","find","prof","treatment","available","vaccinate","johnsons","urge","say","curevac","francisco","study","dose","need","safety","jab","antibody","dos","infection","full","dos","design","next","essential","pill","shot","regulator","center","vaccinate","pfizers","available","paxlovid","expect","researcher","give","give"
"33","next","charter","onboard","darwin","give","care","concern","personal","company","ventilator","provide","team","medical","matt","wrong","panda","johnson","minister","britains","deem","opposition","africas","sunday","widely","field","event","lot","like","shield","pregnancy","prime","former","everyone","put","pm","london","lose","advice","minister","will","childcare","vote","advice","manchester","festive","englands","can","say","education","risk","great","think","much","decline","speak","can","bbc","prioritise","johnson","pause","norway","participant","committee","decision","suspend","effective","age","security","ontario","disease","approve","disease","control","clot","approval","whether","provide","kwasi","shot","effectiveness","mrna","two","time","compare","file","trial","immune","roughly","protection","authorise","american","control","administration","administer","receive","jab","work","available","vaccination"
"34","france","symptom","air","video","specialist","however","type","fatality","specialist","protection","frontline","doctor","uk","penny","sunday","wale","important","page","london","opposition","pay","target","front","member","possible","sure","scenario","scenario","winter","lose","party","balance","officer","party","zone","liverpool","prime","council","impose","need","extend","think","fix","mp","fine","re","will","will","great","nhs","critical","unlikely","high","impact","learn","everyone","get","professor","medical","concern","datum","say","senior","review","medicine","medicine","five","anvisa","premier","sanofi","programme","offer","request","amp","know","six","fauci","researcher","approval","heart","variant","regulatory","variant","cancer","fda","roll","shoot","reuters","health","russian","age","soon","young","us","adult","expert","nearly","australian","million"
"35","repatriate","week","house","ask","block","contract","whole","seven","macron","disease","gaza","die","eu","apology","every","address","blame","senior","association","administration","return","boris","page","action","country","obama","johnsons","checkpoint","situation","though","target","prisoner","increase","act","right","restriction","claim","like","englands","winter","west","point","drakeford","lead","system","social","start","box","lockdown","gething","advisory","good","patel","lead","effective","clause","ask","recommend","follow","review","survey","find","covid","medicine","disorder","situation","programme","rollout","region","blood","offer","rural","mental","base","production","datum","reduction","dose","forecast","immune","survey","ronapreve","us","develop","participant","administration","covid","likely","authorisation","panel","reuters","human","center","modernas","cdc","trial","medicine","match","year"
"36","military","repatriate","facility","christmas","transmission","need","flu","type","bonus","gather","protective","patel","chief","face","adviser","announce","part","watch","opposition","protect","bid","public","philippe","fear","want","england","rule","turn","method","reduce","say","say","across","senior","group","monday","vote","minister","high","support","ahead","holiday","matt","thing","gove","want","like","vallance","return","scottish","secretary","put","advisory","age","thing","tell","british","single","matt","organization","danish","biontech","safety","brain","six","next","severe","slow","astrazeneca","pfizerbiontech","drug","guest","johnson","sinopharm","alternative","shoot","syndrome","time","condition","initial","offer","immunity","delta","inflammation","biontech","us","produce","target","company","pfizerbiontech","administer","center","regulatory","treatment","merck","prevention","trial","pharmaceutical","contract"
"37","prepare","together","start","now","medical","college","player","cope","independent","authority","export","home","healthcare","safety","protective","prime","offer","public","sage","labour","alert","africa","cancer","tweet","independent","bbc","foreign","via","welcome","require","society","bloc","everybody","enforce","cabinet","decision","curfew","measure","letter","scotland","care","sir","hancock","sage","impact","safe","thing","look","list","boris","home","know","trial","important","early","school","april","germany","research","ireland","az","clinical","finding","event","change","trial","aim","consultation","executive","initial","currently","information","rare","rare","sinovac","infection","thailands","majority","protection","approve","mix","approve","make","illness","find","response","american","science","fda","antibody","recommend","hiv","regulator","eu","course","administer","pill","inequality","french"
"38","minister","hospital","individual","us","department","healthcare","illness","decision","fashion","war","say","three","role","worker","good","zoo","refuse","vital","vantam","full","metre","group","mail","british","father","refund","think","support","prof","everything","situation","event","act","numb","level","expect","dublin","different","supermarket","ireland","people","start","right","poll","face","look","rutte","much","mix","support","place","dose","good","take","term","ease","research","datum","university","halt","interim","woman","study","committee","guidance","way","medicine","company","anthony","news","recommend","trial","regulator","risk","suggest","inoculate","european","participant","university","condition","astrazeneca","medicine","pfizers","decide","immune","many","prevention","datum","decision","approve","less","trial","indian","amp","center","far","find","pfizerbiontech","provide"
"39","delay","airport","reuters","land","northern","staff","appropriate","express","frontline","club","lift","resource","trial","dominic","scientific","know","debate","government","rule","personal","step","law","tension","long","can","though","full","much","uk","maybe","risk","club","may","household","bbc","evidence","opposition","will","circuit","restaurant","remain","long","john","whether","los","need","festive","rise","restriction","say","scientist","school","put","cant","vaccinate","joint","long","list","suggest","say","among","fall","death","ema","woman","state","available","germany","severe","astrazeneca","amp","deliver","pfizerbiontech","shoot","ensure","clinical","maybe","misinformation","financial","adult","forecast","datum","suggest","biotech","safety","advise","clinical","administer","issue","prevention","shoot","medicine","eligible","product","company","share","president","ema","hunt"
