"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"11","virus","yokohama","confirm","japan","among","british","dorries","ship","de","die","crow","bolsonaro","rio","ship","paraguayan","treat","run","reform","inmate","rio","confirm","russian","airline","venezuelas","family","without","president","newspaper","protective","negative","nice","hospital","china","first","giammattei","social","committee","challenge","access","disproportionately","pressure","lose","frances","option","department","thousand","strategy","fresh","la","intensive","staff","help","oxygen","exist","vantam","pope","travel","bolsonaro","temporary","pandemic","health","lab","czech","leave","body","injure","corona","infection","river","countrys","way","hold","member","bolsonaros","jair","biotech","oxygen","court","rule","french","rubber","thai","wife","build","may","become","force","extension","breach","account","june","break","tower","frontline","furlough","year","house","support","labour"
"12","two","patient","crow","quarantine","foreign","coast","crow","hotel","president","rotterdam","de","city","island","refrigerate","home","president","grow","jair","brazilian","datum","en","russias","pilot","job","council","old","jair","brazilian","clinic","document","france","engage","weekly","effort","umrah","italys","residence","ronaldo","general","serbian","scenario","answer","period","containment","scheme","advance","queue","hospital","ward","treat","run","nhs","sri","ultraorthodox","hun","troop","financial","kill","brazils","jab","epidemic","save","paulo","brazils","leave","source","man","passenger","covax","guardian","large","venice","general","brazilian","prosecutor","student","health","fire","macron","ban","fire","rule","civil","gather","become","nurse","rule","strict","bad","far","unvaccinated","travel","guardian","javid","think","appeal","family","hold","spend"
"13","woman","japanese","port","dock","crow","board","nadine","british","paulo","county","doctor","close","taiwan","sri","traveller","de","clean","president","tragedy","death","colombias","vladimir","loss","el","herefordshire","amitabh","surgery","weapon","son","regional","tedros","save","player","eu","world","cup","news","player","division","employment","retail","scenario","citizen","musician","elderly","russian","nurse","home","unwell","re","pressure","reaction","many","israeli","york","nation","yet","cuomo","fake","poor","outbreak","chinese","sao","doctor","year","house","government","associate","facility","passenger","america","player","german","handle","allege","rally","revenue","demonstration","transport","contract","french","street","protester","doctor","build","contract","firm","plan","especially","conference","rate","tv","active","health","approach","service","industry","staff","alcohol"
"14","first","japan","disembark","national","briton","leave","leave","mitigate","van","coast","onboard","new","dock","brazil","hospital","putin","mexico","climb","janeiro","president","send","tax","temporary","producer","macron","view","attend","without","remove","group","miss","san","football","agency","site","saudi","associate","sport","australian","adviser","community","collins","video","officially","face","kenyon","home","hong","critical","ambulance","queen","vote","dose","drive","drive","guterres","consider","foreign","island","jair","replace","control","see","frontline","israel","inquiry","call","vietnam","traveller","outside","kill","bolsonaro","regulation","journalist","myanmar","bharat","rise","oxygen","supermarket","german","train","local","party","clash","catch","evacuation","air","company","fuel","job","average","find","ten","already","mail","family","factory","johnson","report"
"15","new","diagnose","japanese","crow","japanese","grand","coast","passenger","state","symptom","disembark","bus","jair","rio","letter","supreme","peru","interest","video","shopper","enough","wear","accept","fine","madrid","access","medium","remdesivir","america","adopt","red","listen","virus","test","red","will","reveal","former","finance","raise","group","comprehensive","headquarter","shop","find","hong","health","kong","cost","ward","capacity","bbc","risk","normal","israel","state","hub","city","france","old","appeal","release","serious","handle","even","patient","lockdown","operate","thailand","mass","mass","judge","far","senate","corruption","contract","outside","april","breach","respondent","arrest","affect","essential","pilot","pfizer","son","tourism","vietnam","force","problem","avoid","leave","mayor","choice","sajid","user","business","raab","street"
"16","diagnose","infect","japan","japanese","hospital","allow","francisco","london","great","crow","devastate","charles","fire","spanish","city","watchdog","president","latin","expert","accuse","power","university","announce","de","bolsonaro","strand","administration","mark","access","theatre","ihr","surgery","xi","jordan","international","match","play","kill","employee","power","club","assist","virtual","live","extra","first","department","crucial","elderly","uks","available","play","help","quite","campaign","un","vulnerable","fight","guardian","uk","anvisa","spread","demand","cemetery","ability","jair","essential","need","june","shortage","health","speech","infect","president","volcano","condition","protest","hold","antilockdown","arrest","bangkok","man","pass","violent","amid","suspension","police","carrier","system","wear","july","scotlands","recover","compulsory","care","support","conflict","thing","secretary"
"17","january","french","board","abel","office","fco","san","gmt","newspaper","liner","illness","sea","arrive","body","board","montreal","expert","video","toll","janeiro","nurse","just","operate","mexican","detention","rica","limit","patient","risk","jair","world","emergency","berlusconi","california","say","brazilian","korea","monday","cabinet","project","labour","save","cluster","festival","track","just","body","nurse","england","trust","look","dr","worker","francisco","study","dos","mine","bolsonaros","restriction","delay","spiral","former","outbreak","federal","illness","option","brazilian","many","wave","handle","cypriot","£m","commission","staff","tuesday","protest","citizen","direct","local","pass","macron","thailand","brazilian","outside","announce","austria","grow","coach","blame","mandate","lot","widely","summit","thousand","staff","book","demand","leader","event"
"18","wuhan","hong","dock","yokohama","national","briton","people","long","brazil","four","try","driver","spanish","farright","quarantine","st","russias","elderly","paulo","russia","state","nurse","hard","outbreak","mexican","daughter","brazil","bolsonaro","brief","broadway","former","society","lose","send","disaster","un","game","gel","committee","law","now","place","radio","win","almost","star","call","room","pressure","pressure","read","care","old","cell","speed","just","immune","federal","need","doctor","swear","human","call","run","paris","president","service","place","struggle","yearold","love","contract","support","bharat","political","outside","open","york","bed","france","negative","use","patient","attend","labour","popular","french","chi","day","continue","situation","person","event","really","matt","concern","white","dominic","take"
"19","hospital","italian","infection","citizen","abel","onboard","onboard","home","jair","pass","ill","aircraft","board","navy","middle","clean","chloroquine","brazilian","nearly","day","russian","square","poll","community","felipe","ceremony","humanitarian","voter","live","rutte","rapidly","ghebreyesus","director","cross","ministry","beyond","visit","athlete","advice","stand","expect","head","geneva","music","minute","british","patient","england","nurse","become","admission","visa","bbc","israel","vaccinate","behind","fund","union","adviser","island","former","president","record","family","mother","medical","lead","market","brazils","bolsonaro","worsen","philippines","follow","valid","response","health","city","pm","man","press","tear","monday","press","london","associate","protester","precaution","minh","parliament","county","issue","except","check","resident","spokesperson","astrazeneca","member","boris","year"
"20","transmission","port","south","case","board","quarantine","port","negative","guest","ill","infect","mayor","cuomo","student","clean","april","rate","rio","russia","criticise","evacuation","judge","likely","maduro","vi","drug","bad","dozen","good","success","climate","italian","worry","middle","prove","world","afp","citizen","green","line","guardian","worsen","avoid","way","study","injection","head","travel","next","overwhelm","need","device","park","re","major","now","association","handle","french","mat","surge","bolsonaro","brazil","young","tie","brazils","prevent","release","mix","janeiro","travel","spanish","trade","friday","president","identify","ambulance","health","city","street","attack","french","turn","mental","place","react","taxi","contact","vote","choice","occur","half","extremely","leave","uk","hear","force","investigate","prime"
"21","five","health","onboard","flight","video","stay","result","wife","rio","flulike","county","vessel","passenger","horse","investigation","street","great","mexicos","dismiss","pandemic","putin","lópez","queue","latin","spains","travel","medical","although","cough","ill","player","response","resume","host","italy","italy","£m","japan","mathias","commission","age","measure","october","track","mask","response","emergency","university","empty","nightingale","medical","bed","campaign","doctor","need","vaccinate","jab","france","single","tomorrowspaperstoday","whose","origin","deny","paris","hospital","failure","minute","patient","death","committee","brazils","normal","develop","brazil","ministry","work","french","sack","york","hospital","france","propose","coffin","southwest","melbourne","valley","austria","furlough","leave","celebrate","potential","lift","paris","hospital","javid","impact","live","christmas","team"
"22","suspect","disease","minister","contact","plane","home","penny","fly","bed","erin","plasma","mandetta","costa","janeiro","system","reportedly","mayor","obrador","investigate","toll","shopper","history","russian","test","call","political","ireland","production","brazilian","emergency","positive","adhanom","virtual","red","many","first","dispute","cristiano","grant","lesson","prof","boris","defeat","brief","test","hospital","detail","doctor","stretch","occupy","lung","medical","base","bad","immunity","refuse","create","fail","even","shattock","human","call","western","call","help","senator","woman","positive","medical","employer","copa","worry","staff","covaxin","fire","guardian","seek","military","either","city","army","twothirds","military","draghi","anger","first","drink","tell","cough","describe","ventilator","last","chancellor","want","gp","welcome","travel","government","stay"
"23","people","people","abel","back","bring","crow","hotel","wish","two","everglades","ferry","operation","citys","ice","farright","depend","italy","toll","register","farright","mine","victory","agree","indigenous","produce","swedish","access","final","threaten","village","response","want","jordan","evacuee","country","president","star","league","line","protest","december","learn","offer","family","worker","programme","essential","member","high","executive","manaus","adverse","treatment","can","display","twodose","official","shot","across","change","call","kill","brazilian","impose","amazonas","positive","treatment","senior","outbreak","american","centre","central","variant","nothing","senate","service","southern","shortage","train","antilockdown","gas","shop","away","conference","minute","cough","guard","help","handle","democrat","top","victoria","duty","hopson","meet","live","inform","family","civil"
"24","visit","result","three","department","evacuee","positive","california","carrier","researcher","mccormick","owner","gundy","york","police","officer","crow","medical","hold","student","phillips","pneumonia","military","vote","guardian","king","family","son","bad","lady","indian","castex","director","pandemic","strain","fire","positive","press","site","deliberation","finance","appear","job","weekend","pilgrim","country","begin","rollout","next","healthcare","cant","bbc","technology","can","people","cambodia","current","cooperation","everyone","support","unlikely","vaccine","heavy","jair","state","witness","kill","patient","body","report","recommend","worker","city","move","accusation","accusation","call","contract","centre","attend","majority","court","myanmar","ban","pass","rome","french","unusual","kill","park","friend","throughout","situation","los","deadline","foundation","community","bank","waiver","aware"
"25","news","crow","case","liner","pneumonia","us","ill","ready","california","american","florida","coast","janeiro","ap","mexico","item","la","announce","lópez","die","greek","war","gay","figure","jair","brazils","cinema","lead","americas","young","zoo","always","test","kill","cross","infect","patriot","private","murdoch","claim","prime","sir","british","staff","march","healthcare","healthcare","michael","see","staff","overwhelm","provider","sure","mass","widely","city","state","choose","must","crisis","nurse","claim","peru","rollout","group","write","modi","wave","expert","kill","block","emergency","detail","prosecutor","along","hear","spark","vest","bill","oppose","citys","prayuth","respond","leader","£m","come","court","dozen","reportedly","defence","unnecessary","drop","despite","home","lose","part","aviation","tier","eat"
"26","official","minister","person","russian","couple","steve","friday","aim","cuomo","dozen","sea","antibody","army","city","mexicos","jair","rio","hurt","obrador","statistic","unite","russia","tourist","suffer","paulo","many","personal","one","pick","site","pheic","milan","thousand","football","go","km","campaign","launch","nev","foreign","exit","pandemic","pressure","sell","patient","lead","sweden","steve","exam","capacity","healthcare","treat","intensive","confidence","combination","employee","point","guidance","help","president","prison","effort","choose","german","train","cause","covid","sunday","give","health","world","wave","empty","hear","buy","political","corruption","block","deploy","support","centre","personal","guarantee","describe","player","doctor","pull","outside","extraordinary","reveal","huge","level","germany","colleague","england","able","absent","uk","autumn"
"27","health","italy","diagnose","david","negative","fly","official","test","medium","america","initiative","mediterranean","que","see","will","investigation","janeiro","know","de","fact","official","federal","wednesday","write","que","ship","urgent","however","every","brazil","organization","panel","political","league","crisis","league","address","host","pass","lose","grapple","different","globally","account","visitor","normal","elderly","analysis","way","mhra","maker","manaus","predict","symptom","apply","medicine","germany","flag","tourist","airline","doubt","sao","fear","nurse","letter","begin","april","impose","export","official","argentina","public","player","explain","investigate","bolsonaro","profit","cannon","sydneys","saturday","march","fire","cost","force","violate","civil","carrier","lockdowns","doubt","crowd","insist","general","conference","april","write","expose","bereave","year","servant"
"28","tourism","dock","french","woman","fly","england","symptom","worry","hotel","holland","someone","french","week","resort","carnival","unite","lópez","midmarch","farright","residence","way","moscow","die","safely","positive","battle","northern","attack","blast","difficulty","committee","party","reassure","flee","president","rio","positive","pay","pay","clear","safe","account","top","kerkhove","high","teacher","time","treasury","unit","warn","ventilator","please","voter","per","gain","former","employee","janeiro","church","appointment","minister","record","executive","rio","walk","bad","infection","service","recommendation","medical","rate","civil","pressure","investigation","neighbour","jair","still","arrest","ap","turn","movement","store","fee","claim","resignation","family","cap","infect","reject","insist","like","hospital","year","pa","health","failure","possible","back","government"
"29","japan","three","nsw","american","four","diamond","dock","recent","farright","owner","commit","governor","three","overwhelm","video","teich","similar","day","display","bad","russia","farm","across","face","seek","friend","wife","trial","huge","birthday","international","pandemic","extraordinary","chilean","foreign","mile","foot","political","fire","decision","ahead","guardian","let","billion","treasury","point","amid","foster","intensive","full","ppe","deadly","hill","vaccination","japanese","choice","long","coronavac","collapse","airport","must","unlikely","distribution","reuters","delhi","peak","many","nationwide","authority","doctor","wave","argentina","brazilian","former","investigation","save","allege","afp","demonstrator","memorial","fake","prisoner","jail","newspaper","protester","official","profit","press","dark","appeal","system","see","wane","ten","executive","table","school","senior","restriction"
"30","coronavirus","quarantine","respond","office","port","mother","david","airport","previously","patrick","brazils","yet","madrid","associate","são","list","russian","push","bangladesh","nearly","many","friday","avoid","scale","palace","treat","religious","long","someone","attention","fast","dangerous","prayer","un","test","discover","president","spain","law","head","measure","doctor","land","mare","curb","disease","cafe","squad","number","currently","adult","full","bma","first","mat","spahn","also","farright","else","just","political","disease","attal","voter","end","loss","several","countrys","study","capital","embassy","participate","circumstance","safety","deal","death","patent","march","moratorium","restaurant","city","likely","demand","station","demonstration","positive","tax","citys","lung","surge","year","sit","reason","bbc","home","ball","international","break","call"
"31","one","liner","liner","return","two","spanish","positive","diagnose","die","board","immediately","gaulle","difficulty","criminal","shutdown","morocco","investigation","group","tuesday","official","door","canadian","prevent","provision","place","allow","post","medical","newspaper","award","flavio","everything","traditional","chile","condition","protocol","white","thank","attorney","decline","politician","life","dedicate","count","remain","head","resident","coordinate","je","safe","icu","lot","liverpool","asian","answer","financial","unite","são","false","pressure","pazuello","kenya","rio","read","call","area","lack","border","national","sanitiser","jair","unrest","dollar","pm","vaccine","thailand","bank","people","distribution","defy","liberty","water","hold","power","candidate","worker","pay","parliament","daniel","yearold","probably","go","gather","secretary","letter","elderly","improve","footage","official"
"32","report","arrive","doctor","tokyo","family","infect","wait","back","human","vessel","mexico","social","driver","brazilian","brazilian","brazil","wear","enough","dos","handle","mask","leader","conduct","reality","brazil","emergency","th","deal","organization","cure","peru","protester","cold","transfer","first","military","us","suburb","commissioner","provide","agent","prime","van","morrison","within","resident","worker","carry","manager","cope","intensive","ambulance","israel","view","trust","north","rollout","vaccine","greek","policy","deadly","slow","approach","epidemic","reveal","call","jair","defence","area","paulo","freedom","national","stem","neighbour","ask","seek","pick","appeal","leave","weekend","prime","power","prison","scene","parson","risk","pm","bring","boy","drive","protection","family","zero","difficult","war","thanksgiving","labour","regulation","december"
"33","say","check","remain","fly","evacuate","foreign","tourist","information","brazilian","vatican","brazilian","positive","port","mishustin","one","nurse","outbreak","fly","despite","putin","bill","positive","reduce","repeatedly","victim","medical","place","try","love","drug","americas","open","bangladesh","near","exercise","virus","personal","head","security","bad","high","across","choose","saudi","several","foster","cost","example","similar","look","plateau","supply","england","healthy","carry","pandemic","comment","facebook","paulo","worsen","speed","university","accept","drive","talk","become","determine","breathe","safety","são","mission","despite","observer","dismiss","office","us","company","treatment","enforce","either","investigation","individual","fuel","metropolitan","liability","resort","booking","nurse","must","safety","inoculate","show","bed","think","programme","mental","low","last","state"
"34","friday","symptom","facebook","ministry","disembark","flight","wish","post","favela","broward","mayor","september","blasio","curve","paris","use","isolation","gather","interest","back","death","volunteer","jair","demand","friend","usual","drug","religious","become","small","present","die","picture","german","response","general","soon","effort","harris","lead","explain","expect","winner","introduce","care","proposal","level","retail","fast","gp","jab","part","vaccination","jerusalem","covid","store","legal","gorilla","são","general","bank","iraq","state","local","declare","brazil","reaction","report","list","village","football","assess","necessarily","clash","newspaper","mark","choose","kill","legal","incident","street","investigation","freedom","unacceptable","vaccine","authority","indicate","restriction","resort","lockdown","almost","issue","extra","many","britains","improve","closure","opposition","one"
"35","isolation","ministry","five","diagnose","previously","develop","tell","everyone","see","fort","board","jair","operation","positive","equipment","newspaper","minister","russia","representative","latin","handle","nearly","worker","pay","crisis","worker","council","farright","control","choose","pandemic","insist","conflict","sit","league","outbreak","office","almost","head","bring","worship","early","figure","period","slovenia","abstain","staff","overwhelm","delay","struggle","tool","worker","treat","machine","full","warn","development","california","shutdown","think","fund","collapse","handle","lawmaker","inquiry","many","mandetta","investigate","request","contain","wait","euro","prevalence","bhutan","february","million","opposition","join","saturday","rally","man","away","yearold","towards","door","outbreak","bureau","firm","fast","student","official","fund","hit","area","win","court","joe","act","come"
"36","three","nationality","recent","irish","dock","suspect","write","city","owner","sea","quote","decision","aboard","hour","russian","moscow","ship","right","coronavirus","term","programme","public","short","team","across","use","schedule","jair","emerge","flu","emergency","fever","seat","disaster","holy","saturday","infect","near","advisory","now","riot","chris","protect","authority","register","number","previous","space","secretary","critical","recover","dos","religious","participant","suppress","vaccine","available","delay","confidence","kill","deliver","charity","kill","grow","anything","suggest","innocent","possibly","immigration","de","legal","play","payroll","document","anger","family","identify","bed","poor","negative","wide","hospital","teacher","office","step","virus","holiday","infection","problem","weekend","every","write","vaccination","jab","bereave","site","impact","call","give"
"37","positive","yearold","tokyo","sally","require","less","remain","receive","publish","sister","write","transport","beach","four","class","fire","sign","kremlin","zoom","late","detail","tuesday","care","life","back","isolation","child","controversial","restriction","illness","decree","brazilian","nation","power","arabia","visit","phone","international","malcolm","face","towards","punish","prevent","drop","age","nearly","long","precaution","run","unit","london","music","extremely","whether","fund","oxygen","economic","mind","triple","focus","coalition","jair","de","mark","problem","reduce","inquiry","poverty","trudeau","threaten","month","letter","tournament","trade","scandal","thousand","also","minister","dr","worker","permanent","gain","reportedly","civil","brazilian","france","expert","know","read","see","mask","direct","avoid","chris","move","special","call","place","confirm"
"38","ship","tourist","morning","monday","positive","arrive","another","isolation","traffic","travel","sample","film","bus","identify","ap","decline","federal","janeiro","fatality","release","americas","red","minimise","countrys","outbreak","ministry","protective","contract","wont","grow","tribe","real","departure","fire","mistake","coronavirus","england","entry","nccc","national","across","severe","office","watchdog","thousand","worker","run","back","step","chris","supply","people","head","association","create","pool","hong","medium","bosnia","drug","fiocruz","farm","arrive","drug","leader","suspend","participant","repatriation","brazil","watchdog","coronavirus","tourism","duterte","indian","connection","north","police","critical","sydney","president","throw","carry","send","action","resign","organise","build","clothe","operate","party","go","bank","away","right","ask","participant","provide","conservative","go"
"39","symptom","hospital","another","foreign","citizen","evacuee","vice","arrangement","research","greenfield","guardian","blood","brazils","military","relative","family","seek","spot","shut","fatality","tunnel","note","former","propose","understand","hospital","court","brazils","regional","symptom","search","protect","sample","emerge","yemen","decision","guardian","football","petition","ask","£m","defend","home","package","transport","main","car","push","europe","boris","wear","suffer","exactly","recognise","give","mumbai","kong","yet","use","fast","record","mission","disease","likely","begin","consumer","federal","delhi","result","major","mark","appeal","delegation","biotech","home","american","fail","worker","challenge","parliament","suburb","describe","food","series","subject","ski","report","front","club","re","life","completely","agence","bed","quote","intervention","president","shadow","review"
