"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"11","spread","screen","epidemic","urge","tehran","equipment","madrid","foreign","state","ban","ban","ease","open","school","measure","lockdown","travel","minister","visitor","ease","border","restriction","country","bar","country","will","danang","quarantine","rise","spain","region","monday","traveller","czech","list","tourist","travel","de","resource","mexico","day","app","launch","test","avoid","mandatory","lawmaker","€bn","behind","major","democrat","key","rouhani","cancel","countrys","palestinian","mark","investigate","home","handle","spring","crisis","pm","inmate","election","tackle","pause","fly","play","australia","person","policy","notice","innovation","commission","sport","event","japanese","league","host","team","committee","investigation","manufacture","analysis","wear","organisation","birmingham","action","quite","like","put","head","yellow","gather","demonstration","office","city","jab"
"12","prevention","beijing","newspaper","million","toll","state","university","visa","air","home","restrict","exit","government","exercise","open","austria","monday","border","tourism","country","island","traveller","reopen","arrival","barcelona","impose","return","case","case","case","ban","list","day","lesbos","arrival","company","governor","west","survey","list","beijing","complaint","post","bubble","enter","voter","return","tunisia","sign","tourism","deny","less","time","hand","eastern","legal","election","beijing","website","party","mark","thing","fine","prisoner","seek","employee","minister","game","ioc","guide","japan","complain","officer","plan","fail","train","fan","village","event","organiser","house","economic","mat","japans","spend","online","ten","site","south","protest","beijing","dozen","antivaccine","point","arrest","caribbean","democratic","phi","vaccinate"
"13","department","us","prevention","ban","israeli","across","prime","pharmacy","order","back","curb","poland","reopen","open","phase","business","resume","shop","ban","july","traveller","ban","ease","international","reopen","holidaymaker","ministry","test","arrival","return","travel","red","impose","prevent","game","process","shapps","flight","child","president","expire","inmate","day","international","korea","respondent","unprecedented","board","curb","year","us","tokyo","fan","parent","soldier","dahlan","law","brown","election","st","miami","wear","idea","confinement","trudeau","southern","majority","contact","contest","host","source","event","person","native","committee","tour","japanese","team","test","driver","minister","minister","manufacture","miss","support","system","officer","afternoon","hundred","significant","biden","expire","city","shortage","deem","set","true","police","health"
"14","suspend","president","visit","outbreak","ilna","prevent","parliament","send","strict","restriction","election","travel","may","announce","spain","phase","holiday","park","shop","shop","spain","minister","arrival","limit","bar","airport","holiday","traveller","infection","bar","gathering","visitor","camp","centre","hong","employee","tourism","programme","absolutely","body","parade","child","return","mayor","island","cure","greek","strain","normal","expect","suggest","show","recent","nursery","trouble","west","rule","antilockdown","app","curfew","election","go","rule","everyone","pressure","seriously","domestic","hold","side","victoria","music","cancel","pay","among","mep","organiser","stadium","host","sport","london","cancel","screen","company","prime","trade","human","australia","victoria","andrews","break","confirm","detain","negative","italian","zhang","guadeloupe","guadeloupe","biden","along"
"15","centre","level","urge","israeli","korea","death","foreign","shop","extend","leave","expect","rule","restaurant","philippe","customer","border","restart","restaurant","school","visitor","visitor","pub","pub","greece","open","without","island","holiday","ban","week","citizen","travel","border","tourism","rhino","fly","learn","traveller","multiple","diplomat","england","temporary","submit","singapore","transport","indonesia","rebind","trade","pneumonia","poll","public","investigate","clinical","qatar","region","lebanon","west","street","allow","arrest","city","social","payment","dozen","wrong","election","decision","prime","ban","decision","april","warn","corruption","cancel","timetable","staff","spectator","sport","ticket","recover","father","olympic","production","find","town","respect","crowd","pm","able","pass","set","yes","contract","full","community","hit","city","home","anyone"
"16","central","spread","department","visit","republic","allow","foreigner","spanish","ban","order","commission","shop","ban","ease","return","wear","rule","travel","limit","hotel","european","ease","lift","will","nightclub","catalonia","bar","announce","tourist","malta","restriction","country","region","day","airline","passenger","passenger","hunger","completely","dramatically","chinese","arrive","inside","gender","coordinate","monday","lockdown","britain","industry","resort","mark","rutte","last","ask","worker","dutch","palestinian","driver","bank","riot","arrest","scene","party","manager","firm","release","party","act","go","official","venue","person","memo","ticket","medical","ticket","line","player","news","japanese","athlete","jacinda","particulate","death","already","medical","big","citizen","australia","exam","link","mind","deploy","ardern","rightwing","bill","blasio","russian","decision"
"17","statement","entry","taiwanese","may","kim","app","korea","travel","april","moscow","north","election","transport","french","may","rule","extend","remain","foreign","tourism","cafe","allow","list","open","island","portugal","country","restriction","tourism","gathering","list","tourism","country","facility","allow","olympic","unfortunately","green","round","kazakhstan","largely","process","use","paso","facility","mandate","border","almost","frontline","capital","inmate","foreign","since","international","woman","rutte","curfew","gather","pm","resign","wear","gather","conservative","leadership","say","test","sydney","india","attend","japans","victoria","necessary","ward","japan","game","row","amid","case","associate","emergency","saudi","spectator","olympic","foreign","risk","trade","reason","melbourne","little","riot","yet","yen","duterte","tally","beach","injure","fire","eve","delay"
"18","disease","create","tip","already","agency","agency","minister","abroad","closure","international","countrys","passenger","lift","extend","lift","plan","remain","school","rule","tourist","ease","prime","tourism","island","will","arrive","decision","rate","european","region","country","recent","republic","quarantine","enter","greek","tony","overwhelm","contact","marriage","pregnant","father","crow","london","hotel","want","greece","expect","burnham","adhanom","mayor","cancel","party","capacity","democratic","social","situation","right","officer","antilockdown","fight","minority","gather","israel","build","virus","league","prevent","australian","climber","family","market","suga","commission","olympic","event","paris","visitor","room","crisis","exam","prefecture","athlete","yemen","find","shanghai","protest","lockdown","lockdown","serious","today","agency","journal","supply","behind","castex","island","york","man"
"19","warn","ministry","effort","drive","afghanistan","country","traveller","effect","airport","measure","political","tomorrowspaperstoday","pm","region","transport","strict","open","july","remain","european","june","victorian","visitor","reopen","measure","list","destination","first","list","restaurant","return","selfisolate","test","close","alternative","document","wouldnt","protocol","dead","ad","widely","time","staff","china","present","woman","strict","mark","mayor","ghebreyesus","game","commit","however","manager","court","landlord","view","cause","medium","cause","kolelas","gathering","freedom","opposition","breach","big","review","reject","ignore","extend","support","olympic","kono","ban","train","camp","postpone","bach","japanese","centre","phase","since","lot","three","statement","cure","gather","los","two","prime","good","good","italian","drop","outlet","island","beyond","worker","officer"
"20","group","xi","control","paper","country","hopkins","worker","ministry","russian","contain","nationwide","frances","relax","lift","gradually","hotel","mall","visitor","lift","lockdown","close","tourist","eu","lockdown","restaurant","june","authority","detect","traveller","list","migrant","per","european","plane","quarantine","kingdom","hospital","tourism","test","nation","group","fear","double","chinese","arrival","unite","growth","online","ramp","else","deal","human","whether","police","zone","die","protest","face","code","netherlands","street","right","pay","spend","fear","vehicle","cricket","government","spring","cancel","japanese","eu","work","isnt","decision","fan","euro","safe","osaka","place","victim","engineer","spain","die","coronavirus","bn","city","hundred","thousand","attack","tuesday","surgical","community","labour","light","throw","gather","science","president"
"21","measure","respond","already","strong","ministry","fight","spanish","enforce","regional","election","travel","eu","citizen","start","business","bar","lockdown","cafe","mall","prime","school","able","border","government","quarantine","tourism","restriction","region","restaurant","border","border","ease","arrive","requirement","authority","allow","indoor","holiday","taskforce","uk","denmark","resident","scotland","say","staff","tokyo","bad","train","ramaphosa","relatively","cite","bach","us","respond","case","lack","rutte","vote","square","former","gather","good","pub","right","rule","party","india","minister","low","alcohol","zealand","confidence","cancel","view","staff","general","strict","concern","manage","thursday","border","room","emergency","two","ministry","face","delta","australia","brief","italian","doctor","though","large","problem","video","violent","francepresse","president","tweet"
"22","virus","statement","leader","prime","entry","outside","south","ban","putin","lima","movement","allow","minister","exit","prime","quarantine","close","tourism","hotel","lift","destination","normal","restriction","wale","close","barcelona","arrive","ministry","destination","traveller","italy","wale","list","capital","organiser","test","hospitalise","test","ryan","continue","uk","food","ship","breach","airline","tie","arrangement","reuters","development","origin","year","lawyer","write","domestic","czech","nighttime","beyond","demonstration","demonstrate","station","pm","crowd","access","back","federal","agreement","hold","home","base","end","tokyo","impact","law","vice","player","official","confirm","organise","place","pull","action","significant","official","difficult","lockdown","experience","spend","angeles","quickly","death","group","deputy","zealand","bad","problem","victorian","agence","tourist","undergo"
"23","screen","traveller","share","safe","report","spread","regional","late","vote","declare","income","prime","prime","prime","hairdresser","measure","curfew","start","tourist","germany","apply","prepare","enter","zealand","government","holiday","spanish","impose","spike","arrival","arrive","day","tourist","airport","lockdown","combat","capacity","story","cuomo","guest","channel","traditional","newspaper","launch","chinese","prime","man","hold","simply","facility","government","chappelle","decline","entry","epidemic","use","voter","parliament","judge","man","thousand","election","customer","thousand","order","attack","government","clear","cancel","station","pupil","action","der","extraordinary","rugby","contact","broadcaster","committee","match","return","prime","emergency","zealand","statement","fund","big","state","september","protester","medium","nation","transmit","new","negative","reporter","riot","president","bill","west"
"24","train","kong","contain","facility","new","quote","closure","five","election","airline","begin","foreign","wear","minister","sport","event","area","curfew","flight","visit","quarantine","monday","passenger","restaurant","visitor","restaurant","add","destination","announce","rate","france","september","airport","republic","singapore","liverpool","open","struggle","canary","revenue","able","mumbai","staffer","member","test","trade","fall","hit","swiss","loss","despite","commission","identify","middle","office","case","transparency","election","service","hospital","life","beach","protester","former","stop","unlikely","video","source","arrive","current","victorian","support","finance","nine","european","broadcaster","de","reuters","supporter","west","ambulance","measure","japans","facility","surge","medium","victorian","almost","green","hundred","member","campaign","senior","delta","michael","firework","afp","carry","regional"
"25","official","fight","limit","away","medium","leader","allow","shut","lockdown","lockdown","add","end","philippe","june","wear","sport","government","area","place","monday","portugal","rule","thailand","spain","authority","per","regional","spain","greek","flight","impose","authority","selfisolation","announce","arrive","domestic","international","assistance","new","citys","prevent","submit","abroad","train","province","reveal","manage","scottish","team","tourist","federal","safe","didnt","un","war","netherlands","power","argue","rule","three","protester","hesitancy","front","governor","enforce","division","west","review","tokyo","japanese","catch","victorian","von","crisis","august","isolation","man","ioc","capacity","virus","arabia","announce","council","health","two","right","across","rule","issue","government","re","take","federal","broadcast","street","saturday","prime","visitor","whose"
"26","epidemic","impose","public","plan","ban","border","measure","mosque","national","citizen","capacity","plan","business","government","mask","summer","new","lockdown","country","remain","tourism","victoria","arrive","quarantine","mall","case","visitor","figure","per","monday","uk","greek","greece","impose","plane","lot","fee","olympic","shapps","republican","issue","travel","import","local","four","substantial","around","expose","germany","proper","plunge","suicide","detention","sputnik","sister","right","indias","rule","face","opposition","landmark","christian","election","mask","stayhome","short","community","zealand","test","positive","morrison","aap","describe","relief","management","ahead","return","cancel","premier","play","mount","cause","japanese","way","minister","approach","development","website","event","scientist","general","use","exam","result","protest","gather","reporter","tweet","aim"
"27","entry","official","head","january","lawmaker","reportedly","spains","report","minister","foreign","party","will","travel","france","pm","traveller","strict","customer","emirate","italy","shop","distance","normal","business","pub","august","summer","citizen","strict","arrive","switzerland","cardiff","restriction","country","portugal","tourism","healthcare","village","sick","end","march","want","largely","manage","allow","expert","october","dollar","less","cancel","football","rule","supreme","distribute","fight","issue","resolution","gaza","customer","mark","remembrance","look","street","detainee","reason","mainland","worker","citizen","close","overseas","contact","prefecture","plan","heavy","uk","irish","ahead","reveal","passport","break","zealands","event","involve","centre","sunday","answer","australian","street","largely","mat","stage","doctor","£m","big","facility","city","tighten","lose","court"
"28","prevent","restriction","lead","first","coronavirus","consequence","neighbour","emergency","enforce","minister","limit","decision","confinement","conte","merkel","due","infection","greece","lockdown","international","country","portugal","extend","reimpose","shut","infection","infection","andorra","government","venezuelan","strict","havana","migrant","economy","centre","limit","allow","visitor","sample","dead","woman","five","standard","club","capital","visit","stock","euro","time","winter","else","year","airbus","office","use","despite","shortly","central","tweet","anger","conservative","lockdown","face","payment","civil","implement","need","summit","host","july","store","back","cooperation","fund","schedule","football","state","open","emergency","isolate","pilgrim","prime","broadcaster","halt","staff","management","arrest","thousand","deal","street","halfterm","cost","smell","party","policy","mayor","protest","arabia","selfisolation"
"29","bus","taiwanese","may","next","south","port","accord","still","sunday","full","confirm","polish","extend","business","resume","resume","greece","hand","distance","eu","venue","place","curfew","traveller","bihar","castex","spains","island","arrive","public","mandatory","neighbour","portugal","restriction","process","business","combat","healthcare","airline","last","work","special","travel","expert","six","station","thailand","salmon","capital","economy","revenue","wave","site","job","exception","fail","instead","say","area","paraguay","rule","park","public","sage","former","mexican","morrison","charge","organiser","lockdown","close","sponsor","approval","approve","alcohol","host","nearly","place","measure","positive","lanka","regard","issue","particle","hold","name","union","worry","heart","annual","overnight","end","rightwing","due","journalist","water","charge","dollar","brazils"
"30","use","centre","nearly","contain","order","access","shut","issue","suspend","irish","quarantine","friday","plan","measure","impose","cafe","able","tourist","bar","foreign","remain","business","shop","green","deputy","measure","sunday","lift","foreign","island","republic","spain","measure","arrival","will","plane","panama","tokyo","return","amp","event","policy","bed","squad","plane","think","st","brexit","mark","visit","broad","carnival","advice","since","victim","tomorrow","secure","campaign","affect","voter","lose","rule","officer","memo","leave","india","quite","close","situation","wave","organiser","combat","ticket","state","unite","close","personnel","prepare","confine","name","hand","organiser","hold","barrier","way","oil","pm","condition","unit","charity","der","act","region","resident","egg","unrest","phone","slovenia","jair"
"31","also","visit","small","capacity","thailand","system","flight","bar","italian","plane","will","countrys","must","monday","also","beach","bar","denmark","monday","wednesday","foreign","mandatory","test","movement","rate","arrival","advise","local","high","infection","minister","greece","require","transport","antigen","story","statement","midwest","low","international","spokesman","board","un","wuhan","waste","manage","gdp","sit","game","lockdown","family","right","tokyo","safety","return","privacy","school","win","china","disperse","win","woman","plan","freeze","worker","island","player","situation","will","thursday","extend","employee","fan","measure","state","precaution","currently","due","spectator","japans","like","player","strike","contamination","lead","kit","safety","affect","walk","hungary","draft","home","volunteer","item","indigenous","rock","function","rdif","represent"
"32","issue","reuters","kong","melbourne","pakistan","nation","clear","tourist","come","confirm","close","leave","essential","outdoor","close","citizen","first","prime","cafe","quarantine","metre","close","government","enter","infection","weekend","compulsory","tourist","italy","will","extend","ban","announce","resident","bogotá","depart","patient","canary","requirement","mark","amp","mask","daily","theme","country","thailand","cash","explosion","figure","police","force","vast","opt","year","refuse","enforce","lawmaker","tweet","afp","gather","remember","conservative","mask","odd","canada","dangerous","republican","travel","india","rollout","year","throw","supply","pandemic","disaster","airport","raise","person","lanka","player","mental","actual","prime","takeda","fly","tie","goal","record","light","present","alternative","around","philippines","northeastern","procession","martinique","defeat","island","supreme"
"33","people","state","capacity","run","official","toll","entry","month","foreign","essential","board","declare","announce","bar","economy","lift","plan","limit","resume","government","sweden","spain","restaurant","air","shop","tourist","region","popular","belgium","spread","bar","foreign","requirement","camp","kingdom","seeker","region","save","name","measure","grant","suspend","pay","passenger","china","zealand","fuel","carefully","experience","spain","company","cultural","refer","distance","reporter","indigenous","pressure","north","epidemic","obeidat","break","young","go","inn","like","general","announce","brief","enter","phase","list","annual","secure","programme","advisory","italian","trend","emergency","quarantine","concert","together","competition","information","vaccine","spain","jason","citizen","number","local","specific","maskwearing","mask","worldwide","violent","mile","right","martinique","celebration","analyse"
"34","state","must","past","wuhans","accord","countrys","announce","stop","halt","except","shop","exercise","curfew","phase","since","hairdresser","relax","impose","enter","cafe","lift","lockdown","island","ban","step","extend","midnight","permit","catalonia","corridor","nightclub","arrival","authority","measure","republic","slovakia","healthy","resident","negative","europes","northwest","already","average","zealand","woman","ardern","capacity","loss","hand","call","statement","deport","accord","programme","thursday","mask","mask","limit","israel","nighttime","seat","city","march","pay","budget","thing","long","briton","gathering","staff","maintain","handle","together","europe","fan","match","team","japans","undergo","increase","host","begin","little","suspension","criticise","suppose","country","organisation","capital","cancel","chaos","associate","close","province","firework","prime","way","hundred","northwest"
"35","car","panic","trump","around","iranian","outbreak","transport","two","border","air","state","limit","impose","impose","extend","mask","wave","close","zone","arrival","space","gathering","greek","friday","ease","government","reimpose","belgium","restriction","european","italian","extend","neighbour","surge","draft","rapid","tourist","bay","size","drink","five","london","board","health","production","negotiation","face","poland","complete","normal","peru","japans","threat","hold","meet","order","october","security","pay","social","doorstep","describe","avoid","inoculation","populous","school","meet","sydney","amid","support","learn","schedule","body","office","despite","afp","virus","czech","sri","seasonal","wage","border","response","pharmaceutical","assessment","regular","launch","year","online","dozen","death","tour","million","completely","sentence","centre","carry","reopen","austrias"
"36","fight","foreign","premier","limit","problem","china","ministry","hotel","pharmacy","travel","coordinate","reuters","june","decision","bar","poland","sport","measure","passenger","bar","french","space","international","visitor","announce","closure","will","open","recent","open","tourism","measure","foreign","platform","executive","centre","field","across","california","however","factor","issue","port","animal","much","concern","curve","cross","prime","avoid","market","payment","priority","israel","international","amid","confidence","launch","student","night","die","spring","able","drive","economy","community","home","teacher","official","close","domestic","melbourne","japan","write","spend","pay","fight","resurgence","encourage","fatigue","climate","go","union","investigate","whatever","political","prior","major","car","brief","highly","weekend","discussion","card","bad","street","stand","million","anvisa"
"37","city","visitor","china","asia","shut","johns","parliamentary","de","movement","tomorrow","exercise","case","mask","remain","emergency","close","lift","madrid","week","traveller","minister","gym","nigeria","rate","sport","authority","uk","european","public","increase","czech","impose","remove","moria","kong","access","remote","plan","single","vote","ship","face","traditional","texas","upon","arrangement","follow","air","several","kit","draw","thousand","international","whether","coverage","august","afp","several","sunday","oxygen","republic","saturday","shop","make","company","result","michael","hunt","want","team","release","australia","governor","every","plan","august","ready","spectator","talk","boss","since","nyt","organiser","fever","pain","pandemic","international","march","highly","protester","kind","possibility","detect","routine","connection","brussels","citys","across","waive"
"38","novel","lead","national","consider","minister","disease","china","come","saturday","march","guard","confirm","class","travel","france","train","loosen","resume","neighbour","spain","first","reimpose","area","july","red","compulsory","holidaymaker","bar","daily","avoid","enter","czech","selfisolate","august","quickly","flight","back","cnn","traveller","number","long","post","maryland","county","foreign","obrien","cruise","measure","vaccine","mission","host","safety","season","dos","world","valentino","possible","low","amp","governor","saturday","protest","medium","herd","thursday","resident","premier","ioc","japans","enter","sir","seek","course","eu","attend","isolate","boss","attend","responsible","withdraw","orleans","industrial","bottle","retail","lanka","trudeau","society","social","survival","wrong","question","highly","full","reaction","pick","authority","suspension","face","antivaccine"
"39","service","quarantine","trip","foreign","protect","deadly","lockdown","return","abroad","bring","foreigner","extension","traveller","strict","activity","german","pm","bar","traveller","limit","extend","cinema","spain","june","northern","leave","lockdown","strict","popular","lockdown","spike","foreigner","will","will","limit","california","return","place","us","lose","art","begin","hogan","activity","require","postpone","zealand","just","mass","slump","pursue","summer","import","start","province","battle","need","sector","measure","misinformation","dozen","vote","political","medium","economic","department","win","state","nikkei","even","time","suffer","require","airport","july","schedule","metro","sunday","athlete","line","step","impose","dos","discovery","friday","different","around","six","summit","gear","america","incident","eligible","detail","death","measure","dowden","record","month"
"40","traveller","unite","cross","special","traveller","president","state","part","peru","enforce","lift","order","televise","rule","monday","monday","spanish","sweden","capacity","resume","flight","tourism","prepare","distance","indoor","lift","people","domestic","neighbour","france","gulyás","poland","french","authority","selfisolate","florida","slow","hospitalisation","coronavirus","enter","idea","trace","pacific","protocol","positive","may","weather","think","country","big","avoid","child","job","british","leave","closure","lebanon","israel","pa","freedom","demonstrator","image","consider","rule","new","spread","jail","olympic","presidential","capital","whose","site","make","manage","right","admit","suppose","man","sam","population","stage","state","site","together","identify","item","food","unvaccinated","service","re","tackle","importance","street","manufacture","zero","claim","repeatedly","citys","hundred"
